ReservaID,FechaEntrada,FechaSalida,Noches,TipoHabitacion,Plan,Mercado,Adultos,Ninos,TotalPersonas,TarifaNoche,ServiciosExtra,CostoServicios,Descuento,TotalReserva,Estado,CanalReserva,EsFinDeSemana,Mes,Trimestre,Temporada
RES011857,2023-07-18,2023-07-22,4,Standard,Media Pensión,Argentina,2,0,2,26825.0,Estacionamiento,1500,0.0,108800.0,Check-out,Sitio Web,False,2023-07,T3,Alta
RES011858,2023-07-18,2023-07-20,2,Superior,Media Pensión,Otros Latinoamérica,2,0,2,39077.5,Ninguno,0,0.0,78155.0,No Show,Despegar,False,2023-07,T3,Alta
RES011859,2023-07-18,2023-07-23,5,Familiar,Solo Alojamiento,Argentina,2,2,4,31500.0,"Estacionamiento, Cama Adicional",3000,0.0,160500.0,No Show,Sitio Web,False,2023-07,T3,Alta
RES011860,2023-07-18,2023-07-21,3,Standard,Alojamiento + Desayuno,Otros Latinoamérica,1,1,2,25437.5,Cama Adicional,1500,0.0,77812.5,Check-out,Sitio Web,False,2023-07,T3,Alta
RES011861,2023-07-18,2023-07-23,5,Suite,Solo Alojamiento,Argentina,2,2,4,38500.0,Ninguno,0,0.0,192500.0,Check-out,Despegar,False,2023-07,T3,Alta
RES011862,2023-07-18,2023-07-20,2,Suite,Todo Incluido,Argentina,3,0,3,63525.0,"Desayuno, Estacionamiento",3000,0.0,130050.0,Check-in,Booking.com,False,2023-07,T3,Alta
RES011863,2023-07-18,2023-07-25,7,Familiar,Alojamiento + Desayuno,Estados Unidos,1,3,4,49218.75,"Desayuno, Spa, Cama Adicional",4500,0.0,349031.25,Check-out,Despegar,False,2023-07,T3,Alta
RES011864,2023-07-18,2023-07-22,4,Familiar,Todo Incluido,Estados Unidos,4,0,4,64968.75,Ninguno,0,0.0,259875.0,Check-out,Agencia,False,2023-07,T3,Alta
RES011865,2023-07-18,2023-07-24,6,Suite,Alojamiento + Desayuno,Brasil,2,1,3,55343.75,Ninguno,0,0.0,332062.5,Check-out,Booking.com,False,2023-07,T3,Alta
RES011866,2023-07-18,2023-07-25,7,Superior,Media Pensión,Argentina,1,0,1,35525.0,Desayuno,1500,0.0,250175.0,Check-out,Sitio Web,False,2023-07,T3,Alta
RES011867,2023-07-18,2023-07-19,1,Suite,Solo Alojamiento,Otros Latinoamérica,2,2,4,42350.0,Ninguno,0,2828.49,39521.51,Check-out,Booking.com,False,2023-07,T3,Alta
RES011868,2023-07-19,2023-07-23,4,Superior,Alojamiento + Desayuno,Argentina,3,0,3,30625.0,Ninguno,0,7631.55,114868.45,Check-out,Sitio Web,False,2023-07,T3,Alta
RES011869,2023-07-19,2023-07-21,2,Standard,Solo Alojamiento,Estados Unidos,2,0,2,23125.0,Ninguno,0,0.0,46250.0,Check-out,Expedia,False,2023-07,T3,Alta
RES011870,2023-07-19,2023-07-21,2,Familiar,Solo Alojamiento,Argentina,3,2,5,31500.0,Cama Adicional,1500,0.0,64500.0,Check-out,Booking.com,False,2023-07,T3,Alta
RES011871,2023-07-19,2023-07-23,4,Superior,Media Pensión,Estados Unidos,2,1,3,44406.25,Desayuno,1500,0.0,179125.0,Check-in,Agencia,False,2023-07,T3,Alta
RES011872,2023-07-19,2023-07-23,4,Superior,Alojamiento + Desayuno,Brasil,2,1,3,35218.75,Ninguno,0,0.0,140875.0,Check-in,Booking.com,False,2023-07,T3,Alta
RES011873,2023-07-19,2023-07-24,5,Superior,Todo Incluido,Estados Unidos,3,0,3,50531.25,Desayuno,1500,0.0,254156.25,Check-out,Booking.com,False,2023-07,T3,Alta
RES011874,2023-07-19,2023-07-23,4,Familiar,Media Pensión,Argentina,4,1,5,45675.0,"Desayuno, Estacionamiento",3000,14373.12,171326.88,Check-out,Agencia,False,2023-07,T3,Alta
RES011875,2023-07-19,2023-07-21,2,Suite,Alojamiento + Desayuno,Otros Latinoamérica,3,0,3,52937.5,Ninguno,0,0.0,105875.0,Check-in,Sitio Web,False,2023-07,T3,Alta
RES011876,2023-07-19,2023-07-21,2,Superior,Todo Incluido,Argentina,2,0,2,40425.0,Ninguno,0,0.0,80850.0,Check-out,Expedia,False,2023-07,T3,Alta
RES011877,2023-07-19,2023-07-22,3,Suite,Solo Alojamiento,Argentina,3,0,3,38500.0,Ninguno,0,13813.17,101686.83,Check-out,Agencia,False,2023-07,T3,Alta
RES011878,2023-07-19,2023-07-21,2,Suite,Solo Alojamiento,Argentina,1,1,2,38500.0,Ninguno,0,3908.38,73091.62,Check-out,Sitio Web,False,2023-07,T3,Alta
RES011879,2023-07-19,2023-07-22,3,Superior,Media Pensión,Brasil,1,2,3,40853.75,Cama Adicional,1500,0.0,124061.25,Check-in,Booking.com,False,2023-07,T3,Alta
RES011880,2023-07-19,2023-07-20,1,Familiar,Media Pensión,Argentina,1,1,2,45675.0,Ninguno,0,0.0,45675.0,Check-out,Expedia,False,2023-07,T3,Alta
RES011881,2023-07-19,2023-07-22,3,Suite,Alojamiento + Desayuno,Otros Latinoamérica,2,2,4,52937.5,Desayuno,1500,0.0,160312.5,Check-out,Sitio Web,False,2023-07,T3,Alta
RES011882,2023-07-19,2023-07-21,2,Suite,Alojamiento + Desayuno,Estados Unidos,2,2,4,60156.25,Ninguno,0,0.0,120312.5,Check-out,Booking.com,False,2023-07,T3,Alta
RES011883,2023-07-19,2023-07-22,3,Suite,Todo Incluido,Estados Unidos,2,0,2,79406.25,Ninguno,0,0.0,238218.75,Check-out,Directo,False,2023-07,T3,Alta
RES011884,2023-07-19,2023-07-22,3,Standard,Media Pensión,Estados Unidos,2,0,2,33531.25,Desayuno,1500,8385.18,93708.57,Check-out,Expedia,False,2023-07,T3,Alta
RES011885,2023-07-19,2023-07-22,3,Standard,Todo Incluido,Otros Latinoamérica,2,0,2,33577.5,Estacionamiento,1500,0.0,102232.5,Check-out,Expedia,False,2023-07,T3,Alta
RES011886,2023-07-19,2023-07-21,2,Suite,Media Pensión,Estados Unidos,4,0,4,69781.25,Ninguno,0,0.0,139562.5,Check-out,Sitio Web,False,2023-07,T3,Alta
RES011887,2023-07-19,2023-07-20,1,Suite,Alojamiento + Desayuno,Argentina,1,1,2,48125.0,Estacionamiento,1500,3249.6,46375.4,Check-in,Despegar,False,2023-07,T3,Alta
RES011888,2023-07-19,2023-07-24,5,Superior,Solo Alojamiento,Argentina,1,2,3,24500.0,Ninguno,0,9448.29,113051.71,Check-out,Despegar,False,2023-07,T3,Alta
RES011889,2023-07-19,2023-07-26,7,Suite,Alojamiento + Desayuno,Argentina,1,2,3,48125.0,Ninguno,0,0.0,336875.0,Check-out,Booking.com,False,2023-07,T3,Alta
RES011890,2023-07-19,2023-07-21,2,Suite,Media Pensión,Europa,3,0,3,66990.0,"Desayuno, Estacionamiento",3000,0.0,136980.0,Check-out,Agencia,False,2023-07,T3,Alta
RES011891,2023-07-19,2023-07-21,2,Standard,Todo Incluido,Argentina,2,0,2,30525.0,Ninguno,0,0.0,61050.0,Check-in,Despegar,False,2023-07,T3,Alta
RES011892,2023-07-19,2023-07-21,2,Suite,Solo Alojamiento,Europa,1,0,1,46200.0,Ninguno,0,7358.94,85041.06,Check-out,Despegar,False,2023-07,T3,Alta
RES011893,2023-07-19,2023-07-20,1,Superior,Media Pensión,Estados Unidos,3,0,3,44406.25,Ninguno,0,0.0,44406.25,Check-out,Booking.com,False,2023-07,T3,Alta
RES011894,2023-07-19,2023-07-22,3,Familiar,Media Pensión,Estados Unidos,1,2,3,57093.75,Ninguno,0,0.0,171281.25,Check-out,Despegar,False,2023-07,T3,Alta
RES011895,2023-07-19,2023-07-23,4,Suite,Todo Incluido,Brasil,3,0,3,73053.75,Ninguno,0,0.0,292215.0,Check-out,Directo,False,2023-07,T3,Alta
RES011896,2023-07-19,2023-07-24,5,Standard,Alojamiento + Desayuno,Otros Latinoamérica,2,0,2,25437.5,Ninguno,0,0.0,127187.5,Check-out,Directo,False,2023-07,T3,Alta
RES011897,2023-07-19,2023-07-24,5,Familiar,Solo Alojamiento,Brasil,1,1,2,36225.0,Spa,1500,0.0,182625.0,Check-out,Agencia,False,2023-07,T3,Alta
RES011898,2023-07-19,2023-07-22,3,Familiar,Media Pensión,Argentina,2,1,3,45675.0,"Desayuno, Spa",3000,13597.87,126427.13,Check-out,Sitio Web,False,2023-07,T3,Alta
RES011899,2023-07-19,2023-07-26,7,Superior,Todo Incluido,Estados Unidos,3,0,3,50531.25,Ninguno,0,37971.18,315747.57,Check-out,Despegar,False,2023-07,T3,Alta
RES011900,2023-07-19,2023-07-25,6,Standard,Alojamiento + Desayuno,Estados Unidos,1,1,2,28906.25,Ninguno,0,0.0,173437.5,Check-in,Booking.com,False,2023-07,T3,Alta
RES011901,2023-07-19,2023-07-22,3,Suite,Alojamiento + Desayuno,Estados Unidos,4,0,4,60156.25,"Estacionamiento, Spa",3000,0.0,183468.75,Check-out,Sitio Web,False,2023-07,T3,Alta
RES011902,2023-07-19,2023-07-21,2,Standard,Todo Incluido,Argentina,1,0,1,30525.0,Ninguno,0,0.0,61050.0,Check-out,Sitio Web,False,2023-07,T3,Alta
RES011903,2023-07-19,2023-07-23,4,Standard,Todo Incluido,Otros Latinoamérica,1,0,1,33577.5,"Desayuno, Estacionamiento",3000,0.0,137310.0,Check-out,Booking.com,False,2023-07,T3,Alta
RES011904,2023-07-19,2023-07-23,4,Suite,Todo Incluido,Estados Unidos,4,0,4,79406.25,Desayuno,1500,0.0,319125.0,Check-out,Sitio Web,False,2023-07,T3,Alta
RES011905,2023-07-19,2023-07-25,6,Superior,Solo Alojamiento,Otros Latinoamérica,1,0,1,26950.0,Ninguno,0,0.0,161700.0,Check-out,Booking.com,False,2023-07,T3,Alta
RES011906,2023-07-19,2023-07-22,3,Standard,Alojamiento + Desayuno,Brasil,2,0,2,26593.75,Desayuno,1500,0.0,81281.25,Check-out,Sitio Web,False,2023-07,T3,Alta
RES011907,2023-07-19,2023-07-23,4,Standard,Media Pensión,Argentina,1,1,2,26825.0,Desayuno,1500,0.0,108800.0,Check-out,Directo,False,2023-07,T3,Alta
RES011908,2023-07-19,2023-07-20,1,Standard,Solo Alojamiento,Argentina,1,0,1,18500.0,Ninguno,0,1510.69,16989.31,No Show,Booking.com,False,2023-07,T3,Alta
RES011909,2023-07-19,2023-07-23,4,Suite,Alojamiento + Desayuno,Europa,2,1,3,57750.0,Ninguno,0,0.0,231000.0,Check-out,Expedia,False,2023-07,T3,Alta
RES011910,2023-07-19,2023-07-21,2,Suite,Media Pensión,Estados Unidos,2,0,2,69781.25,Desayuno,1500,0.0,141062.5,Check-out,Agencia,False,2023-07,T3,Alta
RES011911,2023-07-19,2023-07-22,3,Standard,Todo Incluido,Brasil,2,0,2,35103.75,Desayuno,1500,0.0,106811.25,Check-out,Despegar,False,2023-07,T3,Alta
RES011912,2023-07-19,2023-07-22,3,Standard,Todo Incluido,Europa,1,0,1,36630.0,Ninguno,0,0.0,109890.0,Check-out,Booking.com,False,2023-07,T3,Alta
RES011913,2023-07-19,2023-07-23,4,Suite,Todo Incluido,Otros Latinoamérica,1,1,2,69877.5,Estacionamiento,1500,0.0,281010.0,Check-out,Sitio Web,False,2023-07,T3,Alta
RES011914,2023-07-19,2023-07-23,4,Familiar,Solo Alojamiento,Argentina,1,0,1,31500.0,Ninguno,0,0.0,126000.0,Check-out,Booking.com,False,2023-07,T3,Alta
RES011915,2023-07-19,2023-07-24,5,Superior,Media Pensión,Brasil,3,0,3,40853.75,Ninguno,0,0.0,204268.75,Check-out,Despegar,False,2023-07,T3,Alta
RES011916,2023-07-19,2023-07-20,1,Familiar,Media Pensión,Otros Latinoamérica,4,1,5,50242.5,Estacionamiento,1500,0.0,51742.5,Check-out,Booking.com,False,2023-07,T3,Alta
RES011917,2023-07-19,2023-07-23,4,Familiar,Alojamiento + Desayuno,Brasil,2,3,5,45281.25,Cama Adicional,1500,0.0,182625.0,Check-out,Expedia,False,2023-07,T3,Alta
RES011918,2023-07-19,2023-07-22,3,Familiar,Solo Alojamiento,Estados Unidos,3,0,3,39375.0,Ninguno,0,0.0,118125.0,Check-in,Sitio Web,False,2023-07,T3,Alta
RES011919,2023-07-19,2023-07-24,5,Standard,Solo Alojamiento,Brasil,2,0,2,21275.0,Spa,1500,0.0,107875.0,Check-out,Despegar,False,2023-07,T3,Alta
RES011920,2023-07-19,2023-07-24,5,Familiar,Solo Alojamiento,Europa,3,0,3,37800.0,Desayuno,1500,0.0,190500.0,Check-out,Sitio Web,False,2023-07,T3,Alta
RES011921,2023-07-19,2023-07-23,4,Standard,Todo Incluido,Argentina,1,0,1,30525.0,Ninguno,0,10062.14,112037.86,Check-out,Sitio Web,False,2023-07,T3,Alta
RES011922,2023-07-19,2023-07-20,1,Standard,Alojamiento + Desayuno,Argentina,1,0,1,23125.0,Spa,1500,2299.74,22325.26,Check-out,Expedia,False,2023-07,T3,Alta
RES011923,2023-07-19,2023-07-21,2,Standard,Alojamiento + Desayuno,Argentina,2,0,2,23125.0,Ninguno,0,0.0,46250.0,Check-out,Agencia,False,2023-07,T3,Alta
RES011924,2023-07-19,2023-07-23,4,Standard,Media Pensión,Brasil,2,0,2,30848.75,Ninguno,0,0.0,123395.0,Check-out,Booking.com,False,2023-07,T3,Alta
RES011925,2023-07-19,2023-07-21,2,Superior,Todo Incluido,Estados Unidos,3,0,3,50531.25,Ninguno,0,0.0,101062.5,Check-in,Despegar,False,2023-07,T3,Alta
RES011926,2023-07-19,2023-07-22,3,Standard,Alojamiento + Desayuno,Argentina,2,0,2,23125.0,Ninguno,0,0.0,69375.0,Check-out,Booking.com,False,2023-07,T3,Alta
RES011927,2023-07-19,2023-07-21,2,Suite,Media Pensión,Brasil,1,0,1,64198.75,Desayuno,1500,0.0,129897.5,Check-out,Despegar,False,2023-07,T3,Alta
RES011928,2023-07-19,2023-07-21,2,Superior,Alojamiento + Desayuno,Brasil,1,1,2,35218.75,Estacionamiento,1500,0.0,71937.5,Cancelada,Booking.com,False,2023-07,T3,Alta
RES011929,2023-07-19,2023-07-24,5,Familiar,Todo Incluido,Argentina,1,0,1,51975.0,"Desayuno, Estacionamiento",3000,0.0,262875.0,Check-out,Directo,False,2023-07,T3,Alta
RES011930,2023-07-19,2023-07-23,4,Familiar,Alojamiento + Desayuno,Estados Unidos,3,0,3,49218.75,Ninguno,0,0.0,196875.0,Check-out,Sitio Web,False,2023-07,T3,Alta
RES011931,2023-07-19,2023-07-21,2,Standard,Solo Alojamiento,Argentina,1,1,2,18500.0,Desayuno,1500,3057.97,35442.03,Check-out,Agencia,False,2023-07,T3,Alta
RES011932,2023-07-19,2023-07-20,1,Suite,Alojamiento + Desayuno,Europa,3,0,3,57750.0,Ninguno,0,4802.39,52947.61,Check-out,Sitio Web,False,2023-07,T3,Alta
RES011933,2023-07-19,2023-07-22,3,Standard,Solo Alojamiento,Argentina,1,0,1,18500.0,"Desayuno, Spa",3000,0.0,58500.0,Check-out,Sitio Web,False,2023-07,T3,Alta
RES011934,2023-07-19,2023-07-22,3,Standard,Media Pensión,Argentina,1,1,2,26825.0,Desayuno,1500,0.0,81975.0,Check-out,Booking.com,False,2023-07,T3,Alta
RES011935,2023-07-19,2023-07-21,2,Standard,Alojamiento + Desayuno,Argentina,1,0,1,23125.0,Ninguno,0,0.0,46250.0,Check-out,Agencia,False,2023-07,T3,Alta
RES011936,2023-07-19,2023-07-26,7,Superior,Solo Alojamiento,Brasil,1,1,2,28175.0,Ninguno,0,0.0,197225.0,Check-in,Expedia,False,2023-07,T3,Alta
RES011937,2023-07-19,2023-07-20,1,Superior,Alojamiento + Desayuno,Brasil,1,2,3,35218.75,Ninguno,0,0.0,35218.75,Check-out,Booking.com,False,2023-07,T3,Alta
RES011938,2023-07-19,2023-07-25,6,Standard,Media Pensión,Argentina,1,1,2,26825.0,Desayuno,1500,16605.18,145844.82,Check-out,Sitio Web,False,2023-07,T3,Alta
RES011939,2023-07-20,2023-07-23,3,Familiar,Alojamiento + Desayuno,Estados Unidos,2,0,2,49218.75,Ninguno,0,0.0,147656.25,Check-out,Sitio Web,False,2023-07,T3,Alta
RES011940,2023-07-20,2023-07-25,5,Superior,Media Pensión,Argentina,1,2,3,35525.0,Ninguno,0,0.0,177625.0,Check-out,Directo,False,2023-07,T3,Alta
RES011941,2023-07-20,2023-07-24,4,Superior,Alojamiento + Desayuno,Argentina,2,0,2,30625.0,Ninguno,0,0.0,122500.0,Check-out,Sitio Web,False,2023-07,T3,Alta
RES011942,2023-07-20,2023-07-22,2,Standard,Solo Alojamiento,Argentina,1,1,2,18500.0,Spa,1500,0.0,38500.0,Check-out,Expedia,False,2023-07,T3,Alta
RES011943,2023-07-20,2023-07-23,3,Suite,Solo Alojamiento,Brasil,1,0,1,44275.0,Ninguno,0,0.0,132825.0,No Show,Expedia,False,2023-07,T3,Alta
RES011944,2023-07-20,2023-07-22,2,Familiar,Alojamiento + Desayuno,Argentina,2,3,5,39375.0,Ninguno,0,0.0,78750.0,Check-out,Booking.com,False,2023-07,T3,Alta
RES011945,2023-07-20,2023-07-22,2,Standard,Solo Alojamiento,Argentina,1,1,2,18500.0,Ninguno,0,0.0,37000.0,Check-out,Agencia,False,2023-07,T3,Alta
RES011946,2023-07-20,2023-07-24,4,Suite,Todo Incluido,Argentina,3,1,4,63525.0,Desayuno,1500,0.0,255600.0,Check-out,Booking.com,False,2023-07,T3,Alta
RES011947,2023-07-20,2023-07-24,4,Suite,Alojamiento + Desayuno,Argentina,1,2,3,48125.0,Desayuno,1500,0.0,194000.0,Check-out,Booking.com,False,2023-07,T3,Alta
RES011948,2023-07-20,2023-07-21,1,Familiar,Todo Incluido,Argentina,3,2,5,51975.0,Ninguno,0,0.0,51975.0,No Show,Sitio Web,False,2023-07,T3,Alta
RES011949,2023-07-20,2023-07-22,2,Superior,Media Pensión,Europa,2,0,2,42630.0,Desayuno,1500,0.0,86760.0,Check-out,Despegar,False,2023-07,T3,Alta
RES011950,2023-07-20,2023-07-24,4,Standard,Todo Incluido,Otros Latinoamérica,2,0,2,33577.5,Ninguno,0,13690.73,120619.27,Check-out,Booking.com,False,2023-07,T3,Alta
RES011951,2023-07-20,2023-07-23,3,Standard,Media Pensión,Brasil,1,0,1,30848.75,Ninguno,0,0.0,92546.25,Check-out,Booking.com,False,2023-07,T3,Alta
RES011952,2023-07-20,2023-07-21,1,Superior,Solo Alojamiento,Argentina,3,0,3,24500.0,"Estacionamiento, Spa",3000,0.0,27500.0,Check-in,Sitio Web,False,2023-07,T3,Alta
RES011953,2023-07-20,2023-07-23,3,Suite,Media Pensión,Brasil,1,3,4,64198.75,Cama Adicional,1500,0.0,194096.25,Check-out,Booking.com,False,2023-07,T3,Alta
RES011954,2023-07-20,2023-07-25,5,Superior,Solo Alojamiento,Argentina,1,2,3,24500.0,Desayuno,1500,6547.2,117452.8,Check-out,Booking.com,False,2023-07,T3,Alta
RES011955,2023-07-20,2023-07-24,4,Standard,Todo Incluido,Europa,1,1,2,36630.0,Cama Adicional,1500,0.0,148020.0,Check-out,Agencia,False,2023-07,T3,Alta
RES011956,2023-07-20,2023-07-22,2,Standard,Media Pensión,Brasil,1,1,2,30848.75,Cama Adicional,1500,0.0,63197.5,Check-out,Sitio Web,False,2023-07,T3,Alta
RES011957,2023-07-20,2023-07-23,3,Superior,Solo Alojamiento,Argentina,2,0,2,24500.0,"Estacionamiento, Spa",3000,0.0,76500.0,Check-out,Expedia,False,2023-07,T3,Alta
RES011958,2023-07-20,2023-07-24,4,Standard,Alojamiento + Desayuno,Brasil,1,0,1,26593.75,Ninguno,0,0.0,106375.0,No Show,Expedia,False,2023-07,T3,Alta
RES011959,2023-07-20,2023-07-24,4,Superior,Solo Alojamiento,Otros Latinoamérica,1,1,2,26950.0,Ninguno,0,0.0,107800.0,Check-in,Booking.com,False,2023-07,T3,Alta
RES011960,2023-07-20,2023-07-25,5,Superior,Alojamiento + Desayuno,Argentina,1,2,3,30625.0,Ninguno,0,0.0,153125.0,Check-out,Sitio Web,False,2023-07,T3,Alta
RES011961,2023-07-20,2023-07-21,1,Suite,Media Pensión,Argentina,3,1,4,55825.0,"Desayuno, Estacionamiento",3000,5205.76,53619.24,Check-out,Despegar,False,2023-07,T3,Alta
RES011962,2023-07-20,2023-07-23,3,Standard,Solo Alojamiento,Argentina,2,0,2,18500.0,Ninguno,0,0.0,55500.0,Check-out,Agencia,False,2023-07,T3,Alta
RES011963,2023-07-20,2023-07-21,1,Familiar,Todo Incluido,Estados Unidos,3,2,5,64968.75,Cama Adicional,1500,0.0,66468.75,Check-out,Booking.com,False,2023-07,T3,Alta
RES011964,2023-07-20,2023-07-25,5,Standard,Solo Alojamiento,Brasil,2,0,2,21275.0,Desayuno,1500,6117.76,101757.24,Check-out,Booking.com,False,2023-07,T3,Alta
RES011965,2023-07-20,2023-07-25,5,Standard,Solo Alojamiento,Argentina,2,0,2,18500.0,Ninguno,0,7363.61,85136.39,Check-out,Booking.com,False,2023-07,T3,Alta
RES011966,2023-07-20,2023-07-24,4,Familiar,Alojamiento + Desayuno,Estados Unidos,1,1,2,49218.75,Ninguno,0,0.0,196875.0,Cancelada,Booking.com,False,2023-07,T3,Alta
RES011967,2023-07-20,2023-07-23,3,Suite,Media Pensión,Argentina,4,0,4,55825.0,Ninguno,0,0.0,167475.0,Check-out,Booking.com,False,2023-07,T3,Alta
RES011968,2023-07-20,2023-07-22,2,Familiar,Alojamiento + Desayuno,Europa,3,2,5,47250.0,Ninguno,0,10856.88,83643.12,Check-out,Booking.com,False,2023-07,T3,Alta
RES011969,2023-07-20,2023-07-22,2,Superior,Media Pensión,Europa,3,0,3,42630.0,Ninguno,0,8454.47,76805.53,Check-out,Sitio Web,False,2023-07,T3,Alta
RES011970,2023-07-20,2023-07-22,2,Suite,Solo Alojamiento,Brasil,2,0,2,44275.0,Ninguno,0,0.0,88550.0,Check-out,Sitio Web,False,2023-07,T3,Alta
RES011971,2023-07-20,2023-07-24,4,Suite,Solo Alojamiento,Argentina,2,1,3,38500.0,Ninguno,0,0.0,154000.0,Check-out,Sitio Web,False,2023-07,T3,Alta
RES011972,2023-07-20,2023-07-27,7,Familiar,Todo Incluido,Estados Unidos,1,1,2,64968.75,Estacionamiento,1500,43038.83,413242.42,Check-out,Directo,False,2023-07,T3,Alta
RES011973,2023-07-20,2023-07-23,3,Familiar,Todo Incluido,Argentina,2,1,3,51975.0,Ninguno,0,0.0,155925.0,Check-out,Booking.com,False,2023-07,T3,Alta
RES011974,2023-07-20,2023-07-23,3,Superior,Solo Alojamiento,Estados Unidos,3,0,3,30625.0,Desayuno,1500,0.0,93375.0,Check-in,Expedia,False,2023-07,T3,Alta
RES011975,2023-07-20,2023-07-25,5,Familiar,Alojamiento + Desayuno,Europa,2,3,5,47250.0,Spa,1500,0.0,237750.0,Check-out,Sitio Web,False,2023-07,T3,Alta
RES011976,2023-07-20,2023-07-24,4,Standard,Media Pensión,Otros Latinoamérica,1,0,1,29507.5,Ninguno,0,0.0,118030.0,Check-out,Expedia,False,2023-07,T3,Alta
RES011977,2023-07-20,2023-07-26,6,Suite,Alojamiento + Desayuno,Brasil,4,0,4,55343.75,Ninguno,0,0.0,332062.5,Check-out,Agencia,False,2023-07,T3,Alta
RES011978,2023-07-20,2023-07-23,3,Standard,Todo Incluido,Europa,2,0,2,36630.0,Ninguno,0,12221.2,97668.8,Check-out,Sitio Web,False,2023-07,T3,Alta
RES011979,2023-07-20,2023-07-22,2,Superior,Todo Incluido,Argentina,3,0,3,40425.0,Desayuno,1500,7828.15,74521.85,No Show,Expedia,False,2023-07,T3,Alta
RES011980,2023-07-20,2023-07-23,3,Standard,Alojamiento + Desayuno,Argentina,1,1,2,23125.0,Ninguno,0,4763.83,64611.17,Check-in,Expedia,False,2023-07,T3,Alta
RES011981,2023-07-20,2023-07-22,2,Suite,Todo Incluido,Europa,2,0,2,76230.0,Ninguno,0,0.0,152460.0,Check-out,Despegar,False,2023-07,T3,Alta
RES011982,2023-07-20,2023-07-23,3,Standard,Solo Alojamiento,Otros Latinoamérica,2,0,2,20350.0,Desayuno,1500,0.0,62550.0,Check-out,Expedia,False,2023-07,T3,Alta
RES011983,2023-07-20,2023-07-22,2,Familiar,Todo Incluido,Europa,4,1,5,62370.0,Ninguno,0,0.0,124740.0,Check-out,Sitio Web,False,2023-07,T3,Alta
RES011984,2023-07-20,2023-07-23,3,Standard,Media Pensión,Otros Latinoamérica,1,1,2,29507.5,Ninguno,0,0.0,88522.5,No Show,Booking.com,False,2023-07,T3,Alta
RES011985,2023-07-20,2023-07-23,3,Suite,Alojamiento + Desayuno,Europa,1,2,3,57750.0,Estacionamiento,1500,0.0,174750.0,Check-out,Despegar,False,2023-07,T3,Alta
RES011986,2023-07-20,2023-07-22,2,Superior,Alojamiento + Desayuno,Argentina,3,0,3,30625.0,Ninguno,0,0.0,61250.0,Check-out,Expedia,False,2023-07,T3,Alta
RES011987,2023-07-20,2023-07-22,2,Standard,Media Pensión,Brasil,2,0,2,30848.75,Ninguno,0,3709.47,57988.03,Check-out,Sitio Web,False,2023-07,T3,Alta
RES011988,2023-07-20,2023-07-25,5,Superior,Solo Alojamiento,Brasil,1,2,3,28175.0,"Desayuno, Cama Adicional",3000,0.0,143875.0,Check-out,Directo,False,2023-07,T3,Alta
RES011989,2023-07-20,2023-07-23,3,Suite,Solo Alojamiento,Europa,4,0,4,46200.0,Desayuno,1500,16123.93,123976.07,Check-out,Agencia,False,2023-07,T3,Alta
RES011990,2023-07-20,2023-07-22,2,Superior,Todo Incluido,Argentina,2,1,3,40425.0,"Desayuno, Estacionamiento, Cama Adicional",4500,0.0,85350.0,Check-out,Booking.com,False,2023-07,T3,Alta
RES011991,2023-07-20,2023-07-23,3,Suite,Solo Alojamiento,Brasil,1,2,3,44275.0,Ninguno,0,0.0,132825.0,Check-out,Sitio Web,False,2023-07,T3,Alta
RES011992,2023-07-20,2023-07-23,3,Familiar,Alojamiento + Desayuno,Estados Unidos,2,0,2,49218.75,Ninguno,0,0.0,147656.25,Check-out,Booking.com,False,2023-07,T3,Alta
RES011993,2023-07-20,2023-07-23,3,Suite,Todo Incluido,Argentina,2,2,4,63525.0,"Desayuno, Estacionamiento, Cama Adicional",4500,0.0,195075.0,Check-in,Booking.com,False,2023-07,T3,Alta
RES011994,2023-07-20,2023-07-22,2,Superior,Media Pensión,Argentina,3,0,3,35525.0,Ninguno,0,0.0,71050.0,Check-out,Booking.com,False,2023-07,T3,Alta
RES011995,2023-07-20,2023-07-24,4,Familiar,Media Pensión,Argentina,2,0,2,45675.0,Ninguno,0,0.0,182700.0,Check-in,Booking.com,False,2023-07,T3,Alta
RES011996,2023-07-20,2023-07-24,4,Suite,Solo Alojamiento,Brasil,3,1,4,44275.0,Ninguno,0,16309.0,160791.0,Check-out,Expedia,False,2023-07,T3,Alta
RES011997,2023-07-20,2023-07-24,4,Suite,Media Pensión,Argentina,4,0,4,55825.0,Spa,1500,0.0,224800.0,Check-out,Despegar,False,2023-07,T3,Alta
RES011998,2023-07-20,2023-07-23,3,Superior,Media Pensión,Argentina,3,0,3,35525.0,Desayuno,1500,0.0,108075.0,Cancelada,Agencia,False,2023-07,T3,Alta
RES011999,2023-07-20,2023-07-23,3,Standard,Alojamiento + Desayuno,Brasil,2,0,2,26593.75,Ninguno,0,4237.41,75543.84,Check-out,Expedia,False,2023-07,T3,Alta
RES012000,2023-07-20,2023-07-21,1,Familiar,Alojamiento + Desayuno,Brasil,2,2,4,45281.25,Cama Adicional,1500,3282.17,43499.08,No Show,Directo,False,2023-07,T3,Alta
RES012001,2023-07-20,2023-07-26,6,Superior,Media Pensión,Estados Unidos,1,1,2,44406.25,Cama Adicional,1500,0.0,267937.5,Check-out,Booking.com,False,2023-07,T3,Alta
