VentaID,Fecha,Sucursal,ClienteID,SKU,Producto,Categoria,Cantidad,CostoUnitario,PrecioUnitario,Descuento,TotalVenta,Ganancia,MargenPorcentaje,Año,Mes,Trimestre,DiaSemana,Es_Finde
VTA00012003,2023-01-17,Rosario,CLI001,ALK-002,Azúcar Ledesma 1kg,ALMACEN,79,265.23,356.69,2850.89,25327.62,4374.449999999997,17.27,2023,2023-01,T1-2023,Tuesday,False
VTA00012004,2023-01-17,CABA_Centro,CLI018,LIM-002,Detergente Magistral 750ml,LIMPIEZA,34,302.19,363.44,0.0,12356.96,2082.5,16.85,2023,2023-01,T1-2023,Tuesday,False
VTA00012005,2023-01-17,CABA_Norte,CLI001,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,23,214.79,258.05,0.0,5935.15,994.9799999999996,16.76,2023,2023-01,T1-2023,Tuesday,False
VTA00012006,2023-01-17,La_Plata,CLI041,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,30,430.03,505.53,0.0,15165.9,2265.0,14.93,2023,2023-01,T1-2023,Tuesday,False
VTA00012007,2023-01-17,CABA_Centro,CLI029,BEB-004,Vino Tinto Toro 1L,BEBIDAS,10,634.82,868.65,0.0,8686.5,2338.2999999999993,26.92,2023,2023-01,T1-2023,Tuesday,False
VTA00012008,2023-01-17,Rosario,CLI025,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,33,114.14,132.52,0.0,4373.16,606.54,13.87,2023,2023-01,T1-2023,Tuesday,False
VTA00012009,2023-01-17,Mendoza,CLI017,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,40,214.79,254.78,0.0,10191.2,1599.6000000000004,15.7,2023,2023-01,T1-2023,Tuesday,False
VTA00012010,2023-01-17,GBA_Sur,CLI039,BEB-001,Agua Villa del Sur 2L,BEBIDAS,5,167.84,210.11,0.0,1050.55,211.3499999999999,20.12,2023,2023-01,T1-2023,Tuesday,False
VTA00012011,2023-01-17,La_Plata,CLI005,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,46,430.03,560.37,0.0,25777.02,5995.640000000003,23.26,2023,2023-01,T1-2023,Tuesday,False
VTA00012012,2023-01-17,La_Plata,CLI008,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,73,430.03,559.27,3268.33,37558.38,6166.189999999999,16.42,2023,2023-01,T1-2023,Tuesday,False
VTA00012013,2023-01-17,CABA_Norte,CLI009,BEB-002,Coca-Cola 2.25L,BEBIDAS,29,497.42,618.4,0.0,17933.6,3508.4199999999983,19.56,2023,2023-01,T1-2023,Tuesday,False
VTA00012014,2023-01-17,CABA_Norte,CLI010,ALK-004,Fideos Moñito Matarazzo 500g,ALMACEN,54,214.79,269.85,1758.32,12813.58,1214.92,9.48,2023,2023-01,T1-2023,Tuesday,False
VTA00012015,2023-01-17,GBA_Oeste,CLI017,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,44,923.97,1272.57,0.0,55993.08,15338.400000000001,27.39,2023,2023-01,T1-2023,Tuesday,False
VTA00012016,2023-01-17,La_Plata,CLI041,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,25,114.14,133.29,0.0,3332.25,478.75,14.37,2023,2023-01,T1-2023,Tuesday,False
VTA00012017,2023-01-17,GBA_Sur,CLI045,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,77,923.97,1180.82,4735.05,86188.09,15042.399999999994,17.45,2023,2023-01,T1-2023,Tuesday,False
VTA00012018,2023-01-17,La_Plata,CLI030,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,25,923.97,1090.69,0.0,27267.25,4168.0,15.29,2023,2023-01,T1-2023,Tuesday,False
VTA00012019,2023-01-17,Rosario,CLI021,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,27,214.79,293.55,0.0,7925.85,2126.5200000000004,26.83,2023,2023-01,T1-2023,Tuesday,False
VTA00012020,2023-01-17,GBA_Oeste,CLI043,BEB-003,Cerveza Quilmes 1L,BEBIDAS,8,265.23,341.59,0.0,2732.72,610.8799999999997,22.35,2023,2023-01,T1-2023,Tuesday,False
VTA00012021,2023-01-17,CABA_Centro,CLI007,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,49,214.79,282.15,0.0,13825.35,3300.6400000000012,23.87,2023,2023-01,T1-2023,Tuesday,False
VTA00012022,2023-01-17,La_Plata,CLI002,BEB-001,Agua Villa del Sur 2L,BEBIDAS,13,167.84,211.64,0.0,2751.32,569.4000000000001,20.7,2023,2023-01,T1-2023,Tuesday,False
VTA00012023,2023-01-17,GBA_Oeste,CLI019,LIM-002,Detergente Magistral 750ml,LIMPIEZA,49,302.19,392.6,0.0,19237.4,4430.090000000002,23.03,2023,2023-01,T1-2023,Tuesday,False
VTA00012024,2023-01-17,GBA_Oeste,CLI046,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,89,265.23,327.02,3792.38,25312.4,1706.9300000000003,6.74,2023,2023-01,T1-2023,Tuesday,False
VTA00012025,2023-01-17,GBA_Sur,CLI013,LIM-002,Detergente Magistral 750ml,LIMPIEZA,43,302.19,388.78,0.0,16717.54,3723.370000000001,22.27,2023,2023-01,T1-2023,Tuesday,False
VTA00012026,2023-01-17,Rosario,CLI045,BEB-001,Agua Villa del Sur 2L,BEBIDAS,19,167.84,229.72,0.0,4364.68,1175.7200000000003,26.94,2023,2023-01,T1-2023,Tuesday,False
VTA00012027,2023-01-17,Rosario,CLI010,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,96,923.97,1205.76,14207.79,101545.17,12844.050000000003,12.65,2023,2023-01,T1-2023,Tuesday,False
VTA00012028,2023-01-17,GBA_Oeste,CLI008,BEB-002,Coca-Cola 2.25L,BEBIDAS,11,497.42,578.85,0.0,6367.35,895.7300000000005,14.07,2023,2023-01,T1-2023,Tuesday,False
VTA00012029,2023-01-17,GBA_Oeste,CLI001,BEB-002,Coca-Cola 2.25L,BEBIDAS,32,497.42,685.86,0.0,21947.52,6030.08,27.47,2023,2023-01,T1-2023,Tuesday,False
VTA00012030,2023-01-17,Mendoza,CLI008,LIM-002,Detergente Magistral 750ml,LIMPIEZA,84,302.19,416.2,3065.22,31895.58,6511.620000000003,20.42,2023,2023-01,T1-2023,Tuesday,False
VTA00012031,2023-01-17,Rosario,CLI033,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,79,265.23,350.69,2504.84,25199.67,4246.499999999996,16.85,2023,2023-01,T1-2023,Tuesday,False
VTA00012032,2023-01-17,Mendoza,CLI014,BEB-002,Coca-Cola 2.25L,BEBIDAS,19,497.42,601.75,0.0,11433.25,1982.2700000000004,17.34,2023,2023-01,T1-2023,Tuesday,False
VTA00012033,2023-01-17,Mendoza,CLI028,LIM-002,Detergente Magistral 750ml,LIMPIEZA,51,302.19,360.23,1326.43,17045.3,1633.6099999999988,9.58,2023,2023-01,T1-2023,Tuesday,False
VTA00012034,2023-01-17,GBA_Oeste,CLI007,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,80,430.03,557.14,5324.18,39247.02,4844.620000000003,12.34,2023,2023-01,T1-2023,Tuesday,False
VTA00012035,2023-01-17,GBA_Oeste,CLI008,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,53,430.03,555.0,2920.12,26494.88,3703.290000000001,13.98,2023,2023-01,T1-2023,Tuesday,False
VTA00012036,2023-01-17,CABA_Centro,CLI030,LIM-002,Detergente Magistral 750ml,LIMPIEZA,67,302.19,356.69,3493.35,20404.88,158.15000000000146,0.78,2023,2023-01,T1-2023,Tuesday,False
VTA00012037,2023-01-17,CABA_Norte,CLI018,BEB-004,Vino Tinto Toro 1L,BEBIDAS,45,634.82,747.03,0.0,33616.35,5049.449999999997,15.02,2023,2023-01,T1-2023,Tuesday,False
VTA00012038,2023-01-17,Mendoza,CLI010,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,43,634.82,847.32,0.0,36434.76,9137.5,25.08,2023,2023-01,T1-2023,Tuesday,False
VTA00012039,2023-01-17,La_Plata,CLI040,BEB-001,Agua Villa del Sur 2L,BEBIDAS,42,167.84,225.68,0.0,9478.56,2429.2799999999997,25.63,2023,2023-01,T1-2023,Tuesday,False
VTA00012040,2023-01-17,La_Plata,CLI001,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,44,430.03,601.15,0.0,26450.6,7529.279999999999,28.47,2023,2023-01,T1-2023,Tuesday,False
VTA00012041,2023-01-17,La_Plata,CLI011,ALK-004,Fideos Moñito Matarazzo 500g,ALMACEN,12,214.79,280.7,0.0,3368.4,790.9200000000001,23.48,2023,2023-01,T1-2023,Tuesday,False
VTA00012042,2023-01-17,Mendoza,CLI034,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,16,214.79,257.66,0.0,4122.56,685.9200000000005,16.64,2023,2023-01,T1-2023,Tuesday,False
VTA00012043,2023-01-18,Rosario,CLI016,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,39,114.19,151.99,0.0,5927.61,1474.1999999999998,24.87,2023,2023-01,T1-2023,Wednesday,False
VTA00012044,2023-01-18,GBA_Oeste,CLI009,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,65,265.35,335.59,2670.14,19143.21,1895.4599999999991,9.9,2023,2023-01,T1-2023,Wednesday,False
VTA00012045,2023-01-18,Córdoba,CLI038,LIM-002,Detergente Magistral 750ml,LIMPIEZA,77,302.33,409.23,1655.12,29855.59,6576.18,22.03,2023,2023-01,T1-2023,Wednesday,False
VTA00012046,2023-01-18,La_Plata,CLI048,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,11,214.89,253.72,0.0,2790.92,427.1300000000001,15.3,2023,2023-01,T1-2023,Wednesday,False
VTA00012047,2023-01-18,CABA_Centro,CLI028,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,29,265.35,351.62,0.0,10196.98,2501.829999999999,24.54,2023,2023-01,T1-2023,Wednesday,False
VTA00012048,2023-01-18,GBA_Sur,CLI017,LIM-002,Detergente Magistral 750ml,LIMPIEZA,70,302.33,393.9,2660.26,24912.74,3749.640000000003,15.05,2023,2023-01,T1-2023,Wednesday,False
VTA00012049,2023-01-18,GBA_Sur,CLI023,BEB-001,Agua Villa del Sur 2L,BEBIDAS,41,167.91,194.66,0.0,7981.06,1096.750000000001,13.74,2023,2023-01,T1-2023,Wednesday,False
VTA00012050,2023-01-18,Córdoba,CLI035,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,21,635.12,776.81,0.0,16313.01,2975.49,18.24,2023,2023-01,T1-2023,Wednesday,False
VTA00012051,2023-01-18,GBA_Oeste,CLI007,BEB-002,Coca-Cola 2.25L,BEBIDAS,16,497.68,684.93,0.0,10958.88,2995.999999999999,27.34,2023,2023-01,T1-2023,Wednesday,False
VTA00012052,2023-01-18,GBA_Sur,CLI015,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,29,328.84,433.15,0.0,12561.35,3024.9900000000016,24.08,2023,2023-01,T1-2023,Wednesday,False
VTA00012053,2023-01-18,Rosario,CLI001,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,63,430.24,558.25,2199.92,32969.83,5864.710000000003,17.79,2023,2023-01,T1-2023,Wednesday,False
VTA00012054,2023-01-18,CABA_Centro,CLI015,BEB-004,Vino Tinto Toro 1L,BEBIDAS,45,635.12,856.47,0.0,38541.15,9960.75,25.84,2023,2023-01,T1-2023,Wednesday,False
VTA00012055,2023-01-18,CABA_Norte,CLI026,BEB-001,Agua Villa del Sur 2L,BEBIDAS,40,167.91,231.12,0.0,9244.8,2528.3999999999996,27.35,2023,2023-01,T1-2023,Wednesday,False
VTA00012056,2023-01-18,Rosario,CLI027,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,35,635.12,801.48,0.0,28051.8,5822.5999999999985,20.76,2023,2023-01,T1-2023,Wednesday,False
VTA00012057,2023-01-18,Rosario,CLI013,ALK-004,Fideos Moñito Matarazzo 500g,ALMACEN,36,214.89,266.08,0.0,9578.88,1842.8400000000001,19.24,2023,2023-01,T1-2023,Wednesday,False
VTA00012058,2023-01-18,GBA_Sur,CLI028,BEB-002,Coca-Cola 2.25L,BEBIDAS,23,497.68,640.4,0.0,14729.2,3282.5600000000013,22.29,2023,2023-01,T1-2023,Wednesday,False
VTA00012059,2023-01-18,CABA_Centro,CLI009,BEB-002,Coca-Cola 2.25L,BEBIDAS,29,497.68,599.91,0.0,17397.39,2964.67,17.04,2023,2023-01,T1-2023,Wednesday,False
VTA00012060,2023-01-18,La_Plata,CLI037,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,83,924.43,1144.6,14087.94,80913.86,4186.169999999998,5.17,2023,2023-01,T1-2023,Wednesday,False
VTA00012061,2023-01-18,GBA_Sur,CLI031,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,22,635.12,760.75,0.0,16736.5,2763.8600000000006,16.51,2023,2023-01,T1-2023,Wednesday,False
VTA00012062,2023-01-18,GBA_Oeste,CLI032,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,15,430.24,545.5,0.0,8182.5,1728.8999999999996,21.13,2023,2023-01,T1-2023,Wednesday,False
VTA00012063,2023-01-18,La_Plata,CLI021,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,60,430.24,579.96,4832.81,29964.79,4150.389999999999,13.85,2023,2023-01,T1-2023,Wednesday,False
VTA00012064,2023-01-18,GBA_Oeste,CLI050,BEB-003,Cerveza Quilmes 1L,BEBIDAS,50,265.35,369.18,0.0,18459.0,5191.499999999998,28.12,2023,2023-01,T1-2023,Wednesday,False
VTA00012065,2023-01-18,La_Plata,CLI032,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,85,924.43,1229.47,6286.16,98218.79,19642.23999999999,20.0,2023,2023-01,T1-2023,Wednesday,False
VTA00012066,2023-01-18,Córdoba,CLI028,BEB-002,Coca-Cola 2.25L,BEBIDAS,23,497.68,574.59,0.0,13215.57,1768.9300000000003,13.39,2023,2023-01,T1-2023,Wednesday,False
VTA00012067,2023-01-18,GBA_Oeste,CLI048,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,44,114.19,133.35,0.0,5867.4,843.04,14.37,2023,2023-01,T1-2023,Wednesday,False
VTA00012068,2023-01-18,Mendoza,CLI025,BEB-004,Vino Tinto Toro 1L,BEBIDAS,23,635.12,735.75,0.0,16922.25,2314.49,13.68,2023,2023-01,T1-2023,Wednesday,False
VTA00012069,2023-01-18,CABA_Norte,CLI037,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,11,214.89,293.01,0.0,3223.11,859.3200000000002,26.66,2023,2023-01,T1-2023,Wednesday,False
VTA00012070,2023-01-18,Rosario,CLI036,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,40,265.35,360.85,0.0,14434.0,3820.0,26.47,2023,2023-01,T1-2023,Wednesday,False
VTA00012071,2023-01-18,Rosario,CLI016,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,22,114.19,139.43,0.0,3067.46,555.2800000000002,18.1,2023,2023-01,T1-2023,Wednesday,False
VTA00012072,2023-01-18,GBA_Oeste,CLI027,ALK-004,Fideos Moñito Matarazzo 500g,ALMACEN,10,214.89,252.66,0.0,2526.6,377.7000000000003,14.95,2023,2023-01,T1-2023,Wednesday,False
VTA00012073,2023-01-18,GBA_Sur,CLI018,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,6,214.89,286.05,0.0,1716.3,426.96000000000004,24.88,2023,2023-01,T1-2023,Wednesday,False
VTA00012074,2023-01-18,Rosario,CLI008,BEB-003,Cerveza Quilmes 1L,BEBIDAS,12,265.35,305.54,0.0,3666.48,482.27999999999975,13.15,2023,2023-01,T1-2023,Wednesday,False
VTA00012075,2023-01-18,GBA_Oeste,CLI043,LIM-002,Detergente Magistral 750ml,LIMPIEZA,48,302.33,402.8,0.0,19334.4,4822.560000000001,24.94,2023,2023-01,T1-2023,Wednesday,False
VTA00012076,2023-01-18,CABA_Norte,CLI010,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,27,430.24,589.61,0.0,15919.47,4302.99,27.03,2023,2023-01,T1-2023,Wednesday,False
VTA00012077,2023-01-18,Mendoza,CLI039,BEB-003,Cerveza Quilmes 1L,BEBIDAS,29,265.35,361.37,0.0,10479.73,2784.579999999999,26.57,2023,2023-01,T1-2023,Wednesday,False
VTA00012078,2023-01-18,GBA_Oeste,CLI017,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,13,328.84,405.12,0.0,5266.56,991.6400000000003,18.83,2023,2023-01,T1-2023,Wednesday,False
VTA00012079,2023-01-18,GBA_Sur,CLI044,LIM-002,Detergente Magistral 750ml,LIMPIEZA,33,302.33,413.69,0.0,13651.77,3674.880000000001,26.92,2023,2023-01,T1-2023,Wednesday,False
VTA00012080,2023-01-18,Córdoba,CLI025,BEB-001,Agua Villa del Sur 2L,BEBIDAS,46,167.91,206.01,0.0,9476.46,1752.5999999999995,18.49,2023,2023-01,T1-2023,Wednesday,False
VTA00012081,2023-01-18,Rosario,CLI004,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,7,114.19,151.41,0.0,1059.87,260.53999999999996,24.58,2023,2023-01,T1-2023,Wednesday,False
VTA00012082,2023-01-18,Mendoza,CLI036,ALK-004,Fideos Moñito Matarazzo 500g,ALMACEN,94,214.89,261.82,2340.34,22270.74,2071.0800000000017,9.3,2023,2023-01,T1-2023,Wednesday,False
VTA00012083,2023-01-18,Córdoba,CLI043,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,9,214.89,282.98,0.0,2546.82,612.8100000000004,24.06,2023,2023-01,T1-2023,Wednesday,False
VTA00012084,2023-01-18,GBA_Sur,CLI045,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,44,265.35,357.15,0.0,15714.6,4039.199999999999,25.7,2023,2023-01,T1-2023,Wednesday,False
VTA00012085,2023-01-18,Rosario,CLI017,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,24,214.89,281.01,0.0,6744.24,1586.88,23.53,2023,2023-01,T1-2023,Wednesday,False
VTA00012086,2023-01-18,Córdoba,CLI014,BEB-002,Coca-Cola 2.25L,BEBIDAS,24,497.68,675.67,0.0,16216.08,4271.76,26.34,2023,2023-01,T1-2023,Wednesday,False
VTA00012087,2023-01-18,Córdoba,CLI017,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,63,924.43,1140.34,7685.83,64155.59,5916.5,9.22,2023,2023-01,T1-2023,Wednesday,False
VTA00012088,2023-01-18,GBA_Sur,CLI037,BEB-003,Cerveza Quilmes 1L,BEBIDAS,49,265.35,307.06,0.0,15045.94,2043.789999999999,13.58,2023,2023-01,T1-2023,Wednesday,False
VTA00012089,2023-01-18,CABA_Centro,CLI003,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,42,114.19,136.65,0.0,5739.3,943.3200000000006,16.44,2023,2023-01,T1-2023,Wednesday,False
VTA00012090,2023-01-18,GBA_Sur,CLI014,BEB-004,Vino Tinto Toro 1L,BEBIDAS,37,635.12,754.33,0.0,27910.21,4410.77,15.8,2023,2023-01,T1-2023,Wednesday,False
VTA00012091,2023-01-18,CABA_Norte,CLI007,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,17,635.12,875.27,0.0,14879.59,4082.5499999999993,27.44,2023,2023-01,T1-2023,Wednesday,False
VTA00012092,2023-01-19,CABA_Norte,CLI034,LIM-002,Detergente Magistral 750ml,LIMPIEZA,15,302.47,387.93,0.0,5818.95,1281.8999999999996,22.03,2023,2023-01,T1-2023,Thursday,False
VTA00012093,2023-01-19,CABA_Centro,CLI044,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,20,924.89,1283.1,0.0,25662.0,7164.200000000001,27.92,2023,2023-01,T1-2023,Thursday,False
VTA00012094,2023-01-19,La_Plata,CLI017,BEB-004,Vino Tinto Toro 1L,BEBIDAS,7,635.42,802.3,0.0,5616.1,1168.1600000000008,20.8,2023,2023-01,T1-2023,Thursday,False
VTA00012095,2023-01-19,La_Plata,CLI032,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,21,635.42,779.98,0.0,16379.58,3035.76,18.53,2023,2023-01,T1-2023,Thursday,False
VTA00012096,2023-01-19,La_Plata,CLI016,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,24,430.45,592.59,0.0,14222.16,3891.3600000000006,27.36,2023,2023-01,T1-2023,Thursday,False
VTA00012097,2023-01-19,GBA_Sur,CLI031,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,24,430.45,545.88,0.0,13101.12,2770.3200000000015,21.15,2023,2023-01,T1-2023,Thursday,False
VTA00012098,2023-01-19,GBA_Oeste,CLI007,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,70,430.45,586.8,3457.0,37619.0,7487.5,19.9,2023,2023-01,T1-2023,Thursday,False
VTA00012099,2023-01-19,CABA_Centro,CLI034,BEB-004,Vino Tinto Toro 1L,BEBIDAS,34,635.42,764.95,0.0,26008.3,4404.02,16.93,2023,2023-01,T1-2023,Thursday,False
VTA00012100,2023-01-19,CABA_Norte,CLI040,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,42,635.42,882.71,0.0,37073.82,10386.18,28.01,2023,2023-01,T1-2023,Thursday,False
VTA00012101,2023-01-19,Córdoba,CLI034,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,34,430.45,533.38,0.0,18134.92,3499.619999999999,19.3,2023,2023-01,T1-2023,Thursday,False
VTA00012102,2023-01-19,Mendoza,CLI004,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,14,114.24,141.94,0.0,1987.16,387.8000000000002,19.52,2023,2023-01,T1-2023,Thursday,False
VTA00012103,2023-01-19,CABA_Centro,CLI023,LIM-002,Detergente Magistral 750ml,LIMPIEZA,99,302.47,352.93,5179.66,29760.41,-184.12000000000262,-0.62,2023,2023-01,T1-2023,Thursday,False
VTA00012104,2023-01-19,CABA_Norte,CLI035,ALK-004,Fideos Moñito Matarazzo 500g,ALMACEN,98,214.98,261.04,2511.21,23070.71,2002.670000000002,8.68,2023,2023-01,T1-2023,Thursday,False
VTA00012105,2023-01-19,CABA_Centro,CLI045,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,99,924.89,1155.98,15156.74,99285.28,7721.169999999998,7.78,2023,2023-01,T1-2023,Thursday,False
VTA00012106,2023-01-19,Córdoba,CLI027,BEB-002,Coca-Cola 2.25L,BEBIDAS,9,497.94,660.68,0.0,5946.12,1464.6599999999999,24.63,2023,2023-01,T1-2023,Thursday,False
VTA00012107,2023-01-19,La_Plata,CLI036,BEB-004,Vino Tinto Toro 1L,BEBIDAS,43,635.42,844.13,0.0,36297.59,8974.529999999999,24.72,2023,2023-01,T1-2023,Thursday,False
VTA00012108,2023-01-19,GBA_Oeste,CLI012,ALK-002,Azúcar Ledesma 1kg,ALMACEN,54,265.47,371.07,2855.46,17182.32,2846.9399999999987,16.57,2023,2023-01,T1-2023,Thursday,False
VTA00012109,2023-01-19,Rosario,CLI025,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,52,430.45,518.52,3336.34,23626.7,1243.300000000003,5.26,2023,2023-01,T1-2023,Thursday,False
VTA00012110,2023-01-19,CABA_Centro,CLI018,ALK-002,Azúcar Ledesma 1kg,ALMACEN,24,265.47,360.1,0.0,8642.4,2271.119999999999,26.28,2023,2023-01,T1-2023,Thursday,False
VTA00012111,2023-01-19,GBA_Sur,CLI002,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,30,328.97,437.85,0.0,13135.5,3266.3999999999996,24.87,2023,2023-01,T1-2023,Thursday,False
VTA00012112,2023-01-19,GBA_Sur,CLI002,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,82,265.47,353.21,2980.52,25982.7,4214.16,16.22,2023,2023-01,T1-2023,Thursday,False
VTA00012113,2023-01-19,La_Plata,CLI006,BEB-003,Cerveza Quilmes 1L,BEBIDAS,45,265.47,371.53,0.0,16718.85,4772.699999999997,28.55,2023,2023-01,T1-2023,Thursday,False
VTA00012114,2023-01-19,Córdoba,CLI009,BEB-001,Agua Villa del Sur 2L,BEBIDAS,17,167.98,211.79,0.0,3600.43,744.77,20.69,2023,2023-01,T1-2023,Thursday,False
VTA00012115,2023-01-19,La_Plata,CLI022,BEB-003,Cerveza Quilmes 1L,BEBIDAS,36,265.47,365.93,0.0,13173.48,3616.5599999999977,27.45,2023,2023-01,T1-2023,Thursday,False
VTA00012116,2023-01-19,Rosario,CLI009,LIM-002,Detergente Magistral 750ml,LIMPIEZA,42,302.47,417.42,0.0,17531.64,4827.899999999998,27.54,2023,2023-01,T1-2023,Thursday,False
VTA00012117,2023-01-19,Rosario,CLI032,ALK-004,Fideos Moñito Matarazzo 500g,ALMACEN,91,214.98,281.8,2949.48,22694.32,3131.1399999999994,13.8,2023,2023-01,T1-2023,Thursday,False
VTA00012118,2023-01-19,Córdoba,CLI022,LIM-002,Detergente Magistral 750ml,LIMPIEZA,23,302.47,383.11,0.0,8811.53,1854.7200000000003,21.05,2023,2023-01,T1-2023,Thursday,False
VTA00012119,2023-01-19,GBA_Oeste,CLI030,BEB-002,Coca-Cola 2.25L,BEBIDAS,9,497.94,694.86,0.0,6253.74,1772.2799999999997,28.34,2023,2023-01,T1-2023,Thursday,False
VTA00012120,2023-01-19,Mendoza,CLI022,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,45,635.42,875.53,0.0,39398.85,10804.95,27.42,2023,2023-01,T1-2023,Thursday,False
VTA00012121,2023-01-19,Córdoba,CLI026,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,81,924.89,1098.76,11952.54,77047.02,2130.9300000000076,2.77,2023,2023-01,T1-2023,Thursday,False
VTA00012122,2023-01-19,CABA_Centro,CLI004,BEB-004,Vino Tinto Toro 1L,BEBIDAS,47,635.42,735.45,0.0,34566.15,4701.4100000000035,13.6,2023,2023-01,T1-2023,Thursday,False
VTA00012123,2023-01-19,CABA_Norte,CLI030,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,16,635.42,864.48,0.0,13831.68,3664.960000000001,26.5,2023,2023-01,T1-2023,Thursday,False
VTA00012124,2023-01-19,Mendoza,CLI047,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,44,214.98,283.9,0.0,12491.6,3032.4800000000014,24.28,2023,2023-01,T1-2023,Thursday,False
VTA00012125,2023-01-19,La_Plata,CLI006,BEB-002,Coca-Cola 2.25L,BEBIDAS,46,497.94,670.57,0.0,30846.22,7940.98,25.74,2023,2023-01,T1-2023,Thursday,False
VTA00012126,2023-01-19,Córdoba,CLI036,BEB-001,Agua Villa del Sur 2L,BEBIDAS,37,167.98,207.93,0.0,7693.41,1478.1500000000005,19.21,2023,2023-01,T1-2023,Thursday,False
VTA00012127,2023-01-19,La_Plata,CLI021,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,38,635.42,845.33,0.0,32122.54,7976.580000000002,24.83,2023,2023-01,T1-2023,Thursday,False
VTA00012128,2023-01-19,CABA_Norte,CLI001,BEB-002,Coca-Cola 2.25L,BEBIDAS,34,497.94,606.06,0.0,20606.04,3676.0800000000017,17.84,2023,2023-01,T1-2023,Thursday,False
VTA00012129,2023-01-19,CABA_Centro,CLI043,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,16,214.98,252.61,0.0,4041.76,602.0800000000004,14.9,2023,2023-01,T1-2023,Thursday,False
VTA00012130,2023-01-19,CABA_Centro,CLI037,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,73,265.47,317.06,2339.58,20805.8,1426.489999999998,6.86,2023,2023-01,T1-2023,Thursday,False
VTA00012131,2023-01-19,Mendoza,CLI045,ALK-002,Azúcar Ledesma 1kg,ALMACEN,72,265.47,345.54,1257.29,23621.59,4507.749999999996,19.08,2023,2023-01,T1-2023,Thursday,False
