VentaID,FechaVenta,ClienteID,ProductoID,Cantidad,PrecioUnitario,DescuentoPorcentaje,TotalDescuento,TotalVenta,Estado,MetodoPago,VendedorID,Sucursal
VTA00008023,2023-10-05,CLI032,LAC-001,8,415.05,0,0.0,3320.37,COMPLETADA,Efectivo,VEND-08,Córdoba
VTA00008024,2023-10-05,CLI007,BEB-002,42,995.62,12,5017.92,36798.11,COMPLETADA,Tarjeta Crédito,VEND-03,Mendoza
VTA00008025,2023-10-05,CLI040,ALK-003,45,873.84,9,3539.05,35783.72,COMPLETADA,MercadoPago,VEND-10,CABA_Centro
VTA00008026,2023-10-05,CLI049,BEB-001,19,341.52,0,0.0,6488.89,COMPLETADA,Efectivo,VEND-01,GBA_Sur
VTA00008027,2023-10-05,CLI046,ALK-004,84,407.25,6,2052.54,32156.51,COMPLETADA,MercadoPago,VEND-02,Córdoba
VTA00008028,2023-10-05,CLI005,BEB-002,33,967.03,10,3191.19,28720.71,COMPLETADA,Tarjeta Crédito,VEND-02,CABA_Norte
VTA00008029,2023-10-05,CLI038,LAC-002,3,1221.39,0,0.0,3664.18,COMPLETADA,MercadoPago,VEND-01,Mendoza
VTA00008030,2023-10-05,CLI039,ALK-001,66,632.3,3,1251.95,40479.72,COMPLETADA,Tarjeta Crédito,VEND-05,Córdoba
VTA00008031,2023-10-05,CLI023,BEB-004,39,1236.08,2,964.14,47243.04,COMPLETADA,MercadoPago,VEND-10,Córdoba
VTA00008032,2023-10-05,CLI032,ALK-004,25,418.64,0,0.0,10466.1,COMPLETADA,Tarjeta Crédito,VEND-08,GBA_Oeste
VTA00008033,2023-10-05,CLI008,ALK-004,17,415.52,0,0.0,7063.92,COMPLETADA,Tarjeta Crédito,VEND-08,CABA_Norte
VTA00008034,2023-10-05,CLI029,LAC-001,42,411.66,10,1728.97,15560.69,COMPLETADA,Tarjeta Crédito,VEND-08,La_Plata
VTA00008035,2023-10-05,CLI050,BEB-002,39,1001.98,0,0.0,39077.33,COMPLETADA,MercadoPago,VEND-09,CABA_Centro
VTA00008036,2023-10-05,CLI044,ALK-001,36,644.23,5,1159.62,22032.7,COMPLETADA,Transferencia,VEND-01,CABA_Centro
VTA00008037,2023-10-05,CLI036,LAC-003,4,221.49,0,0.0,885.97,COMPLETADA,Efectivo,VEND-09,GBA_Sur
VTA00008038,2023-10-05,CLI006,LIM-002,53,600.73,5,1591.93,30246.59,COMPLETADA,Transferencia,VEND-10,CABA_Norte
VTA00008039,2023-10-05,CLI018,ALK-002,9,520.93,0,0.0,4688.36,COMPLETADA,MercadoPago,VEND-03,CABA_Norte
VTA00008040,2023-10-05,CLI032,LAC-001,18,404.42,0,0.0,7279.62,COMPLETADA,Tarjeta Crédito,VEND-08,Córdoba
VTA00008041,2023-10-05,CLI046,ALK-001,100,640.0,6,3839.99,60159.87,COMPLETADA,Tarjeta Crédito,VEND-02,Mendoza
VTA00008042,2023-10-05,CLI022,BEB-004,30,1284.98,0,0.0,38549.36,COMPLETADA,Efectivo,VEND-05,GBA_Sur
VTA00008043,2023-10-05,CLI034,ALK-004,49,414.09,8,1623.23,18667.09,COMPLETADA,Transferencia,VEND-07,Rosario
VTA00008044,2023-10-05,CLI002,ALK-005,36,1936.2,3,2091.1,67612.13,COMPLETADA,Transferencia,VEND-03,Mendoza
VTA00008045,2023-10-05,CLI003,LAC-003,15,219.16,0,0.0,3287.45,COMPLETADA,Tarjeta Crédito,VEND-04,CABA_Centro
VTA00008046,2023-10-05,CLI038,BEB-004,19,1201.28,0,0.0,22824.3,COMPLETADA,Efectivo,VEND-01,CABA_Centro
VTA00008047,2023-10-05,CLI004,LIM-003,83,863.69,4,2867.45,68818.76,COMPLETADA,Transferencia,VEND-04,Rosario
VTA00008048,2023-10-05,CLI006,ALK-001,93,640.55,10,5957.1,53613.91,COMPLETADA,Transferencia,VEND-10,CABA_Norte
VTA00008049,2023-10-05,CLI038,LAC-001,45,399.27,15,2695.09,15272.17,COMPLETADA,Tarjeta Crédito,VEND-01,Mendoza
VTA00008050,2023-10-05,CLI043,LIM-001,97,520.13,13,6558.86,43893.92,COMPLETADA,MercadoPago,VEND-09,La_Plata
VTA00008051,2023-10-05,CLI042,ALK-003,35,842.92,13,3835.27,25666.82,COMPLETADA,Efectivo,VEND-02,Rosario
VTA00008052,2023-10-05,CLI029,BEB-004,45,1284.2,6,3467.34,54321.61,COMPLETADA,Transferencia,VEND-08,GBA_Oeste
VTA00008053,2023-10-05,CLI033,BEB-002,46,1023.96,14,6594.28,40507.72,COMPLETADA,MercadoPago,VEND-03,La_Plata
VTA00008054,2023-10-05,CLI030,LAC-002,48,1291.36,0,0.0,61985.35,COMPLETADA,Transferencia,VEND-07,Rosario
VTA00008055,2023-10-05,CLI032,ALK-001,83,618.34,5,2566.1,48755.82,COMPLETADA,Tarjeta Crédito,VEND-08,Rosario
VTA00008056,2023-10-05,CLI043,LAC-001,12,435.05,0,0.0,5220.57,COMPLETADA,Tarjeta Crédito,VEND-09,Mendoza
VTA00008057,2023-10-05,CLI003,ALK-004,76,409.43,11,3422.8,27693.57,COMPLETADA,Transferencia,VEND-04,GBA_Sur
VTA00008058,2023-10-05,CLI015,BEB-004,22,1198.83,0,0.0,26374.31,COMPLETADA,Transferencia,VEND-03,Córdoba
VTA00008059,2023-10-05,CLI010,BEB-002,18,938.33,0,0.0,16889.91,COMPLETADA,Transferencia,VEND-01,CABA_Centro
VTA00008060,2023-10-05,CLI006,BEB-002,44,947.51,4,1667.62,40022.95,COMPLETADA,MercadoPago,VEND-10,GBA_Oeste
VTA00008061,2023-10-05,CLI036,ALK-001,57,647.35,5,1844.94,35053.8,COMPLETADA,MercadoPago,VEND-09,CABA_Norte
VTA00008062,2023-10-05,CLI032,BEB-004,13,1260.26,0,0.0,16383.42,COMPLETADA,Efectivo,VEND-08,GBA_Oeste
VTA00008063,2023-10-05,CLI044,ALK-002,8,537.35,0,0.0,4298.76,COMPLETADA,Transferencia,VEND-01,GBA_Sur
VTA00008064,2023-10-05,CLI031,LIM-003,78,815.02,8,5085.75,58486.15,COMPLETADA,Transferencia,VEND-03,CABA_Norte
VTA00008065,2023-10-05,CLI047,ALK-005,20,1902.18,0,0.0,38043.61,COMPLETADA,Efectivo,VEND-09,Rosario
VTA00008066,2023-10-05,CLI011,ALK-004,6,436.71,0,0.0,2620.29,COMPLETADA,Tarjeta Crédito,VEND-07,Córdoba
VTA00008067,2023-10-05,CLI001,ALK-002,18,513.77,0,0.0,9247.81,COMPLETADA,Transferencia,VEND-10,CABA_Centro
VTA00008068,2023-10-05,CLI029,LAC-002,49,1221.66,14,8380.59,51480.76,COMPLETADA,Tarjeta Crédito,VEND-08,GBA_Sur
VTA00008069,2023-10-05,CLI022,ALK-003,39,860.11,15,5031.65,28512.66,COMPLETADA,Tarjeta Crédito,VEND-05,CABA_Centro
VTA00008070,2023-10-05,CLI006,BEB-002,8,942.02,0,0.0,7536.2,COMPLETADA,MercadoPago,VEND-10,GBA_Sur
VTA00008071,2023-10-05,CLI002,BEB-004,4,1281.59,0,0.0,5126.35,COMPLETADA,Tarjeta Crédito,VEND-03,Mendoza
VTA00008072,2023-10-05,CLI002,ALK-002,33,541.5,7,1250.87,16618.69,COMPLETADA,Tarjeta Crédito,VEND-03,CABA_Centro
VTA00008073,2023-10-05,CLI021,LAC-003,6,223.3,0,0.0,1339.79,COMPLETADA,Tarjeta Crédito,VEND-10,CABA_Norte
VTA00008074,2023-10-05,CLI002,ALK-004,38,434.08,9,1484.56,15010.56,COMPLETADA,MercadoPago,VEND-03,La_Plata
VTA00008075,2023-10-05,CLI009,ALK-005,12,1791.98,0,0.0,21503.75,COMPLETADA,Tarjeta Crédito,VEND-07,CABA_Centro
VTA00008076,2023-10-05,CLI031,LIM-002,83,629.86,3,1568.35,50710.07,COMPLETADA,MercadoPago,VEND-03,GBA_Oeste
VTA00008077,2023-10-05,CLI018,BEB-003,34,513.61,14,2444.76,15017.82,COMPLETADA,MercadoPago,VEND-03,CABA_Centro
VTA00008078,2023-10-06,CLI042,LIM-002,90,589.74,6,3184.57,49891.67,COMPLETADA,Transferencia,VEND-02,Córdoba
VTA00008079,2023-10-06,CLI042,LIM-003,13,877.32,0,0.0,11405.14,COMPLETADA,Tarjeta Crédito,VEND-02,CABA_Centro
VTA00008080,2023-10-06,CLI050,ALK-003,30,823.15,0,0.0,24694.57,COMPLETADA,MercadoPago,VEND-09,CABA_Norte
VTA00008081,2023-10-06,CLI034,BEB-003,47,530.88,4,998.06,23953.46,COMPLETADA,MercadoPago,VEND-07,Mendoza
VTA00008082,2023-10-06,CLI004,BEB-002,13,967.65,0,0.0,12579.4,COMPLETADA,Tarjeta Crédito,VEND-04,GBA_Sur
VTA00008083,2023-10-06,CLI025,LAC-002,49,1209.59,4,2370.79,56898.88,COMPLETADA,Efectivo,VEND-02,GBA_Oeste
VTA00008084,2023-10-06,CLI020,LIM-003,28,877.77,0,0.0,24577.64,COMPLETADA,Efectivo,VEND-08,La_Plata
VTA00008085,2023-10-06,CLI040,ALK-002,60,531.58,12,3827.35,28067.23,COMPLETADA,Efectivo,VEND-10,GBA_Sur
VTA00008086,2023-10-06,CLI038,LAC-003,19,219.33,0,0.0,4167.19,COMPLETADA,Tarjeta Crédito,VEND-01,CABA_Centro
VTA00008087,2023-10-06,CLI040,LIM-002,68,620.51,14,5907.27,36287.5,COMPLETADA,Efectivo,VEND-10,La_Plata
VTA00008088,2023-10-06,CLI043,ALK-005,98,1770.14,8,13877.93,159596.22,COMPLETADA,Tarjeta Crédito,VEND-09,CABA_Centro
VTA00008089,2023-10-06,CLI039,ALK-005,82,1922.87,1,1576.75,156098.45,COMPLETADA,Tarjeta Crédito,VEND-05,La_Plata
VTA00008090,2023-10-06,CLI035,LIM-002,34,581.76,9,1780.17,17999.53,COMPLETADA,Transferencia,VEND-10,GBA_Oeste
VTA00008091,2023-10-06,CLI048,LAC-002,4,1219.96,0,0.0,4879.83,COMPLETADA,Efectivo,VEND-02,Rosario
VTA00008092,2023-10-06,CLI036,ALK-002,25,545.95,0,0.0,13648.79,COMPLETADA,Efectivo,VEND-09,GBA_Oeste
VTA00008093,2023-10-06,CLI042,LIM-003,38,859.47,10,3265.97,29393.72,COMPLETADA,Tarjeta Crédito,VEND-02,GBA_Oeste
VTA00008094,2023-10-06,CLI039,BEB-003,20,539.46,0,0.0,10789.1,COMPLETADA,MercadoPago,VEND-05,GBA_Oeste
VTA00008095,2023-10-06,CLI008,ALK-001,22,672.55,0,0.0,14796.12,COMPLETADA,MercadoPago,VEND-08,Rosario
VTA00008096,2023-10-06,CLI033,ALK-003,82,820.9,14,9423.92,57889.76,COMPLETADA,MercadoPago,VEND-03,Córdoba
VTA00008097,2023-10-06,CLI046,ALK-004,84,399.55,3,1006.86,32555.19,COMPLETADA,Tarjeta Crédito,VEND-02,Rosario
VTA00008098,2023-10-06,CLI012,BEB-002,41,972.85,3,1196.6,38690.1,COMPLETADA,Tarjeta Crédito,VEND-05,Córdoba
VTA00008099,2023-10-06,CLI017,ALK-001,67,631.78,2,846.59,41482.76,COMPLETADA,MercadoPago,VEND-09,GBA_Oeste
VTA00008100,2023-10-06,CLI002,LAC-002,31,1278.7,2,792.79,38846.93,COMPLETADA,Transferencia,VEND-03,CABA_Norte
VTA00008101,2023-10-06,CLI043,BEB-003,25,539.57,0,0.0,13489.21,COMPLETADA,MercadoPago,VEND-09,GBA_Oeste
VTA00008102,2023-10-06,CLI010,LIM-003,8,840.18,0,0.0,6721.43,COMPLETADA,Efectivo,VEND-01,GBA_Sur
VTA00008103,2023-10-06,CLI039,ALK-002,92,545.97,4,2009.16,48219.72,COMPLETADA,MercadoPago,VEND-05,Rosario
VTA00008104,2023-10-06,CLI045,LIM-002,76,619.4,12,5648.93,41425.5,COMPLETADA,Efectivo,VEND-06,GBA_Sur
VTA00008105,2023-10-06,CLI003,BEB-003,36,520.82,13,2437.42,16311.95,COMPLETADA,Efectivo,VEND-04,CABA_Norte
VTA00008106,2023-10-06,CLI018,LAC-003,5,228.33,0,0.0,1141.66,COMPLETADA,MercadoPago,VEND-03,GBA_Oeste
VTA00008107,2023-10-06,CLI039,LAC-003,24,217.9,0,0.0,5229.71,COMPLETADA,Efectivo,VEND-05,Mendoza
VTA00008108,2023-10-06,CLI021,BEB-001,26,345.55,0,0.0,8984.28,COMPLETADA,MercadoPago,VEND-10,CABA_Centro
VTA00008109,2023-10-06,CLI047,BEB-001,50,358.77,3,538.16,17400.46,COMPLETADA,Efectivo,VEND-09,GBA_Oeste
VTA00008110,2023-10-06,CLI010,ALK-002,74,534.45,0,0.0,39548.95,COMPLETADA,MercadoPago,VEND-01,Mendoza
VTA00008111,2023-10-06,CLI047,ALK-004,27,413.25,0,0.0,11157.63,COMPLETADA,Transferencia,VEND-09,Mendoza
VTA00008112,2023-10-06,CLI049,BEB-004,11,1257.56,0,0.0,13833.18,COMPLETADA,Efectivo,VEND-01,GBA_Oeste
VTA00008113,2023-10-06,CLI019,LAC-001,40,412.66,2,330.13,16176.19,COMPLETADA,MercadoPago,VEND-05,La_Plata
VTA00008114,2023-10-06,CLI018,ALK-004,96,431.99,3,1244.14,40227.08,COMPLETADA,Transferencia,VEND-03,La_Plata
VTA00008115,2023-10-06,CLI016,ALK-005,20,1913.69,0,0.0,38273.81,COMPLETADA,Efectivo,VEND-03,CABA_Norte
VTA00008116,2023-10-06,CLI047,LIM-001,33,544.39,11,1976.13,15988.67,COMPLETADA,Transferencia,VEND-09,Rosario
VTA00008117,2023-10-06,CLI009,BEB-001,23,337.93,0,0.0,7772.33,COMPLETADA,Tarjeta Crédito,VEND-07,La_Plata
VTA00008118,2023-10-06,CLI004,BEB-003,18,506.68,0,0.0,9120.23,COMPLETADA,Efectivo,VEND-04,CABA_Norte
VTA00008119,2023-10-06,CLI049,LIM-001,87,497.81,2,866.19,42443.55,COMPLETADA,MercadoPago,VEND-01,Rosario
VTA00008120,2023-10-06,CLI023,ALK-001,69,679.08,3,1405.7,45450.98,COMPLETADA,MercadoPago,VEND-10,Rosario
VTA00008121,2023-10-06,CLI016,ALK-005,26,1883.59,0,0.0,48973.46,COMPLETADA,Tarjeta Crédito,VEND-03,Rosario
VTA00008122,2023-10-06,CLI032,LIM-001,29,500.26,0,0.0,14507.45,COMPLETADA,Efectivo,VEND-08,GBA_Sur
VTA00008123,2023-10-06,CLI022,ALK-004,14,407.87,0,0.0,5710.22,COMPLETADA,Transferencia,VEND-05,CABA_Norte
VTA00008124,2023-10-06,CLI023,LIM-002,93,585.82,6,3268.88,51212.5,COMPLETADA,Efectivo,VEND-10,Mendoza
VTA00008125,2023-10-06,CLI006,LIM-002,57,612.02,7,2441.97,32443.32,COMPLETADA,Transferencia,VEND-10,GBA_Sur
VTA00008126,2023-10-06,CLI046,BEB-002,15,1027.49,0,0.0,15412.3,COMPLETADA,Efectivo,VEND-02,GBA_Oeste
VTA00008127,2023-10-09,CLI050,ALK-002,93,542.99,0,0.0,50498.42,COMPLETADA,Transferencia,VEND-09,Córdoba
VTA00008128,2023-10-09,CLI038,BEB-002,10,961.84,0,0.0,9618.45,COMPLETADA,Transferencia,VEND-01,CABA_Norte
VTA00008129,2023-10-09,CLI041,ALK-005,61,1853.64,4,4522.88,108549.22,COMPLETADA,Efectivo,VEND-01,Mendoza
VTA00008130,2023-10-09,CLI027,BEB-003,40,509.05,5,1018.1,19343.87,COMPLETADA,MercadoPago,VEND-02,La_Plata
VTA00008131,2023-10-09,CLI003,LAC-003,35,221.11,14,1083.41,6655.26,COMPLETADA,Tarjeta Crédito,VEND-04,CABA_Norte
VTA00008132,2023-10-09,CLI039,ALK-003,82,871.14,4,2857.34,68576.08,COMPLETADA,MercadoPago,VEND-05,CABA_Norte
VTA00008133,2023-10-09,CLI017,LAC-001,7,439.51,0,0.0,3076.59,COMPLETADA,Tarjeta Crédito,VEND-09,GBA_Sur
VTA00008134,2023-10-09,CLI012,BEB-002,48,965.94,10,4636.52,41728.69,COMPLETADA,MercadoPago,VEND-05,Rosario
VTA00008135,2023-10-09,CLI024,ALK-003,15,864.42,0,0.0,12966.27,COMPLETADA,Efectivo,VEND-09,Córdoba
VTA00008136,2023-10-09,CLI021,ALK-002,77,502.85,6,2323.16,36396.24,COMPLETADA,Tarjeta Crédito,VEND-10,Rosario
VTA00008137,2023-10-09,CLI050,LAC-002,18,1236.28,0,0.0,22253.07,COMPLETADA,Transferencia,VEND-09,GBA_Sur
VTA00008138,2023-10-09,CLI034,LAC-003,42,226.31,13,1235.63,8269.21,COMPLETADA,Efectivo,VEND-07,GBA_Sur
VTA00008139,2023-10-09,CLI039,LIM-003,22,891.08,0,0.0,19603.84,COMPLETADA,Transferencia,VEND-05,Córdoba
VTA00008140,2023-10-09,CLI034,LIM-001,90,504.69,3,1362.65,44059.01,COMPLETADA,MercadoPago,VEND-07,CABA_Norte
VTA00008141,2023-10-09,CLI018,LAC-003,17,227.68,0,0.0,3870.63,COMPLETADA,MercadoPago,VEND-03,GBA_Oeste
VTA00008142,2023-10-09,CLI003,BEB-002,20,939.17,0,0.0,18783.47,COMPLETADA,Tarjeta Crédito,VEND-04,Rosario
VTA00008143,2023-10-09,CLI040,BEB-002,39,987.94,0,0.0,38529.47,COMPLETADA,Efectivo,VEND-10,GBA_Sur
VTA00008144,2023-10-09,CLI047,BEB-004,5,1304.48,0,0.0,6522.39,COMPLETADA,Tarjeta Crédito,VEND-09,GBA_Sur
VTA00008145,2023-10-09,CLI012,LAC-003,12,223.38,0,0.0,2680.52,COMPLETADA,Efectivo,VEND-05,Mendoza
VTA00008146,2023-10-09,CLI017,ALK-004,74,421.31,15,4676.5,26500.19,COMPLETADA,Efectivo,VEND-09,GBA_Sur
VTA00008147,2023-10-09,CLI033,LIM-001,43,502.65,11,2377.53,19236.36,COMPLETADA,Tarjeta Crédito,VEND-03,CABA_Centro
VTA00008148,2023-10-09,CLI009,BEB-001,14,333.11,0,0.0,4663.6,COMPLETADA,Tarjeta Crédito,VEND-07,CABA_Centro
VTA00008149,2023-10-09,CLI037,LIM-001,86,494.95,4,1702.63,40863.06,COMPLETADA,Transferencia,VEND-08,CABA_Centro
VTA00008150,2023-10-10,CLI042,ALK-003,93,836.32,1,777.78,76999.98,COMPLETADA,Efectivo,VEND-02,GBA_Sur
VTA00008151,2023-10-10,CLI041,LIM-001,38,524.69,14,2791.33,17146.74,COMPLETADA,Transferencia,VEND-01,CABA_Norte
VTA00008152,2023-10-10,CLI040,BEB-001,46,361.61,13,2162.42,14471.61,COMPLETADA,Tarjeta Crédito,VEND-10,Mendoza
VTA00008153,2023-10-10,CLI007,LAC-001,34,440.87,3,449.69,14539.92,COMPLETADA,Transferencia,VEND-03,GBA_Oeste
VTA00008154,2023-10-10,CLI013,ALK-001,61,681.25,14,5817.91,35738.6,COMPLETADA,Efectivo,VEND-03,CABA_Norte
VTA00008155,2023-10-10,CLI034,ALK-005,87,1816.62,5,7902.28,150143.31,COMPLETADA,MercadoPago,VEND-07,CABA_Centro
VTA00008156,2023-10-10,CLI006,LIM-002,56,622.07,12,4180.3,30655.52,COMPLETADA,Transferencia,VEND-10,Córdoba
VTA00008157,2023-10-10,CLI017,ALK-005,20,1936.88,0,0.0,38737.58,COMPLETADA,Tarjeta Crédito,VEND-09,GBA_Sur
VTA00008158,2023-10-10,CLI046,ALK-001,8,647.71,0,0.0,5181.69,COMPLETADA,Efectivo,VEND-02,GBA_Sur
VTA00008159,2023-10-10,CLI041,ALK-005,86,1935.43,0,0.0,166447.39,COMPLETADA,MercadoPago,VEND-01,GBA_Sur
VTA00008160,2023-10-10,CLI040,LAC-001,7,403.89,0,0.0,2827.22,COMPLETADA,Tarjeta Crédito,VEND-10,GBA_Oeste
VTA00008161,2023-10-10,CLI024,LAC-003,30,216.55,0,0.0,6496.46,COMPLETADA,Tarjeta Crédito,VEND-09,Rosario
VTA00008162,2023-10-10,CLI019,LIM-002,70,594.03,4,1663.29,39918.98,COMPLETADA,Tarjeta Crédito,VEND-05,GBA_Sur
VTA00008163,2023-10-10,CLI017,ALK-003,90,881.3,8,6345.33,72971.33,COMPLETADA,Tarjeta Crédito,VEND-09,La_Plata
VTA00008164,2023-10-10,CLI044,BEB-001,21,357.08,0,0.0,7498.78,COMPLETADA,Transferencia,VEND-01,Mendoza
VTA00008165,2023-10-10,CLI001,LIM-003,86,831.2,0,0.0,71483.17,COMPLETADA,Tarjeta Crédito,VEND-10,Mendoza
VTA00008166,2023-10-10,CLI028,LAC-002,46,1230.1,10,5658.44,50925.98,COMPLETADA,Transferencia,VEND-03,CABA_Centro
VTA00008167,2023-10-10,CLI032,LAC-003,33,223.09,13,957.05,6404.89,COMPLETADA,Tarjeta Crédito,VEND-08,GBA_Sur
VTA00008168,2023-10-10,CLI024,LAC-001,25,407.3,0,0.0,10182.42,COMPLETADA,Transferencia,VEND-09,GBA_Sur
VTA00008169,2023-10-10,CLI045,LAC-003,37,222.65,15,1235.73,7002.45,COMPLETADA,Efectivo,VEND-06,Rosario
VTA00008170,2023-10-10,CLI039,BEB-003,33,511.0,3,505.89,16356.96,COMPLETADA,Transferencia,VEND-05,CABA_Centro
VTA00008171,2023-10-10,CLI019,BEB-004,33,1220.41,9,3624.63,36649.05,COMPLETADA,Transferencia,VEND-05,La_Plata
VTA00008172,2023-10-10,CLI039,LAC-001,19,420.36,0,0.0,7986.82,COMPLETADA,Tarjeta Crédito,VEND-05,Mendoza
VTA00008173,2023-10-11,CLI001,BEB-001,47,339.75,8,1277.45,14690.62,COMPLETADA,Tarjeta Crédito,VEND-10,CABA_Norte
VTA00008174,2023-10-11,CLI019,BEB-004,24,1221.73,0,0.0,29321.56,COMPLETADA,Efectivo,VEND-05,GBA_Oeste
VTA00008175,2023-10-11,CLI037,LAC-001,40,400.17,1,160.07,15846.91,COMPLETADA,Tarjeta Crédito,VEND-08,Mendoza
VTA00008176,2023-10-11,CLI048,LAC-001,27,408.93,0,0.0,11041.02,COMPLETADA,Transferencia,VEND-02,CABA_Norte
VTA00008177,2023-10-11,CLI009,LIM-001,54,530.29,3,859.06,27776.35,COMPLETADA,MercadoPago,VEND-07,GBA_Oeste
VTA00008178,2023-10-11,CLI023,BEB-003,8,522.67,0,0.0,4181.39,COMPLETADA,Transferencia,VEND-10,CABA_Norte
VTA00008179,2023-10-11,CLI003,LIM-002,18,583.22,0,0.0,10497.9,COMPLETADA,Transferencia,VEND-04,Mendoza
VTA00008180,2023-10-11,CLI041,ALK-002,72,518.77,12,4482.21,32869.56,COMPLETADA,Tarjeta Crédito,VEND-01,GBA_Sur
VTA00008181,2023-10-11,CLI017,ALK-005,37,1929.65,9,6425.72,64971.15,COMPLETADA,Transferencia,VEND-09,CABA_Norte
VTA00008182,2023-10-11,CLI004,BEB-004,50,1267.71,1,633.86,62751.69,COMPLETADA,Tarjeta Crédito,VEND-04,GBA_Sur
VTA00008183,2023-10-11,CLI029,LAC-003,47,211.38,1,99.35,9835.73,COMPLETADA,Tarjeta Crédito,VEND-08,CABA_Centro
VTA00008184,2023-10-11,CLI025,ALK-003,13,876.7,0,0.0,11397.15,COMPLETADA,Transferencia,VEND-02,GBA_Oeste
VTA00008185,2023-10-11,CLI046,ALK-002,58,540.06,11,3445.59,27877.95,COMPLETADA,Transferencia,VEND-02,Rosario
VTA00008186,2023-10-11,CLI047,ALK-004,8,432.13,0,0.0,3457.07,COMPLETADA,Efectivo,VEND-09,CABA_Norte
VTA00008187,2023-10-11,CLI016,LAC-001,50,399.36,10,1996.82,17971.34,COMPLETADA,Tarjeta Crédito,VEND-03,CABA_Norte
VTA00008188,2023-10-11,CLI050,LIM-003,96,821.61,7,5521.19,73352.97,COMPLETADA,Efectivo,VEND-09,GBA_Oeste
VTA00008189,2023-10-11,CLI028,ALK-005,100,1914.63,9,17231.69,174231.58,COMPLETADA,Tarjeta Crédito,VEND-03,GBA_Sur
VTA00008190,2023-10-11,CLI036,ALK-002,34,507.42,6,1035.13,16217.05,COMPLETADA,MercadoPago,VEND-09,Córdoba
VTA00008191,2023-10-11,CLI015,ALK-005,80,1888.5,7,10575.59,140504.24,COMPLETADA,Tarjeta Crédito,VEND-03,GBA_Sur
VTA00008192,2023-10-11,CLI006,LIM-001,15,506.02,0,0.0,7590.28,COMPLETADA,Efectivo,VEND-10,GBA_Sur
VTA00008193,2023-10-11,CLI016,LIM-001,42,524.71,6,1322.26,20715.39,COMPLETADA,Tarjeta Crédito,VEND-03,Córdoba
VTA00008194,2023-10-11,CLI011,LIM-003,33,885.43,6,1753.15,27465.98,COMPLETADA,Efectivo,VEND-07,La_Plata
VTA00008195,2023-10-11,CLI030,ALK-001,85,678.92,5,2885.4,54822.66,COMPLETADA,Transferencia,VEND-07,Rosario
VTA00008196,2023-10-11,CLI021,BEB-002,46,984.16,15,6790.72,38480.77,COMPLETADA,Transferencia,VEND-10,Mendoza
VTA00008197,2023-10-11,CLI002,ALK-003,56,824.25,7,3231.06,42926.95,COMPLETADA,Efectivo,VEND-03,CABA_Centro
VTA00008198,2023-10-11,CLI032,LIM-002,88,613.55,4,2159.68,51832.44,COMPLETADA,Transferencia,VEND-08,La_Plata
VTA00008199,2023-10-11,CLI045,LAC-003,6,210.92,0,0.0,1265.51,COMPLETADA,MercadoPago,VEND-06,Córdoba
VTA00008200,2023-10-11,CLI021,ALK-005,78,1776.02,4,5541.18,132988.25,COMPLETADA,Tarjeta Crédito,VEND-10,La_Plata
VTA00008201,2023-10-11,CLI037,LIM-002,46,591.2,4,1087.81,26107.51,COMPLETADA,Efectivo,VEND-08,La_Plata
VTA00008202,2023-10-11,CLI029,LIM-002,25,576.73,0,0.0,14418.27,COMPLETADA,Transferencia,VEND-08,CABA_Centro
VTA00008203,2023-10-11,CLI034,LAC-003,25,214.46,0,0.0,5361.44,COMPLETADA,Transferencia,VEND-07,Rosario
VTA00008204,2023-10-11,CLI048,ALK-004,15,405.76,0,0.0,6086.33,COMPLETADA,Tarjeta Crédito,VEND-02,La_Plata
VTA00008205,2023-10-11,CLI041,BEB-002,33,944.83,10,3117.94,28061.42,COMPLETADA,MercadoPago,VEND-01,Córdoba
VTA00008206,2023-10-11,CLI027,BEB-003,17,533.35,0,0.0,9066.96,COMPLETADA,MercadoPago,VEND-02,Rosario
VTA00008207,2023-10-11,CLI015,BEB-002,7,1003.03,0,0.0,7021.18,COMPLETADA,Efectivo,VEND-03,Rosario
VTA00008208,2023-10-11,CLI029,ALK-001,52,631.06,14,4594.12,28221.02,COMPLETADA,Transferencia,VEND-08,CABA_Centro
VTA00008209,2023-10-11,CLI012,BEB-002,36,986.42,9,3196.0,32315.08,COMPLETADA,Tarjeta Crédito,VEND-05,Rosario
VTA00008210,2023-10-11,CLI023,LAC-002,43,1281.46,10,5510.26,49592.32,COMPLETADA,Efectivo,VEND-10,Rosario
VTA00008211,2023-10-11,CLI022,LIM-003,79,850.32,15,10076.32,57099.14,COMPLETADA,Transferencia,VEND-05,Rosario
VTA00008212,2023-10-11,CLI017,ALK-003,95,872.19,6,4971.47,77886.29,COMPLETADA,Transferencia,VEND-09,GBA_Oeste
VTA00008213,2023-10-11,CLI021,LAC-001,12,411.01,0,0.0,4932.06,COMPLETADA,Transferencia,VEND-10,Córdoba
VTA00008214,2023-10-11,CLI033,ALK-003,44,811.96,13,4644.39,31081.67,COMPLETADA,Tarjeta Crédito,VEND-03,GBA_Sur
VTA00008215,2023-10-11,CLI036,BEB-003,39,505.69,1,197.22,19524.78,COMPLETADA,Efectivo,VEND-09,GBA_Oeste
VTA00008216,2023-10-11,CLI016,LAC-003,43,225.89,11,1068.47,8644.88,COMPLETADA,Transferencia,VEND-03,Mendoza
