VentaID,Fecha,Sucursal,Zona,Cliente,Categoria,Producto,Cantidad,PrecioUnitario,CostoUnitario,CostoTotal,Descuento,TotalVenta,Ganancia,MargenPorcentaje,Mes,Trimestre,Rentabilidad
VTA2022005527,2022-11-30,CABA_Norte,CABA,Kiosco 24 Horas,LIMPIEZA,Jabón Polvo Ala 800g,64,403.56,350,22400,2403.63,23424.21,1024.2099999999991,4.37,2022-11,T4-2022,Baja
VTA2022005528,2022-11-30,GBA_Sur,GBA,Almacén Punto de Venta,ALMACEN,Yerba Mate Playadito 500g,41,689.4,500,20500,2282.32,25983.08,5483.080000000002,21.1,2022-11,T4-2022,Media
VTA2022005529,2022-06-17,GBA_Oeste,GBA,Supermercado Disco S.A.,LACTEOS,Manteca San Ignacio 200g,31,293.08,250,7750,0.0,9085.48,1335.4799999999996,14.7,2022-06,T2-2022,Baja
VTA2022005530,2022-06-10,Mendoza,Interior,Distribuidora Quick S.A.,ALMACEN,Arroz Largo Fino Gallo 1kg,50,458.81,350,17500,4505.3,18435.2,935.2000000000007,5.07,2022-06,T2-2022,Baja
VTA2022005531,2022-04-26,CABA_Centro,CABA,Supermercados DIA % S.A.,ALMACEN,Yerba Mate Playadito 500g,18,570.14,500,9000,0.0,10262.52,1262.5200000000004,12.3,2022-04,T2-2022,Baja
VTA2022005532,2022-12-30,Rosario,Interior,Supermercado Coto S.A.,BEBIDAS,Cerveza Quilmes 1L,6,312.83,220,1320,0.0,1876.98,556.98,29.67,2022-12,T4-2022,Alta
VTA2022005533,2022-10-25,GBA_Oeste,GBA,Supermercados DIA % S.A.,ALMACEN,Arroz Largo Fino Gallo 1kg,16,494.45,350,5600,0.0,7911.2,2311.2,29.21,2022-10,T4-2022,Alta
VTA2022005534,2022-04-07,La_Plata,Interior,Almacén El Cruce,LIMPIEZA,Jabón Polvo Ala 800g,33,427.2,350,11550,0.0,14097.6,2547.6000000000004,18.07,2022-04,T2-2022,Media
VTA2022005535,2022-03-14,Rosario,Interior,Supermercado Disco S.A.,LIMPIEZA,Detergente Magistral 750ml,28,321.39,250,7000,0.0,8998.92,1998.92,22.21,2022-03,T1-2022,Media
VTA2022005536,2022-10-06,GBA_Sur,GBA,Supermercados Walmart Argentina,LIMPIEZA,Desengrasante Grasa Relief 500ml,45,346.0,280,12600,2155.21,13414.79,814.7900000000009,6.07,2022-10,T4-2022,Baja
VTA2022005537,2022-06-03,Mendoza,Interior,Almacén Punto de Venta,ALMACEN,Arroz Largo Fino Gallo 1kg,26,480.95,350,9100,0.0,12504.7,3404.7000000000007,27.23,2022-06,T2-2022,Alta
VTA2022005538,2022-07-15,GBA_Oeste,GBA,Supermercados Changomás,ALMACEN,Aceite Girasol Natura 1.5L,61,943.61,750,45750,6034.38,51525.83,5775.830000000002,11.21,2022-07,T3-2022,Baja
VTA2022005539,2022-08-26,GBA_Sur,GBA,Kiosco 24 Horas,ALMACEN,Aceite Girasol Natura 1.5L,10,910.12,750,7500,0.0,9101.2,1601.2000000000007,17.59,2022-08,T3-2022,Media
VTA2022005540,2022-10-20,Rosario,Interior,Supermercado Coto S.A.,LIMPIEZA,Suavizante Vivere 1L,9,423.36,300,2700,0.0,3810.24,1110.2399999999998,29.14,2022-10,T4-2022,Alta
VTA2022005541,2022-01-25,Rosario,Interior,Supermercado Disco S.A.,LIMPIEZA,Limpiador Cif Crema 500g,31,383.5,330,10230,0.0,11888.5,1658.5,13.95,2022-01,T1-2022,Baja
VTA2022005542,2022-01-18,CABA_Centro,CABA,Kiosco 24 Horas,BEBIDAS,Jugo Baggio 1L,30,336.35,250,7500,0.0,10090.5,2590.5,25.67,2022-01,T1-2022,Alta
VTA2022005543,2022-11-23,GBA_Oeste,GBA,Almacén El Cruce,LIMPIEZA,Limpiador Cif Crema 500g,28,390.84,330,9240,0.0,10943.52,1703.5200000000004,15.57,2022-11,T4-2022,Media
VTA2022005544,2022-03-01,CABA_Centro,CABA,Supermercados Jumbo S.A.,LIMPIEZA,Suavizante Vivere 1L,32,337.67,300,9600,0.0,10805.44,1205.4400000000005,11.16,2022-03,T1-2022,Baja
VTA2022005545,2022-11-11,GBA_Sur,GBA,Supermercado Coto S.A.,ALMACEN,Galletitas Oreo 117g,19,190.76,140,2660,0.0,3624.44,964.44,26.61,2022-11,T4-2022,Alta
VTA2022005546,2022-02-18,Rosario,Interior,Supermercados Changomás,ALMACEN,Mermelada La Campagnola 454g,75,414.41,300,22500,6051.97,25028.78,2528.779999999999,10.1,2022-02,T1-2022,Baja
VTA2022005547,2022-08-29,GBA_Oeste,GBA,Almacén San José,BEBIDAS,Pepsi 2L,5,415.18,320,1600,0.0,2075.9,475.9000000000001,22.92,2022-08,T3-2022,Media
VTA2022005548,2022-02-23,GBA_Oeste,GBA,Mayorista Precio Bajo,ALMACEN,Fideos Moñito Matarazzo 500g,14,255.41,180,2520,0.0,3575.74,1055.7399999999998,29.53,2022-02,T1-2022,Alta
VTA2022005549,2022-12-12,CABA_Centro,CABA,Mayorista El Economico,BEBIDAS,Pepsi 2L,39,449.84,320,12480,0.0,17543.76,5063.759999999998,28.86,2022-12,T4-2022,Alta
VTA2022005550,2022-03-28,CABA_Centro,CABA,Supermercados Jumbo S.A.,BEBIDAS,Fernet Branca 750ml,11,2266.36,1800,19800,0.0,24929.96,5129.959999999999,20.58,2022-03,T1-2022,Media
VTA2022005551,2022-03-25,La_Plata,Interior,Almacén Don Pedro,ALMACEN,Aceite Girasol Natura 1.5L,70,1045.07,750,52500,12025.65,61129.25,8629.25,14.12,2022-03,T1-2022,Baja
VTA2022005552,2022-06-14,Rosario,Interior,Carrefour Argentina S.A.,BEBIDAS,Vino Tinto Toro 1L,25,670.29,520,13000,0.0,16757.25,3757.25,22.42,2022-06,T2-2022,Media
VTA2022005553,2022-06-15,GBA_Oeste,GBA,Maxikiosco Luz,BEBIDAS,Agua Saborizada Villavicencio 500ml,5,163.51,120,600,0.0,817.55,217.54999999999995,26.61,2022-06,T2-2022,Alta
VTA2022005554,2022-10-07,GBA_Sur,GBA,Supermercados Changomás,LIMPIEZA,Lavandina Ayudín 1L,21,257.26,220,4620,0.0,5402.46,782.46,14.48,2022-10,T4-2022,Baja
VTA2022005555,2022-12-30,Mendoza,Interior,Supermercado Disco S.A.,BEBIDAS,Coca-Cola 2.25L,33,556.03,400,13200,0.0,18348.99,5148.990000000002,28.06,2022-12,T4-2022,Alta
VTA2022005556,2022-12-16,CABA_Norte,CABA,Supermercado Coto S.A.,LIMPIEZA,Limpiador Cif Crema 500g,15,371.05,330,4950,0.0,5565.75,615.75,11.06,2022-12,T4-2022,Baja
VTA2022005557,2022-01-20,Mendoza,Interior,Supermercados DIA % S.A.,LIMPIEZA,Desengrasante Grasa Relief 500ml,65,403.65,280,18200,3495.37,22741.88,4541.880000000001,19.97,2022-01,T1-2022,Media
VTA2022005558,2022-06-16,GBA_Oeste,GBA,Mayorista Precio Bajo,BEBIDAS,Coca-Cola 2.25L,29,523.51,400,11600,0.0,15181.79,3581.790000000001,23.59,2022-06,T2-2022,Media
VTA2022005559,2022-08-25,CABA_Norte,CABA,Maxikiosco Luz,BEBIDAS,Agua Saborizada Villavicencio 500ml,4,147.69,120,480,0.0,590.76,110.75999999999999,18.75,2022-08,T3-2022,Media
VTA2022005560,2022-03-22,GBA_Oeste,GBA,Almacén El Cruce,ALMACEN,Galletitas Oreo 117g,67,184.65,140,9380,1464.78,10906.77,1526.7700000000004,14.0,2022-03,T1-2022,Baja
VTA2022005561,2022-10-28,Rosario,Interior,Almacén San José,ALMACEN,Yerba Mate Playadito 500g,33,597.88,500,16500,0.0,19730.04,3230.040000000001,16.37,2022-10,T4-2022,Media
VTA2022005562,2022-05-03,CABA_Centro,CABA,Almacén El Progreso,LACTEOS,Dulce Leche Verónica 400g,12,539.13,380,4560,0.0,6469.56,1909.5600000000004,29.52,2022-05,T2-2022,Alta
VTA2022005563,2022-09-28,Córdoba,Interior,Almacén El Cruce,ALMACEN,Galletitas Oreo 117g,16,195.71,140,2240,0.0,3131.36,891.3600000000001,28.47,2022-09,T3-2022,Alta
VTA2022005564,2022-08-25,La_Plata,Interior,Almacén Punto de Venta,LIMPIEZA,Detergente Magistral 750ml,42,344.43,250,10500,1389.58,13076.48,2576.4799999999996,19.7,2022-08,T3-2022,Media
VTA2022005565,2022-08-25,GBA_Oeste,GBA,Carrefour Argentina S.A.,ALMACEN,Arroz Largo Fino Gallo 1kg,8,483.65,350,2800,0.0,3869.2,1069.1999999999998,27.63,2022-08,T3-2022,Alta
VTA2022005566,2022-07-07,La_Plata,Interior,Almacén El Cruce,LIMPIEZA,Lavandina Ayudín 1L,20,248.47,220,4400,0.0,4969.4,569.3999999999996,11.46,2022-07,T3-2022,Baja
VTA2022005567,2022-02-28,CABA_Centro,CABA,Supermercados DIA % S.A.,LACTEOS,Leche Entera La Serenísima 1L,39,234.79,180,7020,0.0,9156.81,2136.8099999999995,23.34,2022-02,T1-2022,Media
VTA2022005568,2022-08-31,GBA_Oeste,GBA,Distribuidora El Norte,ALMACEN,Galletitas Oreo 117g,10,181.87,140,1400,0.0,1818.7,418.70000000000005,23.02,2022-08,T3-2022,Media
VTA2022005569,2022-05-02,Mendoza,Interior,Almacén El Progreso,ALMACEN,Aceite Girasol Natura 1.5L,32,1000.11,750,24000,0.0,32003.52,8003.52,25.01,2022-05,T2-2022,Alta
VTA2022005570,2022-07-08,CABA_Norte,CABA,Supermercados DIA % S.A.,LACTEOS,Yogur Firme La Serenísima 190g,31,131.47,95,2945,0.0,4075.57,1130.5700000000002,27.74,2022-07,T3-2022,Alta
VTA2022005571,2022-12-12,Mendoza,Interior,Maxikiosco Luz,LIMPIEZA,Suavizante Vivere 1L,41,433.13,300,12300,3422.49,14335.84,2035.8400000000001,14.2,2022-12,T4-2022,Baja
VTA2022005572,2022-02-10,Rosario,Interior,Kiosco Central,LACTEOS,Leche Entera La Serenísima 1L,29,203.39,180,5220,0.0,5898.31,678.3100000000004,11.5,2022-02,T1-2022,Baja
VTA2022005573,2022-05-06,CABA_Centro,CABA,Almacén San José,LIMPIEZA,Suavizante Vivere 1L,45,372.01,300,13500,2773.6,13966.85,466.85000000000036,3.34,2022-05,T2-2022,Baja
VTA2022005574,2022-01-13,GBA_Sur,GBA,Almacén Punto de Venta,LIMPIEZA,Detergente Magistral 750ml,57,330.69,250,14250,1632.57,17216.76,2966.7599999999984,17.23,2022-01,T1-2022,Media
VTA2022005575,2022-11-03,La_Plata,Interior,Almacén Don Pedro,LIMPIEZA,Desengrasante Grasa Relief 500ml,72,359.86,280,20160,4033.5,21876.42,1716.4199999999983,7.85,2022-11,T4-2022,Baja
VTA2022005576,2022-06-23,CABA_Norte,CABA,Supermercados Jumbo S.A.,ALMACEN,Fideos Moñito Matarazzo 500g,26,235.74,180,4680,0.0,6129.24,1449.2399999999998,23.64,2022-06,T2-2022,Media
VTA2022005577,2022-01-17,GBA_Oeste,GBA,Distribuidora El Norte,BEBIDAS,Agua Saborizada Villavicencio 500ml,39,135.91,120,4680,0.0,5300.49,620.4899999999998,11.71,2022-01,T1-2022,Baja
VTA2022005578,2022-06-13,GBA_Sur,GBA,Maxikiosco Luz,BEBIDAS,Agua Villa del Sur 2L,6,192.97,140,840,0.0,1157.82,317.81999999999994,27.45,2022-06,T2-2022,Alta
VTA2022005579,2022-01-20,Mendoza,Interior,Carrefour Argentina S.A.,LIMPIEZA,Detergente Magistral 750ml,24,282.47,250,6000,0.0,6779.28,779.2799999999997,11.5,2022-01,T1-2022,Baja
VTA2022005580,2022-07-19,La_Plata,Interior,Almacén Punto de Venta,ALMACEN,Mermelada La Campagnola 454g,18,354.54,300,5400,0.0,6381.72,981.7200000000003,15.38,2022-07,T3-2022,Media
VTA2022005581,2022-10-03,Mendoza,Interior,Almacén San José,BEBIDAS,Pepsi 2L,4,376.79,320,1280,0.0,1507.16,227.16000000000008,15.07,2022-10,T4-2022,Media
VTA2022005582,2022-07-07,Mendoza,Interior,Carrefour Argentina S.A.,LIMPIEZA,Suavizante Vivere 1L,10,392.64,300,3000,0.0,3926.4,926.4000000000001,23.59,2022-07,T3-2022,Media
VTA2022005583,2022-01-31,Córdoba,Interior,Supermercados Vea S.A.,BEBIDAS,Agua Saborizada Villavicencio 500ml,8,139.69,120,960,0.0,1117.52,157.51999999999998,14.1,2022-01,T1-2022,Baja
VTA2022005584,2022-08-10,GBA_Oeste,GBA,Supermercados Walmart Argentina,ALMACEN,Azúcar Ledesma 1kg,19,256.08,220,4180,0.0,4865.52,685.5200000000004,14.09,2022-08,T3-2022,Baja
VTA2022005585,2022-12-26,Rosario,Interior,Mayorista El Economico,LACTEOS,Queso Cremón La Paulina 400g,35,629.0,520,18200,0.0,22015.0,3815.0,17.33,2022-12,T4-2022,Media
VTA2022005586,2022-12-28,Mendoza,Interior,Almacén El Cruce,LIMPIEZA,Lavandina Ayudín 1L,19,301.21,220,4180,0.0,5722.99,1542.9899999999998,26.96,2022-12,T4-2022,Alta
VTA2022005587,2022-09-27,Rosario,Interior,Kiosco Central,LIMPIEZA,Limpiador Cif Crema 500g,20,466.36,330,6600,0.0,9327.2,2727.2000000000007,29.24,2022-09,T3-2022,Alta
VTA2022005588,2022-11-04,Córdoba,Interior,Carrefour Argentina S.A.,BEBIDAS,Pepsi 2L,8,392.08,320,2560,0.0,3136.64,576.6399999999999,18.38,2022-11,T4-2022,Media
VTA2022005589,2022-10-06,Mendoza,Interior,Supermercados Changomás,BEBIDAS,Agua Saborizada Villavicencio 500ml,32,166.19,120,3840,0.0,5318.08,1478.08,27.79,2022-10,T4-2022,Alta
VTA2022005590,2022-06-01,Rosario,Interior,Supermercados Vea S.A.,ALMACEN,Arroz Largo Fino Gallo 1kg,58,419.24,350,20300,2200.73,22115.19,1815.1899999999987,8.21,2022-06,T2-2022,Baja
VTA2022005591,2022-03-16,Mendoza,Interior,Distribuidora Rápida,BEBIDAS,Agua Villa del Sur 2L,10,170.21,140,1400,0.0,1702.1,302.0999999999999,17.75,2022-03,T1-2022,Media
VTA2022005592,2022-03-10,Mendoza,Interior,Supermercados La Anónima,BEBIDAS,Vino Tinto Toro 1L,8,601.81,520,4160,0.0,4814.48,654.4799999999996,13.59,2022-03,T1-2022,Baja
VTA2022005593,2022-06-23,Mendoza,Interior,Maxikiosco Luz,BEBIDAS,Vino Tinto Toro 1L,35,589.25,520,18200,0.0,20623.75,2423.75,11.75,2022-06,T2-2022,Baja
VTA2022005594,2022-12-28,GBA_Oeste,GBA,Supermercados Changomás,LACTEOS,Queso Cremón La Paulina 400g,30,750.15,520,15600,0.0,22504.5,6904.5,30.68,2022-12,T4-2022,Alta
VTA2022005595,2022-08-09,Córdoba,Interior,Supermercados La Anónima,LIMPIEZA,Lavandina Ayudín 1L,55,309.87,220,12100,2699.44,14343.41,2243.41,15.64,2022-08,T3-2022,Media
VTA2022005596,2022-03-16,La_Plata,Interior,Supermercados DIA % S.A.,LIMPIEZA,Detergente Magistral 750ml,34,327.63,250,8500,0.0,11139.42,2639.42,23.69,2022-03,T1-2022,Media
VTA2022005597,2022-06-13,CABA_Centro,CABA,Almacén El Cruce,BEBIDAS,Cerveza Quilmes 1L,19,305.39,220,4180,0.0,5802.41,1622.4099999999999,27.96,2022-06,T2-2022,Alta
VTA2022005598,2022-09-14,GBA_Sur,GBA,Almacén San José,ALMACEN,Azúcar Ledesma 1kg,28,287.16,220,6160,0.0,8040.48,1880.4799999999996,23.39,2022-09,T3-2022,Media
VTA2022005599,2022-08-15,GBA_Sur,GBA,Supermercados Walmart Argentina,LIMPIEZA,Lavandina Ayudín 1L,18,262.81,220,3960,0.0,4730.58,770.5799999999999,16.29,2022-08,T3-2022,Media
VTA2022005600,2022-07-27,Mendoza,Interior,Almacén El Progreso,LIMPIEZA,Limpiador Cif Crema 500g,38,457.04,330,12540,0.0,17367.52,4827.52,27.8,2022-07,T3-2022,Alta
VTA2022005601,2022-11-22,GBA_Sur,GBA,Almacén El Progreso,LACTEOS,Manteca San Ignacio 200g,5,290.57,250,1250,0.0,1452.85,202.8499999999999,13.96,2022-11,T4-2022,Baja
VTA2022005602,2022-03-23,La_Plata,Interior,Almacén Don Pedro,LIMPIEZA,Lavandina Ayudín 1L,27,287.5,220,5940,0.0,7762.5,1822.5,23.48,2022-03,T1-2022,Media
VTA2022005603,2022-06-22,Mendoza,Interior,Supermercado Disco S.A.,ALMACEN,Galletitas Oreo 117g,26,178.48,140,3640,0.0,4640.48,1000.4799999999996,21.56,2022-06,T2-2022,Media
VTA2022005604,2022-08-08,CABA_Centro,CABA,Supermercados Jumbo S.A.,ALMACEN,Arroz Largo Fino Gallo 1kg,70,430.79,350,24500,4734.2,25421.1,921.0999999999985,3.62,2022-08,T3-2022,Baja
VTA2022005605,2022-10-14,Mendoza,Interior,Almacén San José,LIMPIEZA,Desengrasante Grasa Relief 500ml,72,323.05,280,20160,4211.35,19048.25,-1111.75,-5.84,2022-10,T4-2022,Baja
VTA2022005606,2022-07-19,GBA_Sur,GBA,Supermercados Jumbo S.A.,LACTEOS,Yogur Firme La Serenísima 190g,38,126.4,95,3610,0.0,4803.2,1193.1999999999998,24.84,2022-07,T3-2022,Media
VTA2022005607,2022-08-09,GBA_Oeste,GBA,Distribuidora Rápida,LIMPIEZA,Lavandina Ayudín 1L,10,317.1,220,2200,0.0,3171.0,971.0,30.62,2022-08,T3-2022,Alta
VTA2022005608,2022-06-16,CABA_Norte,CABA,Distribuidora El Norte,LIMPIEZA,Desengrasante Grasa Relief 500ml,40,394.53,280,11200,0.0,15781.2,4581.200000000001,29.03,2022-06,T2-2022,Alta
VTA2022005609,2022-10-05,Mendoza,Interior,Kiosco Central,LACTEOS,Queso Cremón La Paulina 400g,29,605.25,520,15080,0.0,17552.25,2472.25,14.09,2022-10,T4-2022,Baja
VTA2022005610,2022-06-09,Mendoza,Interior,Almacén El Cruce,BEBIDAS,Pepsi 2L,32,436.09,320,10240,0.0,13954.88,3714.879999999999,26.62,2022-06,T2-2022,Alta
VTA2022005611,2022-11-17,CABA_Centro,CABA,Almacén Don Pedro,BEBIDAS,Jugo Baggio 1L,12,351.65,250,3000,0.0,4219.8,1219.8000000000002,28.91,2022-11,T4-2022,Alta
VTA2022005612,2022-08-29,Rosario,Interior,Supermercados Jumbo S.A.,LACTEOS,Yogur Firme La Serenísima 190g,25,120.52,95,2375,0.0,3013.0,638.0,21.17,2022-08,T3-2022,Media
VTA2022005613,2022-09-02,Córdoba,Interior,Mayorista El Economico,LIMPIEZA,Detergente Magistral 750ml,14,358.3,250,3500,0.0,5016.2,1516.1999999999998,30.23,2022-09,T3-2022,Alta
VTA2022005614,2022-09-30,GBA_Sur,GBA,Supermercados DIA % S.A.,ALMACEN,Galletitas Oreo 117g,60,172.97,140,8400,1603.13,8775.07,375.0699999999997,4.27,2022-09,T3-2022,Baja
VTA2022005615,2022-09-05,GBA_Oeste,GBA,Kiosco Central,ALMACEN,Harina 0000 Favorita 1kg,80,315.12,250,20000,3115.09,22094.51,2094.5099999999984,9.48,2022-09,T3-2022,Baja
VTA2022005616,2022-02-23,Rosario,Interior,Kiosco 24 Horas,ALMACEN,Dulce Leche San Ignacio 400g,16,472.06,400,6400,0.0,7552.96,1152.96,15.27,2022-02,T1-2022,Media
VTA2022005617,2022-07-13,GBA_Sur,GBA,Carrefour Argentina S.A.,ALMACEN,Arroz Largo Fino Gallo 1kg,26,489.58,350,9100,0.0,12729.08,3629.08,28.51,2022-07,T3-2022,Alta
VTA2022005618,2022-04-28,Rosario,Interior,Almacén Punto de Venta,LIMPIEZA,Limpiador Cif Crema 500g,18,404.34,330,5940,0.0,7278.12,1338.12,18.39,2022-04,T2-2022,Media
VTA2022005619,2022-08-25,GBA_Oeste,GBA,Supermercados Vea S.A.,ALMACEN,Azúcar Ledesma 1kg,20,277.44,220,4400,0.0,5548.8,1148.8000000000002,20.7,2022-08,T3-2022,Media
VTA2022005620,2022-10-14,Mendoza,Interior,Supermercados Walmart Argentina,ALMACEN,Sal Fina Celusal 500g,22,84.54,65,1430,0.0,1859.88,429.8800000000001,23.11,2022-10,T4-2022,Media
VTA2022005621,2022-01-11,Mendoza,Interior,Supermercados Vea S.A.,LIMPIEZA,Detergente Magistral 750ml,32,356.14,250,8000,0.0,11396.48,3396.4799999999996,29.8,2022-01,T1-2022,Alta
VTA2022005622,2022-11-02,La_Plata,Interior,Supermercados Changomás,LACTEOS,Dulce Leche Verónica 400g,17,482.18,380,6460,0.0,8197.06,1737.0599999999995,21.19,2022-11,T4-2022,Media
VTA2022005623,2022-06-13,La_Plata,Interior,Supermercado Disco S.A.,BEBIDAS,Pepsi 2L,29,367.54,320,9280,0.0,10658.66,1378.6599999999999,12.93,2022-06,T2-2022,Baja
VTA2022005624,2022-01-05,Córdoba,Interior,Mayorista Precio Bajo,LACTEOS,Leche Entera La Serenísima 1L,4,256.57,180,720,0.0,1026.28,306.28,29.84,2022-01,T1-2022,Alta
VTA2022005625,2022-09-20,La_Plata,Interior,Supermercados Jumbo S.A.,LACTEOS,Queso Cremón La Paulina 400g,20,724.97,520,10400,0.0,14499.4,4099.4,28.27,2022-09,T3-2022,Alta
VTA2022005626,2022-08-19,CABA_Norte,CABA,Almacén El Cruce,ALMACEN,Sal Fina Celusal 500g,43,75.66,65,2795,495.87,2757.51,-37.48999999999978,-1.36,2022-08,T3-2022,Baja
VTA2022005627,2022-10-11,GBA_Sur,GBA,Supermercados Jumbo S.A.,ALMACEN,Dulce Leche San Ignacio 400g,58,562.5,400,23200,2639.2,29985.8,6785.799999999999,22.63,2022-10,T4-2022,Media
VTA2022005628,2022-05-03,La_Plata,Interior,Carrefour Argentina S.A.,LIMPIEZA,Detergente Magistral 750ml,56,341.72,250,14000,2527.89,16608.43,2608.4300000000003,15.71,2022-05,T2-2022,Media
VTA2022005629,2022-11-16,Rosario,Interior,Maxikiosco Luz,LACTEOS,Leche Entera La Serenísima 1L,29,225.03,180,5220,0.0,6525.87,1305.87,20.01,2022-11,T4-2022,Media
VTA2022005630,2022-11-07,Rosario,Interior,Kiosco 24 Horas,LACTEOS,Yogur Firme La Serenísima 190g,20,123.17,95,1900,0.0,2463.4,563.4000000000001,22.87,2022-11,T4-2022,Media
VTA2022005631,2022-03-22,Mendoza,Interior,Kiosco 24 Horas,ALMACEN,Azúcar Ledesma 1kg,12,263.02,220,2640,0.0,3156.24,516.2399999999998,16.36,2022-03,T1-2022,Media
VTA2022005632,2022-04-28,GBA_Oeste,GBA,Almacén El Progreso,LIMPIEZA,Suavizante Vivere 1L,65,395.33,300,19500,4223.3,21473.15,1973.1500000000015,9.19,2022-04,T2-2022,Baja
VTA2022005633,2022-04-04,Rosario,Interior,Almacén El Cruce,ALMACEN,Sal Fina Celusal 500g,43,88.51,65,2795,523.92,3282.01,487.0100000000002,14.84,2022-04,T2-2022,Baja
VTA2022005634,2022-12-19,GBA_Sur,GBA,Supermercados DIA % S.A.,BEBIDAS,Cerveza Quilmes 1L,12,301.37,220,2640,0.0,3616.44,976.44,27.0,2022-12,T4-2022,Alta
VTA2022005635,2022-01-19,Córdoba,Interior,Supermercados Jumbo S.A.,LACTEOS,Queso Cremón La Paulina 400g,7,590.57,520,3640,0.0,4133.99,493.9899999999998,11.95,2022-01,T1-2022,Baja
VTA2022005636,2022-04-19,GBA_Oeste,GBA,Distribuidora Rápida,LACTEOS,Yogur Firme La Serenísima 190g,25,136.76,95,2375,0.0,3419.0,1044.0,30.54,2022-04,T2-2022,Alta
VTA2022005637,2022-04-29,GBA_Oeste,GBA,Supermercado Disco S.A.,ALMACEN,Galletitas Oreo 117g,45,196.72,140,6300,1067.2,7785.2,1485.1999999999998,19.08,2022-04,T2-2022,Media
VTA2022005638,2022-05-18,La_Plata,Interior,Supermercados Vea S.A.,ALMACEN,Azúcar Ledesma 1kg,16,250.31,220,3520,0.0,4004.96,484.96000000000004,12.11,2022-05,T2-2022,Baja
VTA2022005639,2022-04-12,Rosario,Interior,Supermercados Jumbo S.A.,LIMPIEZA,Detergente Magistral 750ml,75,322.16,250,18750,4181.12,19980.88,1230.880000000001,6.16,2022-04,T2-2022,Baja
VTA2022005640,2022-03-16,CABA_Centro,CABA,Kiosco Central,LIMPIEZA,Limpiador Cif Crema 500g,10,440.51,330,3300,0.0,4405.1,1105.1000000000004,25.09,2022-03,T1-2022,Alta
VTA2022005641,2022-03-03,Mendoza,Interior,Supermercados La Anónima,BEBIDAS,Agua Villa del Sur 2L,7,180.96,140,980,0.0,1266.72,286.72,22.63,2022-03,T1-2022,Media
VTA2022005642,2022-08-08,Córdoba,Interior,Carrefour Argentina S.A.,LACTEOS,Dulce Leche Verónica 400g,23,503.13,380,8740,0.0,11571.99,2831.99,24.47,2022-08,T3-2022,Media
VTA2022005643,2022-10-06,GBA_Oeste,GBA,Almacén Don Pedro,LACTEOS,Manteca San Ignacio 200g,10,317.23,250,2500,0.0,3172.3,672.3000000000002,21.19,2022-10,T4-2022,Media
VTA2022005644,2022-01-04,Córdoba,Interior,Supermercados DIA % S.A.,LACTEOS,Leche Entera La Serenísima 1L,28,212.67,180,5040,0.0,5954.76,914.7600000000002,15.36,2022-01,T1-2022,Media
VTA2022005645,2022-03-14,Mendoza,Interior,Distribuidora El Norte,LACTEOS,Leche Entera La Serenísima 1L,36,254.31,180,6480,0.0,9155.16,2675.16,29.22,2022-03,T1-2022,Alta
VTA2022005646,2022-07-05,CABA_Centro,CABA,Almacén El Cruce,BEBIDAS,Agua Villa del Sur 2L,9,170.08,140,1260,0.0,1530.72,270.72,17.69,2022-07,T3-2022,Media
VTA2022005647,2022-03-23,GBA_Sur,GBA,Almacén Punto de Venta,LACTEOS,Yogur Firme La Serenísima 190g,20,128.69,95,1900,0.0,2573.8,673.8000000000002,26.18,2022-03,T1-2022,Alta
VTA2022005648,2022-12-02,Rosario,Interior,Supermercados Jumbo S.A.,LIMPIEZA,Detergente Magistral 750ml,10,284.59,250,2500,0.0,2845.9,345.9000000000001,12.15,2022-12,T4-2022,Baja
VTA2022005649,2022-04-27,CABA_Norte,CABA,Almacén Don Pedro,BEBIDAS,Vino Tinto Toro 1L,25,650.11,520,13000,0.0,16252.75,3252.75,20.01,2022-04,T2-2022,Media
VTA2022005650,2022-12-19,CABA_Centro,CABA,Almacén El Progreso,LACTEOS,Yogur Firme La Serenísima 190g,34,129.35,95,3230,0.0,4397.9,1167.8999999999996,26.56,2022-12,T4-2022,Alta
VTA2022005651,2022-11-23,Córdoba,Interior,Kiosco Central,ALMACEN,Harina 0000 Favorita 1kg,11,326.84,250,2750,0.0,3595.24,845.2399999999998,23.51,2022-11,T4-2022,Media
VTA2022005652,2022-02-01,CABA_Centro,CABA,Supermercados La Anónima,ALMACEN,Dulce Leche San Ignacio 400g,70,564.84,400,28000,3600.6,35938.2,7938.199999999997,22.09,2022-02,T1-2022,Media
VTA2022005653,2022-01-05,CABA_Centro,CABA,Maxikiosco Luz,LACTEOS,Leche Entera La Serenísima 1L,31,251.58,180,5580,0.0,7798.98,2218.9799999999996,28.45,2022-01,T1-2022,Alta
VTA2022005654,2022-10-11,GBA_Oeste,GBA,Supermercados Vea S.A.,LIMPIEZA,Desengrasante Grasa Relief 500ml,18,368.5,280,5040,0.0,6633.0,1593.0,24.02,2022-10,T4-2022,Media
VTA2022005655,2022-03-25,Rosario,Interior,Kiosco Central,LIMPIEZA,Detergente Magistral 750ml,20,354.01,250,5000,0.0,7080.2,2080.2,29.38,2022-03,T1-2022,Alta
VTA2022005656,2022-06-17,GBA_Sur,GBA,Kiosco 24 Horas,LACTEOS,Yogur Firme La Serenísima 190g,22,135.34,95,2090,0.0,2977.48,887.48,29.81,2022-06,T2-2022,Alta
