VentaID,Fecha,Sucursal,Zona,Cliente,Categoria,Producto,Cantidad,PrecioUnitario,CostoUnitario,Descuento,TotalVenta,Margen,Mes,Trimestre
VTA2023005310,2023-04-10,Córdoba,Interior,Distribuidora Quick S.A.,LACTEOS,Leche Entera La Serenísima 1L,30,270.47,220,0.0,8114.1,18.66,2023-04,T2-2023
VTA2023005311,2023-04-14,GBA_Oeste,GBA,Supermercados Jumbo S.A.,LACTEOS,Queso Cremón La Paulina 400g,5,905.39,680,0.0,4526.95,24.89,2023-04,T2-2023
VTA2023005312,2023-10-30,Rosario,Interior,Almacén Don Pedro,LACTEOS,Dulce Leche Verónica 400g,36,630.46,480,0.0,22696.56,23.87,2023-10,T4-2023
VTA2023005313,2023-05-04,CABA_Centro,CABA,Maxikiosco Luz,LACTEOS,Dulce Leche Verónica 400g,15,566.94,480,0.0,8504.1,15.33,2023-05,T2-2023
VTA2023005314,2023-06-19,GBA_Oeste,GBA,Supermercados DIA % S.A.,BEBIDAS,Pepsi 2L,31,527.35,420,0.0,16347.85,20.36,2023-06,T2-2023
VTA2023005315,2023-03-07,Rosario,Interior,Almacén Don Pedro,LACTEOS,Dulce Leche Verónica 400g,48,659.35,480,0.0,31648.8,27.2,2023-03,T1-2023
VTA2023005316,2023-01-17,Rosario,Interior,Mayorista Precio Bajo,ALMACEN,Aceite Girasol Natura 1.5L,21,1130.46,980,0.0,23739.66,13.31,2023-01,T1-2023
VTA2023005317,2023-05-31,Córdoba,Interior,Supermercados DIA % S.A.,LIMPIEZA,Limpiador Cif Crema 500g,11,565.68,420,0.0,6222.48,25.75,2023-05,T2-2023
VTA2023005318,2023-02-06,CABA_Centro,CABA,Carrefour Argentina S.A.,LACTEOS,Yogur Firme La Serenísima 190g,25,153.57,120,0.0,3839.25,21.86,2023-02,T1-2023
VTA2023005319,2023-05-12,Córdoba,Interior,Mayorista El Economico,BEBIDAS,Vino Tinto Toro 1L,23,905.84,680,0.0,20834.32,24.93,2023-05,T2-2023
VTA2023005320,2023-05-05,Córdoba,Interior,Kiosco Central,BEBIDAS,Agua Villa del Sur 2L,22,231.95,180,0.0,5102.9,22.4,2023-05,T2-2023
VTA2023005321,2023-02-23,GBA_Oeste,GBA,Supermercados DIA % S.A.,LIMPIEZA,Limpiador Cif Crema 500g,18,522.69,420,0.0,9408.42,19.65,2023-02,T1-2023
VTA2023005322,2023-09-26,GBA_Oeste,GBA,Supermercados Walmart Argentina,ALMACEN,Fideos Moñito Matarazzo 500g,54,305.75,220,1310.59,15199.91,28.05,2023-09,T3-2023
VTA2023005323,2023-12-05,La_Plata,Interior,Supermercados Vea S.A.,LIMPIEZA,Desengrasante Grasa Relief 500ml,21,408.43,350,0.0,8577.03,14.31,2023-12,T4-2023
VTA2023005324,2023-10-26,CABA_Centro,CABA,Supermercados Changomás,LIMPIEZA,Limpiador Cif Crema 500g,11,514.52,420,0.0,5659.72,18.37,2023-10,T4-2023
VTA2023005325,2023-10-23,La_Plata,Interior,Supermercados Vea S.A.,LIMPIEZA,Lavandina Ayudín 1L,50,379.8,280,0.0,18990.0,26.28,2023-10,T4-2023
VTA2023005326,2023-10-17,Mendoza,Interior,Distribuidora Rápida,ALMACEN,Fideos Moñito Matarazzo 500g,27,294.82,220,0.0,7960.14,25.38,2023-10,T4-2023
VTA2023005327,2023-10-13,Mendoza,Interior,Distribuidora El Norte,LACTEOS,Manteca San Ignacio 200g,7,436.21,320,0.0,3053.47,26.64,2023-10,T4-2023
VTA2023005328,2023-11-20,Córdoba,Interior,Supermercados Vea S.A.,LIMPIEZA,Lavandina Ayudín 1L,49,384.6,280,0.0,18845.4,27.2,2023-11,T4-2023
VTA2023005329,2023-01-09,GBA_Oeste,GBA,Kiosco Central,LACTEOS,Dulce Leche Verónica 400g,34,578.14,480,0.0,19656.76,16.98,2023-01,T1-2023
VTA2023005330,2023-05-29,GBA_Oeste,GBA,Supermercado Coto S.A.,ALMACEN,Dulce Leche San Ignacio 400g,40,623.55,520,0.0,24942.0,16.61,2023-05,T2-2023
VTA2023005331,2023-03-24,GBA_Oeste,GBA,Distribuidora Rápida,LACTEOS,Leche Entera La Serenísima 1L,29,262.92,220,0.0,7624.68,16.32,2023-03,T1-2023
VTA2023005332,2023-05-05,GBA_Sur,GBA,Supermercado Coto S.A.,LACTEOS,Leche Entera La Serenísima 1L,24,272.15,220,0.0,6531.6,19.16,2023-05,T2-2023
VTA2023005333,2023-02-10,Rosario,Interior,Supermercados DIA % S.A.,BEBIDAS,Cerveza Quilmes 1L,11,379.74,280,0.0,4177.14,26.27,2023-02,T1-2023
VTA2023005334,2023-02-09,Mendoza,Interior,Mayorista Precio Bajo,LACTEOS,Leche Entera La Serenísima 1L,33,271.76,220,0.0,8968.08,19.05,2023-02,T1-2023
VTA2023005335,2023-07-27,Mendoza,Interior,Distribuidora Quick S.A.,ALMACEN,Mermelada La Campagnola 454g,100,449.98,380,5769.8,39228.2,15.55,2023-07,T3-2023
VTA2023005336,2023-12-07,GBA_Sur,GBA,Carrefour Argentina S.A.,BEBIDAS,Agua Villa del Sur 2L,38,248.48,180,0.0,9442.24,27.56,2023-12,T4-2023
VTA2023005337,2023-08-16,Rosario,Interior,Mayorista El Economico,LIMPIEZA,Lavandina Ayudín 1L,89,347.03,280,3868.13,27017.54,19.32,2023-08,T3-2023
VTA2023005338,2023-04-06,GBA_Oeste,GBA,Supermercado Coto S.A.,BEBIDAS,Jugo Baggio 1L,33,369.04,320,0.0,12178.32,13.29,2023-04,T2-2023
VTA2023005339,2023-09-08,Mendoza,Interior,Supermercados DIA % S.A.,BEBIDAS,Vino Tinto Toro 1L,35,911.14,680,0.0,31889.9,25.37,2023-09,T3-2023
VTA2023005340,2023-12-06,GBA_Sur,GBA,Almacén San José,LIMPIEZA,Jabón Polvo Ala 800g,69,601.95,450,2343.15,39191.4,25.24,2023-12,T4-2023
VTA2023005341,2023-07-27,La_Plata,Interior,Kiosco Central,LACTEOS,Manteca San Ignacio 200g,49,443.84,320,0.0,21748.16,27.9,2023-07,T3-2023
VTA2023005342,2023-07-06,CABA_Norte,CABA,Almacén El Progreso,LIMPIEZA,Detergente Magistral 750ml,32,404.21,320,0.0,12934.72,20.83,2023-07,T3-2023
VTA2023005343,2023-08-16,La_Plata,Interior,Almacén El Progreso,BEBIDAS,Fernet Branca 750ml,31,2902.94,2450,0.0,89991.14,15.6,2023-08,T3-2023
VTA2023005344,2023-11-06,CABA_Centro,CABA,Supermercados DIA % S.A.,LIMPIEZA,Lavandina Ayudín 1L,23,375.33,280,0.0,8632.59,25.4,2023-11,T4-2023
VTA2023005345,2023-02-27,Rosario,Interior,Distribuidora El Norte,LACTEOS,Yogur Firme La Serenísima 190g,39,161.62,120,0.0,6303.18,25.75,2023-02,T1-2023
VTA2023005346,2023-06-26,CABA_Norte,CABA,Kiosco 24 Horas,LACTEOS,Manteca San Ignacio 200g,31,390.95,320,0.0,12119.45,18.15,2023-06,T2-2023
VTA2023005347,2023-09-11,CABA_Centro,CABA,Maxikiosco Luz,ALMACEN,Yerba Mate Playadito 500g,78,869.52,650,3453.83,64368.73,25.25,2023-09,T3-2023
VTA2023005348,2023-11-08,GBA_Oeste,GBA,Mayorista Precio Bajo,BEBIDAS,Coca-Cola 2.25L,19,709.73,520,0.0,13484.87,26.73,2023-11,T4-2023
VTA2023005349,2023-08-11,Rosario,Interior,Carrefour Argentina S.A.,BEBIDAS,Agua Saborizada Villavicencio 500ml,32,184.5,150,0.0,5904.0,18.7,2023-08,T3-2023
VTA2023005350,2023-01-27,GBA_Oeste,GBA,Almacén El Progreso,LIMPIEZA,Suavizante Vivere 1L,40,456.26,380,0.0,18250.4,16.71,2023-01,T1-2023
VTA2023005351,2023-10-04,GBA_Sur,GBA,Supermercados La Anónima,LIMPIEZA,Limpiador Cif Crema 500g,56,585.01,420,2091.46,30669.1,28.21,2023-10,T4-2023
VTA2023005352,2023-06-14,Mendoza,Interior,Carrefour Argentina S.A.,LIMPIEZA,Lavandina Ayudín 1L,53,344.18,280,2229.97,16011.57,18.65,2023-06,T2-2023
VTA2023005353,2023-09-29,GBA_Sur,GBA,Almacén San José,BEBIDAS,Agua Villa del Sur 2L,17,244.07,180,0.0,4149.19,26.25,2023-09,T3-2023
VTA2023005354,2023-03-27,La_Plata,Interior,Supermercados Walmart Argentina,LACTEOS,Leche Entera La Serenísima 1L,47,273.76,220,0.0,12866.72,19.64,2023-03,T1-2023
VTA2023005355,2023-09-26,Córdoba,Interior,Supermercados Vea S.A.,LACTEOS,Dulce Leche Verónica 400g,21,664.26,480,0.0,13949.46,27.74,2023-09,T3-2023
VTA2023005356,2023-09-04,Córdoba,Interior,Supermercados Vea S.A.,BEBIDAS,Agua Saborizada Villavicencio 500ml,48,173.42,150,0.0,8324.16,13.5,2023-09,T3-2023
VTA2023005357,2023-10-12,Rosario,Interior,Almacén Don Pedro,LACTEOS,Dulce Leche Verónica 400g,49,642.89,480,0.0,31501.61,25.34,2023-10,T4-2023
VTA2023005358,2023-04-05,Córdoba,Interior,Mayorista Precio Bajo,ALMACEN,Mermelada La Campagnola 454g,34,531.13,380,0.0,18058.42,28.45,2023-04,T2-2023
VTA2023005359,2023-11-09,GBA_Sur,GBA,Supermercados Vea S.A.,LIMPIEZA,Lavandina Ayudín 1L,32,376.03,280,0.0,12032.96,25.54,2023-11,T4-2023
VTA2023005360,2023-12-26,GBA_Oeste,GBA,Supermercados Walmart Argentina,ALMACEN,Yerba Mate Playadito 500g,40,777.63,650,0.0,31105.2,16.41,2023-12,T4-2023
VTA2023005361,2023-10-24,La_Plata,Interior,Supermercados DIA % S.A.,LIMPIEZA,Jabón Polvo Ala 800g,45,555.94,450,0.0,25017.3,19.06,2023-10,T4-2023
VTA2023005362,2023-02-02,GBA_Sur,GBA,Kiosco 24 Horas,BEBIDAS,Coca-Cola 2.25L,5,631.97,520,0.0,3159.85,17.72,2023-02,T1-2023
VTA2023005363,2023-01-27,GBA_Oeste,GBA,Maxikiosco Luz,LACTEOS,Yogur Firme La Serenísima 190g,15,138.84,120,0.0,2082.6,13.57,2023-01,T1-2023
VTA2023005364,2023-08-09,Mendoza,Interior,Supermercados Changomás,LIMPIEZA,Desengrasante Grasa Relief 500ml,88,428.99,350,1921.8,35829.32,18.41,2023-08,T3-2023
VTA2023005365,2023-08-17,Córdoba,Interior,Maxikiosco Luz,LACTEOS,Leche Entera La Serenísima 1L,37,276.46,220,0.0,10229.02,20.42,2023-08,T3-2023
VTA2023005366,2023-10-27,Córdoba,Interior,Supermercados Walmart Argentina,ALMACEN,Fideos Moñito Matarazzo 500g,56,261.13,220,818.44,13804.84,15.75,2023-10,T4-2023
VTA2023005367,2023-08-02,GBA_Sur,GBA,Almacén El Cruce,LACTEOS,Dulce Leche Verónica 400g,23,589.65,480,0.0,13561.95,18.6,2023-08,T3-2023
VTA2023005368,2023-11-17,GBA_Oeste,GBA,Almacén El Progreso,LACTEOS,Manteca San Ignacio 200g,48,372.04,320,0.0,17857.92,13.99,2023-11,T4-2023
VTA2023005369,2023-09-26,GBA_Sur,GBA,Supermercados Changomás,ALMACEN,Mermelada La Campagnola 454g,56,453.15,380,2650.25,22726.15,16.14,2023-09,T3-2023
VTA2023005370,2023-11-03,La_Plata,Interior,Almacén San José,LACTEOS,Yogur Firme La Serenísima 190g,9,149.79,120,0.0,1348.11,19.89,2023-11,T4-2023
VTA2023005371,2023-04-14,GBA_Oeste,GBA,Supermercado Coto S.A.,LIMPIEZA,Suavizante Vivere 1L,70,440.98,380,2030.22,28838.38,13.83,2023-04,T2-2023
VTA2023005372,2023-07-21,GBA_Sur,GBA,Mayorista Precio Bajo,ALMACEN,Fideos Moñito Matarazzo 500g,99,304.96,220,4198.22,25992.82,27.86,2023-07,T3-2023
VTA2023005373,2023-06-09,CABA_Centro,CABA,Mayorista Precio Bajo,LIMPIEZA,Desengrasante Grasa Relief 500ml,83,446.22,350,2150.83,34885.43,21.56,2023-06,T2-2023
VTA2023005374,2023-02-16,Córdoba,Interior,Supermercados La Anónima,LIMPIEZA,Desengrasante Grasa Relief 500ml,97,464.39,350,2408.01,42637.82,24.63,2023-02,T1-2023
VTA2023005375,2023-02-01,CABA_Norte,CABA,Almacén San José,LACTEOS,Yogur Firme La Serenísima 190g,32,161.06,120,0.0,5153.92,25.49,2023-02,T1-2023
VTA2023005376,2023-03-15,La_Plata,Interior,Maxikiosco Luz,LIMPIEZA,Jabón Polvo Ala 800g,10,525.64,450,0.0,5256.4,14.39,2023-03,T1-2023
VTA2023005377,2023-11-22,Rosario,Interior,Mayorista El Economico,LACTEOS,Yogur Firme La Serenísima 190g,41,142.89,120,0.0,5858.49,16.02,2023-11,T4-2023
VTA2023005378,2023-06-30,CABA_Norte,CABA,Supermercados DIA % S.A.,ALMACEN,Dulce Leche San Ignacio 400g,64,638.59,520,2369.62,38500.14,18.57,2023-06,T2-2023
VTA2023005379,2023-08-01,CABA_Centro,CABA,Carrefour Argentina S.A.,BEBIDAS,Jugo Baggio 1L,23,439.28,320,0.0,10103.44,27.15,2023-08,T3-2023
VTA2023005380,2023-08-03,CABA_Centro,CABA,Supermercados DIA % S.A.,LACTEOS,Queso Cremón La Paulina 400g,26,886.12,680,0.0,23039.12,23.26,2023-08,T3-2023
VTA2023005381,2023-04-13,CABA_Norte,CABA,Almacén San José,BEBIDAS,Vino Tinto Toro 1L,6,829.17,680,0.0,4975.02,17.99,2023-04,T2-2023
VTA2023005382,2023-08-02,Córdoba,Interior,Distribuidora Quick S.A.,LIMPIEZA,Jabón Polvo Ala 800g,38,628.51,450,0.0,23883.38,28.4,2023-08,T3-2023
VTA2023005383,2023-03-17,CABA_Norte,CABA,Distribuidora El Norte,LIMPIEZA,Lavandina Ayudín 1L,97,383.24,280,2876.57,34297.71,26.94,2023-03,T1-2023
VTA2023005384,2023-04-19,GBA_Oeste,GBA,Maxikiosco Luz,LIMPIEZA,Desengrasante Grasa Relief 500ml,11,424.75,350,0.0,4672.25,17.6,2023-04,T2-2023
VTA2023005385,2023-08-24,CABA_Norte,CABA,Supermercados Jumbo S.A.,ALMACEN,Galletitas Oreo 117g,88,241.02,180,2154.51,19055.25,25.32,2023-08,T3-2023
VTA2023005386,2023-01-13,GBA_Sur,GBA,Supermercados La Anónima,ALMACEN,Sal Fina Celusal 500g,13,111.32,85,0.0,1447.16,23.64,2023-01,T1-2023
VTA2023005387,2023-08-11,Mendoza,Interior,Supermercados DIA % S.A.,LIMPIEZA,Limpiador Cif Crema 500g,38,518.68,420,0.0,19709.84,19.03,2023-08,T3-2023
VTA2023005388,2023-04-12,CABA_Norte,CABA,Distribuidora Quick S.A.,ALMACEN,Aceite Girasol Natura 1.5L,50,1238.49,980,0.0,61924.5,20.87,2023-04,T2-2023
VTA2023005389,2023-05-11,CABA_Norte,CABA,Supermercados Vea S.A.,BEBIDAS,Vino Tinto Toro 1L,42,910.14,680,0.0,38225.88,25.29,2023-05,T2-2023
VTA2023005390,2023-03-22,CABA_Centro,CABA,Supermercados Vea S.A.,ALMACEN,Sal Fina Celusal 500g,33,114.46,85,0.0,3777.18,25.74,2023-03,T1-2023
VTA2023005391,2023-01-25,Rosario,Interior,Supermercados Walmart Argentina,ALMACEN,Galletitas Oreo 117g,80,246.28,180,992.18,18710.22,26.91,2023-01,T1-2023
VTA2023005392,2023-03-22,Córdoba,Interior,Distribuidora Rápida,LACTEOS,Yogur Firme La Serenísima 190g,7,148.02,120,0.0,1036.14,18.93,2023-03,T1-2023
VTA2023005393,2023-01-30,Mendoza,Interior,Supermercados La Anónima,BEBIDAS,Vino Tinto Toro 1L,43,909.47,680,0.0,39107.21,25.23,2023-01,T1-2023
VTA2023005394,2023-02-02,GBA_Oeste,GBA,Distribuidora Rápida,LIMPIEZA,Detergente Magistral 750ml,98,372.33,320,4562.51,31925.83,14.05,2023-02,T1-2023
VTA2023005395,2023-07-07,CABA_Centro,CABA,Supermercados Vea S.A.,LACTEOS,Queso Cremón La Paulina 400g,14,884.06,680,0.0,12376.84,23.08,2023-07,T3-2023
VTA2023005396,2023-05-03,GBA_Oeste,GBA,Mayorista Precio Bajo,LIMPIEZA,Jabón Polvo Ala 800g,96,522.82,450,6724.49,43466.23,13.93,2023-05,T2-2023
VTA2023005397,2023-09-04,Córdoba,Interior,Maxikiosco Luz,LIMPIEZA,Detergente Magistral 750ml,85,415.69,320,2706.62,32627.03,23.02,2023-09,T3-2023
VTA2023005398,2023-09-26,CABA_Centro,CABA,Supermercados Changomás,BEBIDAS,Agua Villa del Sur 2L,45,230.52,180,0.0,10373.4,21.92,2023-09,T3-2023
VTA2023005399,2023-05-11,CABA_Norte,CABA,Almacén El Progreso,LACTEOS,Yogur Firme La Serenísima 190g,42,162.88,120,0.0,6840.96,26.33,2023-05,T2-2023
VTA2023005400,2023-11-29,CABA_Centro,CABA,Mayorista Precio Bajo,LIMPIEZA,Lavandina Ayudín 1L,17,345.29,280,0.0,5869.93,18.91,2023-11,T4-2023
VTA2023005401,2023-09-19,Mendoza,Interior,Supermercados DIA % S.A.,LIMPIEZA,Limpiador Cif Crema 500g,50,485.91,420,0.0,24295.5,13.56,2023-09,T3-2023
VTA2023005402,2023-03-02,GBA_Sur,GBA,Supermercados Changomás,LACTEOS,Manteca San Ignacio 200g,8,381.63,320,0.0,3053.04,16.15,2023-03,T1-2023
VTA2023005403,2023-01-27,Mendoza,Interior,Almacén Don Pedro,LIMPIEZA,Jabón Polvo Ala 800g,98,570.43,450,4089.27,51812.87,21.11,2023-01,T1-2023
VTA2023005404,2023-02-24,CABA_Norte,CABA,Distribuidora Quick S.A.,ALMACEN,Galletitas Oreo 117g,11,249.28,180,0.0,2742.08,27.79,2023-02,T1-2023
VTA2023005405,2023-01-16,GBA_Oeste,GBA,Almacén Don Pedro,LIMPIEZA,Suavizante Vivere 1L,74,487.15,380,4281.93,31767.17,22.0,2023-01,T1-2023
VTA2023005406,2023-09-29,Córdoba,Interior,Kiosco 24 Horas,LACTEOS,Yogur Firme La Serenísima 190g,22,152.37,120,0.0,3352.14,21.24,2023-09,T3-2023
VTA2023005407,2023-11-03,Córdoba,Interior,Almacén San José,LACTEOS,Leche Entera La Serenísima 1L,19,277.34,220,0.0,5269.46,20.67,2023-11,T4-2023
VTA2023005408,2023-07-21,Córdoba,Interior,Carrefour Argentina S.A.,LIMPIEZA,Suavizante Vivere 1L,28,462.02,380,0.0,12936.56,17.75,2023-07,T3-2023
VTA2023005409,2023-01-04,CABA_Norte,CABA,Almacén El Cruce,ALMACEN,Fideos Moñito Matarazzo 500g,86,277.0,220,1693.04,22128.96,20.58,2023-01,T1-2023
VTA2023005410,2023-11-24,GBA_Sur,GBA,Maxikiosco Luz,BEBIDAS,Vino Tinto Toro 1L,18,782.81,680,0.0,14090.58,13.13,2023-11,T4-2023
VTA2023005411,2023-10-25,GBA_Oeste,GBA,Maxikiosco Luz,ALMACEN,Yerba Mate Playadito 500g,60,750.46,650,4987.71,40039.89,13.39,2023-10,T4-2023
VTA2023005412,2023-12-29,Rosario,Interior,Distribuidora Quick S.A.,LACTEOS,Queso Cremón La Paulina 400g,32,804.51,680,0.0,25744.32,15.48,2023-12,T4-2023
VTA2023005413,2023-08-03,La_Plata,Interior,Almacén El Cruce,ALMACEN,Fideos Moñito Matarazzo 500g,22,289.65,220,0.0,6372.3,24.05,2023-08,T3-2023
VTA2023005414,2023-08-07,GBA_Oeste,GBA,Almacén San José,LACTEOS,Dulce Leche Verónica 400g,25,560.34,480,0.0,14008.5,14.34,2023-08,T3-2023
VTA2023005415,2023-11-28,CABA_Norte,CABA,Supermercados La Anónima,LIMPIEZA,Detergente Magistral 750ml,44,407.0,320,0.0,17908.0,21.38,2023-11,T4-2023
VTA2023005416,2023-03-22,GBA_Oeste,GBA,Distribuidora Rápida,BEBIDAS,Agua Villa del Sur 2L,44,216.41,180,0.0,9522.04,16.82,2023-03,T1-2023
VTA2023005417,2023-07-03,GBA_Oeste,GBA,Distribuidora Rápida,LIMPIEZA,Detergente Magistral 750ml,60,427.24,320,1388.79,24245.61,25.1,2023-07,T3-2023
VTA2023005418,2023-12-01,Rosario,Interior,Supermercados Changomás,BEBIDAS,Agua Saborizada Villavicencio 500ml,23,205.49,150,0.0,4726.27,27.0,2023-12,T4-2023
VTA2023005419,2023-12-27,CABA_Centro,CABA,Supermercados Jumbo S.A.,ALMACEN,Aceite Girasol Natura 1.5L,87,1278.75,980,11000.92,100250.33,23.36,2023-12,T4-2023
VTA2023005420,2023-06-05,Mendoza,Interior,Kiosco 24 Horas,LIMPIEZA,Desengrasante Grasa Relief 500ml,96,445.33,350,5854.54,36897.14,21.41,2023-06,T2-2023
VTA2023005421,2023-01-19,La_Plata,Interior,Kiosco Central,ALMACEN,Mermelada La Campagnola 454g,68,530.38,380,3729.24,32336.6,28.35,2023-01,T1-2023
VTA2023005422,2023-06-08,Rosario,Interior,Almacén San José,LIMPIEZA,Limpiador Cif Crema 500g,67,533.32,420,2619.24,33113.2,21.25,2023-06,T2-2023
VTA2023005423,2023-07-17,CABA_Norte,CABA,Carrefour Argentina S.A.,BEBIDAS,Vino Tinto Toro 1L,35,785.61,680,0.0,27496.35,13.44,2023-07,T3-2023
VTA2023005424,2023-07-25,CABA_Norte,CABA,Carrefour Argentina S.A.,ALMACEN,Aceite Girasol Natura 1.5L,100,1325.54,980,15567.52,116986.48,26.07,2023-07,T3-2023
VTA2023005425,2023-08-08,La_Plata,Interior,Supermercados Changomás,ALMACEN,Galletitas Oreo 117g,30,245.5,180,0.0,7365.0,26.68,2023-08,T3-2023
VTA2023005426,2023-02-23,Mendoza,Interior,Mayorista El Economico,ALMACEN,Yerba Mate Playadito 500g,83,902.34,650,8149.94,66744.28,27.97,2023-02,T1-2023
VTA2023005427,2023-07-18,Rosario,Interior,Mayorista Precio Bajo,LACTEOS,Yogur Firme La Serenísima 190g,20,144.95,120,0.0,2899.0,17.21,2023-07,T3-2023
VTA2023005428,2023-06-07,CABA_Norte,CABA,Supermercados DIA % S.A.,ALMACEN,Aceite Girasol Natura 1.5L,52,1258.82,980,6150.85,59307.79,22.15,2023-06,T2-2023
VTA2023005429,2023-10-12,Córdoba,Interior,Mayorista El Economico,ALMACEN,Arroz Largo Fino Gallo 1kg,71,560.82,450,4755.25,35062.97,19.76,2023-10,T4-2023
VTA2023005430,2023-10-09,CABA_Norte,CABA,Almacén El Cruce,BEBIDAS,Coca-Cola 2.25L,36,619.61,520,0.0,22305.96,16.08,2023-10,T4-2023
VTA2023005431,2023-11-16,Rosario,Interior,Supermercados Vea S.A.,LIMPIEZA,Limpiador Cif Crema 500g,84,583.3,420,2763.35,46233.85,28.0,2023-11,T4-2023
VTA2023005432,2023-07-27,CABA_Centro,CABA,Mayorista Precio Bajo,LIMPIEZA,Lavandina Ayudín 1L,54,372.33,280,2367.23,17738.59,24.8,2023-07,T3-2023
VTA2023005433,2023-06-21,Rosario,Interior,Supermercados Changomás,LACTEOS,Yogur Firme La Serenísima 190g,22,139.85,120,0.0,3076.7,14.19,2023-06,T2-2023
VTA2023005434,2023-04-20,Mendoza,Interior,Distribuidora El Norte,BEBIDAS,Coca-Cola 2.25L,28,666.85,520,0.0,18671.8,22.02,2023-04,T2-2023
VTA2023005435,2023-10-17,Córdoba,Interior,Distribuidora Quick S.A.,ALMACEN,Galletitas Oreo 117g,65,243.97,180,1984.44,13873.61,26.22,2023-10,T4-2023
VTA2023005436,2023-05-11,La_Plata,Interior,Almacén El Cruce,ALMACEN,Aceite Girasol Natura 1.5L,10,1310.68,980,0.0,13106.8,25.23,2023-05,T2-2023
VTA2023005437,2023-01-03,CABA_Centro,CABA,Almacén Don Pedro,ALMACEN,Galletitas Oreo 117g,15,223.63,180,0.0,3354.45,19.51,2023-01,T1-2023
VTA2023005438,2023-05-03,CABA_Norte,CABA,Carrefour Argentina S.A.,LACTEOS,Queso Cremón La Paulina 400g,7,946.73,680,0.0,6627.11,28.17,2023-05,T2-2023
VTA2023005439,2023-08-16,Mendoza,Interior,Supermercados Vea S.A.,LACTEOS,Dulce Leche Verónica 400g,16,640.87,480,0.0,10253.92,25.1,2023-08,T3-2023
VTA2023005440,2023-09-15,Rosario,Interior,Almacén El Progreso,BEBIDAS,Agua Saborizada Villavicencio 500ml,22,207.15,150,0.0,4557.3,27.59,2023-09,T3-2023
VTA2023005441,2023-09-06,GBA_Sur,GBA,Maxikiosco Luz,ALMACEN,Mermelada La Campagnola 454g,34,482.64,380,0.0,16409.76,21.27,2023-09,T3-2023
VTA2023005442,2023-07-28,Rosario,Interior,Almacén Don Pedro,LACTEOS,Queso Cremón La Paulina 400g,34,868.48,680,0.0,29528.32,21.7,2023-07,T3-2023
VTA2023005443,2023-12-26,GBA_Oeste,GBA,Distribuidora Quick S.A.,ALMACEN,Harina 0000 Favorita 1kg,51,435.16,320,1525.81,20667.35,26.46,2023-12,T4-2023
VTA2023005444,2023-03-15,Rosario,Interior,Kiosco Central,ALMACEN,Yerba Mate Playadito 500g,73,860.15,650,6025.36,56765.59,24.43,2023-03,T1-2023
VTA2023005445,2023-10-13,Rosario,Interior,Supermercados Changomás,LACTEOS,Leche Entera La Serenísima 1L,11,295.23,220,0.0,3247.53,25.48,2023-10,T4-2023
VTA2023005446,2023-09-01,La_Plata,Interior,Supermercados La Anónima,ALMACEN,Aceite Girasol Natura 1.5L,30,1142.01,980,0.0,34260.3,14.19,2023-09,T3-2023
VTA2023005447,2023-06-29,Córdoba,Interior,Carrefour Argentina S.A.,ALMACEN,Aceite Girasol Natura 1.5L,22,1156.62,980,0.0,25445.64,15.27,2023-06,T2-2023
VTA2023005448,2023-09-11,Mendoza,Interior,Maxikiosco Luz,BEBIDAS,Agua Saborizada Villavicencio 500ml,5,201.62,150,0.0,1008.1,25.6,2023-09,T3-2023
VTA2023005449,2023-03-21,Mendoza,Interior,Kiosco Central,LACTEOS,Leche Entera La Serenísima 1L,18,277.15,220,0.0,4988.7,20.62,2023-03,T1-2023
VTA2023005450,2023-06-16,CABA_Centro,CABA,Distribuidora El Norte,LIMPIEZA,Detergente Magistral 750ml,68,447.97,320,2002.22,28459.74,28.57,2023-06,T2-2023
VTA2023005451,2023-11-08,CABA_Centro,CABA,Almacén El Progreso,BEBIDAS,Coca-Cola 2.25L,31,661.32,520,0.0,20500.92,21.37,2023-11,T4-2023
VTA2023005452,2023-08-25,Córdoba,Interior,Supermercados Walmart Argentina,BEBIDAS,Agua Saborizada Villavicencio 500ml,27,173.8,150,0.0,4692.6,13.69,2023-08,T3-2023
VTA2023005453,2023-06-09,GBA_Oeste,GBA,Supermercados Jumbo S.A.,LACTEOS,Yogur Firme La Serenísima 190g,25,155.24,120,0.0,3881.0,22.7,2023-06,T2-2023
VTA2023005454,2023-09-19,La_Plata,Interior,Distribuidora El Norte,LIMPIEZA,Suavizante Vivere 1L,63,448.98,380,1567.54,26718.2,15.36,2023-09,T3-2023
VTA2023005455,2023-05-25,Córdoba,Interior,Mayorista El Economico,BEBIDAS,Agua Villa del Sur 2L,32,237.69,180,0.0,7606.08,24.27,2023-05,T2-2023
VTA2023005456,2023-11-14,CABA_Centro,CABA,Almacén San José,ALMACEN,Sal Fina Celusal 500g,99,112.84,85,950.58,10220.58,24.67,2023-11,T4-2023
VTA2023005457,2023-12-06,GBA_Sur,GBA,Almacén San José,ALMACEN,Fideos Moñito Matarazzo 500g,99,267.16,220,2972.41,23476.43,17.65,2023-12,T4-2023
VTA2023005458,2023-08-30,GBA_Oeste,GBA,Supermercados Jumbo S.A.,BEBIDAS,Pepsi 2L,48,566.26,420,0.0,27180.48,25.83,2023-08,T3-2023
