MovimientoID,Fecha,Sucursal,SKU,Producto,Categoria,TipoMovimiento,Cantidad,CostoUnitario,ValorMovimiento,Referencia,Usuario,Mes,Semana
MOV2024003826,2024-01-15,CABA_Norte,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,COMPRA,117,350,40950,OC20248622,USER001,2024-01,2024-W02
MOV2024003827,2024-02-17,CABA_Centro,ALK-002,Azúcar Ledesma 1kg,ALMACEN,VENTA,96,350,33600,VTA20246246,USER002,2024-02,2024-W06
MOV2024003828,2024-02-27,Córdoba,BEB-001,Agua Villa del Sur 2L,BEBIDAS,VENTA,24,220,5280,VTA20246919,USER007,2024-02,2024-W08
MOV2024003829,2024-02-04,GBA_Sur,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,VENTA,19,850,16150,VTA20247180,USER002,2024-02,2024-W05
MOV2024003830,2024-02-19,Mendoza,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,VENTA,79,420,33180,VTA20248318,USER003,2024-02,2024-W07
MOV2024003831,2024-02-01,Córdoba,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,VENTA,6,280,1680,VTA20246854,USER002,2024-02,2024-W04
MOV2024003832,2024-02-28,GBA_Oeste,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,VENTA,62,580,35960,VTA20244544,USER003,2024-02,2024-W08
MOV2024003833,2024-01-27,Córdoba,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,COMPRA,467,420,196140,OC20242615,USER005,2024-01,2024-W03
MOV2024003834,2024-02-11,GBA_Oeste,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,AJUSTE,11,580,6380,AJU20243794,USER011,2024-02,2024-W06
MOV2024003835,2024-01-29,CABA_Norte,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,COMPRA,288,850,244800,OC20241643,USER003,2024-01,2024-W04
MOV2024003836,2024-01-08,CABA_Centro,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,VENTA,23,580,13340,VTA20243033,USER016,2024-01,2024-W01
MOV2024003837,2024-01-18,CABA_Norte,BEB-002,Coca-Cola 2.25L,BEBIDAS,COMPRA,142,680,96560,OC20247210,USER011,2024-01,2024-W02
MOV2024003838,2024-03-13,CABA_Norte,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,VENTA,30,350,10500,VTA20248914,USER013,2024-03,2024-W10
MOV2024003839,2024-01-19,Mendoza,ALK-002,Azúcar Ledesma 1kg,ALMACEN,COMPRA,118,350,41300,OC20248720,USER002,2024-01,2024-W02
MOV2024003840,2024-02-11,La_Plata,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,COMPRA,399,350,139650,OC20248559,USER012,2024-02,2024-W06
MOV2024003841,2024-01-25,Rosario,BEB-001,Agua Villa del Sur 2L,BEBIDAS,VENTA,26,220,5720,VTA20246203,USER007,2024-01,2024-W03
MOV2024003842,2024-02-08,La_Plata,LIM-002,Detergente Magistral 750ml,LIMPIEZA,COMPRA,474,400,189600,OC20248979,USER007,2024-02,2024-W05
MOV2024003843,2024-03-15,Córdoba,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,COMPRA,171,280,47880,OC20246771,USER010,2024-03,2024-W10
MOV2024003844,2024-02-21,CABA_Norte,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,VENTA,92,280,25760,VTA20242510,USER009,2024-02,2024-W07
MOV2024003845,2024-01-15,Mendoza,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,VENTA,44,580,25520,VTA20245978,USER015,2024-01,2024-W02
MOV2024003846,2024-01-31,CABA_Centro,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,VENTA,27,580,15660,VTA20244284,USER014,2024-01,2024-W04
MOV2024003847,2024-01-30,CABA_Centro,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,VENTA,90,280,25200,VTA20245818,USER009,2024-01,2024-W04
MOV2024003848,2024-02-22,CABA_Norte,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,VENTA,59,580,34220,VTA20247443,USER001,2024-02,2024-W07
MOV2024003849,2024-02-01,Córdoba,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,VENTA,96,420,40320,VTA20242271,USER009,2024-02,2024-W04
MOV2024003850,2024-01-28,CABA_Centro,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,VENTA,21,580,12180,VTA20242508,USER002,2024-01,2024-W04
MOV2024003851,2024-02-03,La_Plata,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,VENTA,25,1250,31250,VTA20248556,USER004,2024-02,2024-W04
MOV2024003852,2024-02-26,Mendoza,ALK-002,Azúcar Ledesma 1kg,ALMACEN,VENTA,85,350,29750,VTA20242669,USER010,2024-02,2024-W08
MOV2024003853,2024-01-20,La_Plata,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,COMPRA,339,150,50850,OC20244648,USER011,2024-01,2024-W02
MOV2024003854,2024-02-23,GBA_Sur,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,VENTA,9,420,3780,VTA20244230,USER019,2024-02,2024-W07
MOV2024003855,2024-01-07,CABA_Centro,BEB-002,Coca-Cola 2.25L,BEBIDAS,TRANSFERENCIA,105,680,71400,TRF20246029,USER007,2024-01,2024-W01
MOV2024003856,2024-01-17,Rosario,ALK-002,Azúcar Ledesma 1kg,ALMACEN,VENTA,55,350,19250,VTA20241227,USER003,2024-01,2024-W02
MOV2024003857,2024-02-11,Córdoba,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,DEVOLUCION,2,850,1700,DEV20242122,USER013,2024-02,2024-W06
MOV2024003858,2024-02-16,CABA_Centro,ALK-002,Azúcar Ledesma 1kg,ALMACEN,VENTA,46,350,16100,VTA20246140,USER006,2024-02,2024-W06
MOV2024003859,2024-02-23,Mendoza,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,COMPRA,54,280,15120,OC20241582,USER013,2024-02,2024-W07
MOV2024003860,2024-01-10,GBA_Oeste,BEB-001,Agua Villa del Sur 2L,BEBIDAS,VENTA,60,220,13200,VTA20246768,USER011,2024-01,2024-W01
MOV2024003861,2024-01-22,CABA_Norte,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,VENTA,59,580,34220,VTA20248654,USER012,2024-01,2024-W03
MOV2024003862,2024-02-21,Rosario,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,AJUSTE,18,420,7560,AJU20241264,USER020,2024-02,2024-W07
MOV2024003863,2024-02-26,La_Plata,ALK-002,Azúcar Ledesma 1kg,ALMACEN,VENTA,43,350,15050,VTA20248211,USER010,2024-02,2024-W08
MOV2024003864,2024-01-07,La_Plata,BEB-001,Agua Villa del Sur 2L,BEBIDAS,VENTA,16,220,3520,VTA20243363,USER002,2024-01,2024-W01
MOV2024003865,2024-02-12,Rosario,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,VENTA,25,420,10500,VTA20244653,USER014,2024-02,2024-W06
MOV2024003866,2024-01-11,Córdoba,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,VENTA,20,580,11600,VTA20243760,USER006,2024-01,2024-W01
MOV2024003867,2024-02-27,Rosario,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,COMPRA,238,350,83300,OC20246888,USER006,2024-02,2024-W08
MOV2024003868,2024-03-02,Rosario,BEB-001,Agua Villa del Sur 2L,BEBIDAS,COMPRA,287,220,63140,OC20245107,USER013,2024-03,2024-W08
MOV2024003869,2024-02-28,GBA_Oeste,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,TRANSFERENCIA,-30,420,-12600,TRF20248693,USER020,2024-02,2024-W08
MOV2024003870,2024-01-29,Córdoba,BEB-004,Vino Tinto Toro 1L,BEBIDAS,AJUSTE,15,850,12750,AJU20243048,USER012,2024-01,2024-W04
MOV2024003871,2024-02-15,GBA_Sur,BEB-003,Cerveza Quilmes 1L,BEBIDAS,COMPRA,72,350,25200,OC20249056,USER018,2024-02,2024-W06
MOV2024003872,2024-01-16,CABA_Centro,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,COMPRA,426,280,119280,OC20248877,USER010,2024-01,2024-W02
MOV2024003873,2024-03-01,CABA_Norte,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,AJUSTE,-18,350,-6300,AJU20241310,USER012,2024-03,2024-W08
MOV2024003874,2024-01-01,Córdoba,ALK-002,Azúcar Ledesma 1kg,ALMACEN,AJUSTE,10,350,3500,AJU20249093,USER011,2024-01,2024-W00
MOV2024003875,2024-02-16,Córdoba,BEB-002,Coca-Cola 2.25L,BEBIDAS,VENTA,63,680,42840,VTA20243317,USER001,2024-02,2024-W06
MOV2024003876,2024-03-14,Mendoza,ALK-004,Fideos Moñito Matarazzo 500g,ALMACEN,VENTA,84,280,23520,VTA20241786,USER002,2024-03,2024-W10
MOV2024003877,2024-02-28,La_Plata,BEB-002,Coca-Cola 2.25L,BEBIDAS,VENTA,56,680,38080,VTA20248326,USER007,2024-02,2024-W08
MOV2024003878,2024-01-24,Mendoza,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,COMPRA,478,420,200760,OC20243008,USER013,2024-01,2024-W03
MOV2024003879,2024-03-12,CABA_Centro,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,VENTA,96,350,33600,VTA20247183,USER005,2024-03,2024-W10
MOV2024003880,2024-01-11,GBA_Sur,BEB-004,Vino Tinto Toro 1L,BEBIDAS,COMPRA,165,850,140250,OC20249885,USER005,2024-01,2024-W01
MOV2024003881,2024-01-02,Córdoba,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,VENTA,82,1250,102500,VTA20241346,USER009,2024-01,2024-W00
MOV2024003882,2024-01-02,CABA_Centro,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,COMPRA,235,850,199750,OC20242967,USER005,2024-01,2024-W00
MOV2024003883,2024-02-11,Rosario,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,AJUSTE,19,580,11020,AJU20249584,USER006,2024-02,2024-W06
MOV2024003884,2024-02-20,La_Plata,BEB-003,Cerveza Quilmes 1L,BEBIDAS,VENTA,18,350,6300,VTA20243077,USER014,2024-02,2024-W07
MOV2024003885,2024-02-28,Rosario,BEB-001,Agua Villa del Sur 2L,BEBIDAS,VENTA,96,220,21120,VTA20244929,USER008,2024-02,2024-W08
MOV2024003886,2024-01-16,GBA_Oeste,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,COMPRA,162,580,93960,OC20244023,USER009,2024-01,2024-W02
MOV2024003887,2024-03-02,GBA_Sur,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,VENTA,75,420,31500,VTA20241641,USER002,2024-03,2024-W08
MOV2024003888,2024-02-19,La_Plata,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,COMPRA,354,150,53100,OC20249511,USER012,2024-02,2024-W07
MOV2024003889,2024-02-21,Rosario,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,AJUSTE,-1,1250,-1250,AJU20249216,USER013,2024-02,2024-W07
MOV2024003890,2024-01-19,CABA_Norte,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,TRANSFERENCIA,-113,420,-47460,TRF20243790,USER001,2024-01,2024-W02
MOV2024003891,2024-02-24,GBA_Oeste,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,VENTA,64,350,22400,VTA20243407,USER010,2024-02,2024-W07
MOV2024003892,2024-02-21,Mendoza,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,VENTA,30,420,12600,VTA20244894,USER016,2024-02,2024-W07
MOV2024003893,2024-02-20,Rosario,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,VENTA,81,280,22680,VTA20242320,USER017,2024-02,2024-W07
MOV2024003894,2024-02-02,CABA_Norte,BEB-002,Coca-Cola 2.25L,BEBIDAS,COMPRA,428,680,291040,OC20244564,USER011,2024-02,2024-W04
MOV2024003895,2024-03-05,CABA_Centro,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,VENTA,71,150,10650,VTA20242525,USER004,2024-03,2024-W09
MOV2024003896,2024-01-20,La_Plata,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,VENTA,92,350,32200,VTA20243320,USER008,2024-01,2024-W02
MOV2024003897,2024-01-03,GBA_Oeste,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,TRANSFERENCIA,-136,350,-47600,TRF20249213,USER017,2024-01,2024-W00
MOV2024003898,2024-01-16,La_Plata,ALK-004,Fideos Moñito Matarazzo 500g,ALMACEN,VENTA,13,280,3640,VTA20245078,USER009,2024-01,2024-W02
MOV2024003899,2024-01-25,Mendoza,ALK-002,Azúcar Ledesma 1kg,ALMACEN,COMPRA,252,350,88200,OC20248923,USER003,2024-01,2024-W03
MOV2024003900,2024-02-01,Córdoba,BEB-004,Vino Tinto Toro 1L,BEBIDAS,COMPRA,98,850,83300,OC20245737,USER010,2024-02,2024-W04
MOV2024003901,2024-03-03,GBA_Sur,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,COMPRA,488,350,170800,OC20249902,USER018,2024-03,2024-W09
MOV2024003902,2024-01-03,GBA_Sur,BEB-004,Vino Tinto Toro 1L,BEBIDAS,COMPRA,195,850,165750,OC20245841,USER005,2024-01,2024-W00
MOV2024003903,2024-03-13,La_Plata,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,COMPRA,347,280,97160,OC20245650,USER015,2024-03,2024-W10
MOV2024003904,2024-02-11,La_Plata,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,VENTA,82,580,47560,VTA20249415,USER002,2024-02,2024-W06
MOV2024003905,2024-01-25,CABA_Centro,BEB-003,Cerveza Quilmes 1L,BEBIDAS,VENTA,89,350,31150,VTA20246305,USER010,2024-01,2024-W03
MOV2024003906,2024-02-27,Córdoba,BEB-003,Cerveza Quilmes 1L,BEBIDAS,COMPRA,104,350,36400,OC20245525,USER008,2024-02,2024-W08
MOV2024003907,2024-02-20,Mendoza,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,COMPRA,448,850,380800,OC20244002,USER019,2024-02,2024-W07
MOV2024003908,2024-01-30,CABA_Norte,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,VENTA,51,350,17850,VTA20247027,USER018,2024-01,2024-W04
MOV2024003909,2024-01-24,CABA_Centro,BEB-003,Cerveza Quilmes 1L,BEBIDAS,VENTA,93,350,32550,VTA20242817,USER013,2024-01,2024-W03
MOV2024003910,2024-03-11,GBA_Oeste,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,VENTA,97,850,82450,VTA20242262,USER002,2024-03,2024-W10
MOV2024003911,2024-02-02,GBA_Sur,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,VENTA,28,580,16240,VTA20247571,USER003,2024-02,2024-W04
MOV2024003912,2024-02-09,GBA_Oeste,BEB-002,Coca-Cola 2.25L,BEBIDAS,VENTA,7,680,4760,VTA20243304,USER004,2024-02,2024-W05
MOV2024003913,2024-02-25,GBA_Oeste,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,AJUSTE,10,350,3500,AJU20245664,USER016,2024-02,2024-W08
MOV2024003914,2024-01-26,GBA_Sur,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,VENTA,60,580,34800,VTA20241022,USER003,2024-01,2024-W03
MOV2024003915,2024-01-11,Mendoza,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,COMPRA,483,580,280140,OC20247729,USER018,2024-01,2024-W01
MOV2024003916,2024-01-17,GBA_Sur,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,TRANSFERENCIA,74,350,25900,TRF20249034,USER019,2024-01,2024-W02
MOV2024003917,2024-02-24,Mendoza,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,VENTA,6,350,2100,VTA20248676,USER009,2024-02,2024-W07
MOV2024003918,2024-02-08,GBA_Oeste,BEB-004,Vino Tinto Toro 1L,BEBIDAS,VENTA,88,850,74800,VTA20248603,USER012,2024-02,2024-W05
MOV2024003919,2024-02-19,Córdoba,ALK-002,Azúcar Ledesma 1kg,ALMACEN,VENTA,83,350,29050,VTA20248186,USER008,2024-02,2024-W07
MOV2024003920,2024-01-15,CABA_Norte,BEB-002,Coca-Cola 2.25L,BEBIDAS,COMPRA,334,680,227120,OC20242025,USER006,2024-01,2024-W02
MOV2024003921,2024-03-14,GBA_Oeste,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,VENTA,64,150,9600,VTA20247578,USER008,2024-03,2024-W10
MOV2024003922,2024-01-22,Córdoba,ALK-002,Azúcar Ledesma 1kg,ALMACEN,COMPRA,280,350,98000,OC20244996,USER011,2024-01,2024-W03
MOV2024003923,2024-03-01,Mendoza,BEB-002,Coca-Cola 2.25L,BEBIDAS,AJUSTE,-13,680,-8840,AJU20247457,USER016,2024-03,2024-W08
MOV2024003924,2024-02-08,Córdoba,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,AJUSTE,3,580,1740,AJU20248300,USER016,2024-02,2024-W05
MOV2024003925,2024-01-04,Mendoza,BEB-002,Coca-Cola 2.25L,BEBIDAS,VENTA,70,680,47600,VTA20243669,USER009,2024-01,2024-W00
MOV2024003926,2024-02-14,Rosario,LIM-002,Detergente Magistral 750ml,LIMPIEZA,AJUSTE,0,400,0,AJU20244337,USER006,2024-02,2024-W06
MOV2024003927,2024-01-24,GBA_Oeste,BEB-004,Vino Tinto Toro 1L,BEBIDAS,COMPRA,110,850,93500,OC20246522,USER011,2024-01,2024-W03
MOV2024003928,2024-01-30,GBA_Oeste,BEB-002,Coca-Cola 2.25L,BEBIDAS,VENTA,9,680,6120,VTA20243576,USER010,2024-01,2024-W04
MOV2024003929,2024-03-06,CABA_Norte,BEB-003,Cerveza Quilmes 1L,BEBIDAS,VENTA,12,350,4200,VTA20248158,USER010,2024-03,2024-W09
MOV2024003930,2024-01-31,La_Plata,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,VENTA,55,150,8250,VTA20245868,USER015,2024-01,2024-W04
MOV2024003931,2024-02-03,La_Plata,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,TRANSFERENCIA,-164,850,-139400,TRF20244793,USER005,2024-02,2024-W04
MOV2024003932,2024-02-02,La_Plata,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,VENTA,51,280,14280,VTA20243132,USER006,2024-02,2024-W04
MOV2024003933,2024-01-11,Córdoba,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,VENTA,61,350,21350,VTA20243802,USER020,2024-01,2024-W01
MOV2024003934,2024-02-08,Mendoza,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,COMPRA,343,150,51450,OC20243734,USER015,2024-02,2024-W05
MOV2024003935,2024-01-09,GBA_Oeste,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,TRANSFERENCIA,-120,580,-69600,TRF20242940,USER019,2024-01,2024-W01
MOV2024003936,2024-02-05,GBA_Oeste,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,VENTA,22,420,9240,VTA20241959,USER015,2024-02,2024-W05
MOV2024003937,2024-02-07,Mendoza,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,VENTA,96,350,33600,VTA20246771,USER002,2024-02,2024-W05
MOV2024003938,2024-01-01,GBA_Sur,BEB-001,Agua Villa del Sur 2L,BEBIDAS,VENTA,77,220,16940,VTA20246919,USER014,2024-01,2024-W00
MOV2024003939,2024-01-19,CABA_Centro,LIM-002,Detergente Magistral 750ml,LIMPIEZA,VENTA,52,400,20800,VTA20243468,USER004,2024-01,2024-W02
MOV2024003940,2024-01-13,CABA_Norte,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,VENTA,61,1250,76250,VTA20246308,USER013,2024-01,2024-W01
MOV2024003941,2024-01-28,Mendoza,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,COMPRA,435,580,252300,OC20244080,USER012,2024-01,2024-W04
MOV2024003942,2024-02-17,La_Plata,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,AJUSTE,12,580,6960,AJU20245718,USER016,2024-02,2024-W06
MOV2024003943,2024-01-13,GBA_Sur,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,VENTA,19,350,6650,VTA20246884,USER003,2024-01,2024-W01
MOV2024003944,2024-01-23,Córdoba,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,VENTA,34,350,11900,VTA20245053,USER018,2024-01,2024-W03
MOV2024003945,2024-01-07,GBA_Oeste,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,VENTA,35,580,20300,VTA20248280,USER003,2024-01,2024-W01
MOV2024003946,2024-02-17,Mendoza,BEB-004,Vino Tinto Toro 1L,BEBIDAS,VENTA,62,850,52700,VTA20247009,USER017,2024-02,2024-W06
MOV2024003947,2024-01-04,GBA_Sur,BEB-004,Vino Tinto Toro 1L,BEBIDAS,VENTA,92,850,78200,VTA20241621,USER004,2024-01,2024-W00
MOV2024003948,2024-02-11,La_Plata,BEB-004,Vino Tinto Toro 1L,BEBIDAS,COMPRA,313,850,266050,OC20249635,USER015,2024-02,2024-W06
MOV2024003949,2024-03-03,Rosario,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,DEVOLUCION,17,850,14450,DEV20246709,USER001,2024-03,2024-W09
MOV2024003950,2024-01-02,CABA_Centro,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,VENTA,50,280,14000,VTA20246108,USER020,2024-01,2024-W00
MOV2024003951,2024-01-05,GBA_Oeste,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,VENTA,100,850,85000,VTA20245048,USER013,2024-01,2024-W00
MOV2024003952,2024-02-08,Rosario,ALK-002,Azúcar Ledesma 1kg,ALMACEN,TRANSFERENCIA,-52,350,-18200,TRF20242968,USER012,2024-02,2024-W05
MOV2024003953,2024-03-06,CABA_Norte,BEB-001,Agua Villa del Sur 2L,BEBIDAS,VENTA,68,220,14960,VTA20247425,USER019,2024-03,2024-W09
MOV2024003954,2024-02-01,CABA_Centro,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,VENTA,18,350,6300,VTA20241898,USER004,2024-02,2024-W04
MOV2024003955,2024-02-22,Rosario,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,VENTA,25,580,14500,VTA20242679,USER005,2024-02,2024-W07
MOV2024003956,2024-01-06,CABA_Norte,ALK-002,Azúcar Ledesma 1kg,ALMACEN,VENTA,88,350,30800,VTA20244531,USER014,2024-01,2024-W00
MOV2024003957,2024-02-20,Mendoza,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,VENTA,38,580,22040,VTA20247599,USER008,2024-02,2024-W07
MOV2024003958,2024-01-06,Mendoza,BEB-002,Coca-Cola 2.25L,BEBIDAS,AJUSTE,-19,680,-12920,AJU20245841,USER010,2024-01,2024-W00
MOV2024003959,2024-02-25,Mendoza,BEB-001,Agua Villa del Sur 2L,BEBIDAS,VENTA,27,220,5940,VTA20241255,USER009,2024-02,2024-W08
MOV2024003960,2024-01-05,GBA_Oeste,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,VENTA,41,350,14350,VTA20241783,USER015,2024-01,2024-W00
MOV2024003961,2024-03-08,Mendoza,ALK-004,Fideos Moñito Matarazzo 500g,ALMACEN,VENTA,30,280,8400,VTA20242012,USER006,2024-03,2024-W09
MOV2024003962,2024-01-05,GBA_Oeste,LIM-002,Detergente Magistral 750ml,LIMPIEZA,VENTA,78,400,31200,VTA20246594,USER005,2024-01,2024-W00
MOV2024003963,2024-02-08,GBA_Oeste,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,VENTA,29,580,16820,VTA20243683,USER006,2024-02,2024-W05
MOV2024003964,2024-03-06,Córdoba,ALK-002,Azúcar Ledesma 1kg,ALMACEN,VENTA,75,350,26250,VTA20246675,USER003,2024-03,2024-W09
MOV2024003965,2024-02-02,Córdoba,ALK-004,Fideos Moñito Matarazzo 500g,ALMACEN,COMPRA,134,280,37520,OC20248638,USER010,2024-02,2024-W04
MOV2024003966,2024-02-11,GBA_Oeste,ALK-002,Azúcar Ledesma 1kg,ALMACEN,DEVOLUCION,9,350,3150,DEV20243267,USER008,2024-02,2024-W06
MOV2024003967,2024-02-09,GBA_Oeste,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,VENTA,62,280,17360,VTA20249768,USER011,2024-02,2024-W05
MOV2024003968,2024-02-11,GBA_Oeste,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,VENTA,79,580,45820,VTA20245323,USER003,2024-02,2024-W06
MOV2024003969,2024-01-08,GBA_Oeste,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,VENTA,68,1250,85000,VTA20244055,USER007,2024-01,2024-W01
MOV2024003970,2024-02-12,CABA_Norte,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,VENTA,42,150,6300,VTA20241143,USER010,2024-02,2024-W06
MOV2024003971,2024-02-25,Mendoza,BEB-003,Cerveza Quilmes 1L,BEBIDAS,COMPRA,272,350,95200,OC20247317,USER004,2024-02,2024-W08
MOV2024003972,2024-02-29,CABA_Norte,BEB-003,Cerveza Quilmes 1L,BEBIDAS,VENTA,15,350,5250,VTA20246513,USER005,2024-02,2024-W08
MOV2024003973,2024-02-06,Mendoza,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,VENTA,24,850,20400,VTA20242196,USER005,2024-02,2024-W05
MOV2024003974,2024-01-03,Córdoba,ALK-004,Fideos Moñito Matarazzo 500g,ALMACEN,VENTA,37,280,10360,VTA20248004,USER001,2024-01,2024-W00
MOV2024003975,2024-01-20,GBA_Sur,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,VENTA,83,350,29050,VTA20245206,USER018,2024-01,2024-W02
MOV2024003976,2024-01-12,CABA_Norte,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,VENTA,6,580,3480,VTA20246091,USER007,2024-01,2024-W01
MOV2024003977,2024-02-09,Mendoza,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,VENTA,80,580,46400,VTA20249721,USER015,2024-02,2024-W05
MOV2024003978,2024-01-23,GBA_Sur,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,COMPRA,361,280,101080,OC20247435,USER018,2024-01,2024-W03
MOV2024003979,2024-02-24,La_Plata,BEB-004,Vino Tinto Toro 1L,BEBIDAS,TRANSFERENCIA,-69,850,-58650,TRF20248595,USER011,2024-02,2024-W07
MOV2024003980,2024-01-18,GBA_Oeste,ALK-002,Azúcar Ledesma 1kg,ALMACEN,VENTA,52,350,18200,VTA20245860,USER009,2024-01,2024-W02
MOV2024003981,2024-02-10,Córdoba,BEB-001,Agua Villa del Sur 2L,BEBIDAS,TRANSFERENCIA,-47,220,-10340,TRF20243402,USER020,2024-02,2024-W05
MOV2024003982,2024-01-24,GBA_Oeste,LIM-002,Detergente Magistral 750ml,LIMPIEZA,COMPRA,103,400,41200,OC20245026,USER001,2024-01,2024-W03
MOV2024003983,2024-02-03,CABA_Norte,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,VENTA,59,850,50150,VTA20249608,USER004,2024-02,2024-W04
MOV2024003984,2024-01-07,GBA_Oeste,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,AJUSTE,-6,580,-3480,AJU20242113,USER020,2024-01,2024-W01
MOV2024003985,2024-02-09,GBA_Sur,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,COMPRA,189,150,28350,OC20242660,USER017,2024-02,2024-W05
MOV2024003986,2024-01-08,Mendoza,LIM-002,Detergente Magistral 750ml,LIMPIEZA,COMPRA,353,400,141200,OC20242112,USER003,2024-01,2024-W01
MOV2024003987,2024-01-15,CABA_Centro,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,VENTA,17,280,4760,VTA20246512,USER001,2024-01,2024-W02
