ReservaID,FechaReserva,FechaEntrada,FechaSalida,HabitacionID,TipoHabitacion,Categoria,Plan,TarifaNoche,Noches,TotalReserva,Descuento,Estado,Mercado,Origen,Nacionalidad,CanalReserva,TipoHuesped,Adultos,Ninos,EsTemporadaAlta,Mes,Trimestre
RES2023011561,2023-05-04,2023-07-11,2023-07-15,STA034,Standard,Standard,Solo Alojamiento,18500.0,4,74000.0,0.0,Check-out,Europa,Reino Unido,Europa,Sitio Web Directo,Pareja,1,0,True,2023-07,T3-2023
RES2023011562,2023-06-07,2023-07-11,2023-07-13,SUP044,Superior,Superior,Media Pensión,35525.0,2,71050.0,0.0,Check-out,Estados Unidos,Miami,Estados Unidos,Sitio Web Directo,Familia,2,0,True,2023-07,T3-2023
RES2023011563,2023-07-03,2023-07-11,2023-07-13,SUP048,Superior,Superior,Solo Alojamiento,24500.0,2,49000.0,0.0,Check-out,Argentina,Tucumán,Argentina,Sitio Web Directo,Individual,1,1,True,2023-07,T3-2023
RES2023011564,2023-05-09,2023-07-11,2023-07-14,SUP042,Superior,Superior,Alojamiento + Desayuno,30625.0,3,91875.0,0.0,No Show,Brasil,Brasilia,Brasil,Expedia,Pareja,2,1,True,2023-07,T3-2023
RES2023011565,2023-05-11,2023-07-11,2023-07-12,SUI066,Suite,Lujo,Media Pensión,55825.0,1,55825.0,0.0,Check-out,Otros,México,Otros,Directo Teléfono,Pareja,2,0,True,2023-07,T3-2023
RES2023011566,2023-07-04,2023-07-11,2023-07-13,SUP038,Superior,Superior,Solo Alojamiento,24500.0,2,49000.0,0.0,Check-out,Europa,España,Europa,Expedia,Pareja,1,1,True,2023-07,T3-2023
RES2023011567,2023-05-09,2023-07-11,2023-07-15,FAM075,Familiar,Familiar,Media Pensión,45675.0,4,182700.0,0.0,Check-in,Brasil,São Paulo,Brasil,Expedia,Pareja,1,2,True,2023-07,T3-2023
RES2023011568,2023-06-24,2023-07-11,2023-07-14,STA014,Standard,Standard,Media Pensión,26825.0,3,80475.0,0.0,Check-in,Argentina,Buenos Aires,Argentina,Booking.com,Pareja,1,0,True,2023-07,T3-2023
RES2023011569,2023-06-09,2023-07-11,2023-07-16,FAM074,Familiar,Familiar,Alojamiento + Desayuno,39375.0,5,196875.0,0.0,Cancelada,Argentina,Mendoza,Argentina,Booking.com,Familia,2,2,True,2023-07,T3-2023
RES2023011570,2023-04-14,2023-07-11,2023-07-16,SUP047,Superior,Superior,Alojamiento + Desayuno,30625.0,5,153125.0,0.0,No Show,Estados Unidos,New York,Estados Unidos,Expedia,Pareja,2,1,True,2023-07,T3-2023
RES2023011571,2023-04-30,2023-07-11,2023-07-16,STA033,Standard,Standard,Todo Incluido,30525.0,5,152625.0,0.0,Check-out,Otros,Uruguay,Otros,Booking.com,Pareja,2,0,True,2023-07,T3-2023
RES2023011572,2023-05-17,2023-07-11,2023-07-15,STA002,Standard,Standard,Todo Incluido,30525.0,4,122100.0,0.0,Check-in,Estados Unidos,Miami,Estados Unidos,Booking.com,Pareja,1,0,True,2023-07,T3-2023
RES2023011573,2023-06-22,2023-07-11,2023-07-18,STA011,Standard,Standard,Alojamiento + Desayuno,23125.0,7,161875.0,0.0,Check-in,Brasil,Rio de Janeiro,Brasil,Expedia,Pareja,2,0,True,2023-07,T3-2023
RES2023011574,2023-05-10,2023-07-11,2023-07-12,SUI064,Suite,Lujo,Media Pensión,55825.0,1,55825.0,0.0,Check-out,Argentina,Tucumán,Argentina,Despegar.com,Pareja,3,0,True,2023-07,T3-2023
RES2023011575,2023-06-20,2023-07-11,2023-07-18,STA022,Standard,Standard,Solo Alojamiento,18500.0,7,129500.0,0.0,Check-out,Argentina,Mendoza,Argentina,Agencia de Viajes,Pareja,2,0,True,2023-07,T3-2023
RES2023011576,2023-05-12,2023-07-11,2023-07-13,STA026,Standard,Standard,Solo Alojamiento,18500.0,2,37000.0,0.0,Cancelada,Otros,Colombia,Otros,Booking.com,Pareja,2,0,True,2023-07,T3-2023
RES2023011577,2023-06-06,2023-07-11,2023-07-13,STA018,Standard,Standard,Alojamiento + Desayuno,23125.0,2,46250.0,0.0,Check-out,Argentina,Santa Fe,Argentina,Sitio Web Directo,Pareja,1,0,True,2023-07,T3-2023
RES2023011578,2023-05-30,2023-07-11,2023-07-13,FAM077,Familiar,Familiar,Todo Incluido,51975.0,2,103950.0,0.0,Check-out,Brasil,Brasilia,Brasil,Booking.com,Pareja,2,2,True,2023-07,T3-2023
RES2023011579,2023-06-02,2023-07-12,2023-07-14,SUI070,Suite,Lujo,Solo Alojamiento,38500.0,2,77000.0,0.0,Check-in,Estados Unidos,Miami,Estados Unidos,Expedia,Grupo,4,0,True,2023-07,T3-2023
RES2023011580,2023-05-10,2023-07-12,2023-07-15,STA033,Standard,Standard,Alojamiento + Desayuno,23125.0,3,69375.0,0.0,Check-in,Otros,Colombia,Otros,Agencia de Viajes,Grupo,2,0,True,2023-07,T3-2023
RES2023011581,2023-05-17,2023-07-12,2023-07-15,SUP048,Superior,Superior,Solo Alojamiento,24500.0,3,73500.0,0.0,No Show,Otros,Chile,Otros,Sitio Web Directo,Grupo,3,1,True,2023-07,T3-2023
RES2023011582,2023-07-07,2023-07-12,2023-07-14,STA026,Standard,Standard,Alojamiento + Desayuno,23125.0,2,46250.0,0.0,Check-out,Europa,Reino Unido,Europa,Booking.com,Familia,1,0,True,2023-07,T3-2023
RES2023011583,2023-07-09,2023-07-12,2023-07-14,SUP043,Superior,Superior,Todo Incluido,40425.0,2,80850.0,0.0,Check-out,Argentina,Mendoza,Argentina,Expedia,Familia,3,0,True,2023-07,T3-2023
RES2023011584,2023-05-29,2023-07-12,2023-07-15,STA013,Standard,Standard,Alojamiento + Desayuno,23125.0,3,69375.0,0.0,Check-out,Brasil,Rio de Janeiro,Brasil,Sitio Web Directo,Pareja,2,0,True,2023-07,T3-2023
RES2023011585,2023-06-27,2023-07-12,2023-07-17,STA034,Standard,Standard,Alojamiento + Desayuno,23125.0,5,104388.54,11236.46,Check-out,Europa,Francia,Europa,Sitio Web Directo,Individual,1,0,True,2023-07,T3-2023
RES2023011586,2023-05-06,2023-07-12,2023-07-16,STA004,Standard,Standard,Alojamiento + Desayuno,23125.0,4,92500.0,0.0,Check-in,Otros,Colombia,Otros,Booking.com,Pareja,1,0,True,2023-07,T3-2023
RES2023011587,2023-05-16,2023-07-12,2023-07-14,SUP055,Superior,Superior,Media Pensión,35525.0,2,71050.0,0.0,Check-out,Brasil,São Paulo,Brasil,Sitio Web Directo,Individual,1,0,True,2023-07,T3-2023
RES2023011588,2023-07-08,2023-07-12,2023-07-14,STA023,Standard,Standard,Solo Alojamiento,18500.0,2,37000.0,0.0,Check-out,Europa,Alemania,Europa,Expedia,Familia,2,0,True,2023-07,T3-2023
RES2023011589,2023-04-16,2023-07-12,2023-07-13,FAM073,Familiar,Familiar,Todo Incluido,51975.0,1,51975.0,0.0,Check-in,Otros,Uruguay,Otros,Booking.com,Individual,1,1,True,2023-07,T3-2023
RES2023011590,2023-06-16,2023-07-12,2023-07-14,STA032,Standard,Standard,Alojamiento + Desayuno,23125.0,2,46250.0,0.0,Check-out,Estados Unidos,Miami,Estados Unidos,Booking.com,Familia,2,0,True,2023-07,T3-2023
RES2023011591,2023-05-19,2023-07-12,2023-07-16,STA031,Standard,Standard,Todo Incluido,30525.0,4,122100.0,0.0,Check-out,Otros,Uruguay,Otros,Sitio Web Directo,Individual,1,0,True,2023-07,T3-2023
RES2023011592,2023-04-28,2023-07-12,2023-07-16,SUP046,Superior,Superior,Media Pensión,35525.0,4,142100.0,0.0,Check-out,Brasil,Brasilia,Brasil,Directo Teléfono,Familia,3,0,True,2023-07,T3-2023
RES2023011593,2023-04-23,2023-07-12,2023-07-14,SUP049,Superior,Superior,Solo Alojamiento,24500.0,2,49000.0,0.0,Check-out,Brasil,Rio de Janeiro,Brasil,Booking.com,Familia,2,1,True,2023-07,T3-2023
RES2023011594,2023-06-07,2023-07-12,2023-07-15,SUP053,Superior,Superior,Alojamiento + Desayuno,30625.0,3,91875.0,0.0,Check-out,Estados Unidos,Miami,Estados Unidos,Despegar.com,Pareja,3,0,True,2023-07,T3-2023
RES2023011595,2023-05-23,2023-07-12,2023-07-15,STA030,Standard,Standard,Solo Alojamiento,18500.0,3,55500.0,0.0,Check-out,Otros,Colombia,Otros,Booking.com,Pareja,1,0,True,2023-07,T3-2023
RES2023011596,2023-05-01,2023-07-12,2023-07-14,SUI071,Suite,Lujo,Todo Incluido,63525.0,2,111107.76,15942.24,Check-in,Estados Unidos,Los Angeles,Estados Unidos,Booking.com,Pareja,3,1,True,2023-07,T3-2023
RES2023011597,2023-06-11,2023-07-12,2023-07-13,SUP039,Superior,Superior,Alojamiento + Desayuno,30625.0,1,30625.0,0.0,Check-out,Europa,Italia,Europa,Despegar.com,Individual,3,0,True,2023-07,T3-2023
RES2023011598,2023-05-11,2023-07-12,2023-07-17,SUI069,Suite,Lujo,Alojamiento + Desayuno,48125.0,5,240625.0,0.0,Check-out,Europa,Alemania,Europa,Sitio Web Directo,Familia,4,0,True,2023-07,T3-2023
RES2023011599,2023-06-14,2023-07-12,2023-07-15,STA018,Standard,Standard,Alojamiento + Desayuno,23125.0,3,69375.0,0.0,Check-out,Argentina,Tucumán,Argentina,Despegar.com,Pareja,2,0,True,2023-07,T3-2023
RES2023011600,2023-05-19,2023-07-12,2023-07-15,SUP036,Superior,Superior,Solo Alojamiento,24500.0,3,73500.0,0.0,Check-out,Otros,México,Otros,Agencia de Viajes,Individual,2,0,True,2023-07,T3-2023
RES2023011601,2023-06-19,2023-07-12,2023-07-14,SUP060,Superior,Superior,Media Pensión,35525.0,2,71050.0,0.0,No Show,Otros,Uruguay,Otros,Booking.com,Familia,3,1,True,2023-07,T3-2023
RES2023011602,2023-06-18,2023-07-12,2023-07-14,FAM077,Familiar,Familiar,Media Pensión,45675.0,2,91350.0,0.0,Check-out,Estados Unidos,Los Angeles,Estados Unidos,Sitio Web Directo,Individual,4,1,True,2023-07,T3-2023
RES2023011603,2023-04-30,2023-07-12,2023-07-13,STA028,Standard,Standard,Solo Alojamiento,18500.0,1,18500.0,0.0,Check-out,Europa,Italia,Europa,Sitio Web Directo,Pareja,1,0,True,2023-07,T3-2023
RES2023011604,2023-07-07,2023-07-12,2023-07-14,SUI061,Suite,Lujo,Media Pensión,55825.0,2,111650.0,0.0,Check-out,Europa,Alemania,Europa,Booking.com,Pareja,3,0,True,2023-07,T3-2023
RES2023011605,2023-05-11,2023-07-12,2023-07-16,SUP059,Superior,Superior,Media Pensión,35525.0,4,142100.0,0.0,Check-out,Brasil,São Paulo,Brasil,Despegar.com,Grupo,3,1,True,2023-07,T3-2023
RES2023011606,2023-05-08,2023-07-12,2023-07-14,STA009,Standard,Standard,Solo Alojamiento,18500.0,2,37000.0,0.0,Cancelada,Estados Unidos,Miami,Estados Unidos,Booking.com,Pareja,2,0,True,2023-07,T3-2023
RES2023011607,2023-06-17,2023-07-12,2023-07-18,SUI066,Suite,Lujo,Alojamiento + Desayuno,48125.0,6,288750.0,0.0,Check-out,Otros,Chile,Otros,Sitio Web Directo,Pareja,3,1,True,2023-07,T3-2023
RES2023011608,2023-04-19,2023-07-12,2023-07-14,STA016,Standard,Standard,Alojamiento + Desayuno,23125.0,2,40008.97,6241.03,Check-out,Brasil,Brasilia,Brasil,Expedia,Pareja,2,0,True,2023-07,T3-2023
RES2023011609,2023-04-15,2023-07-12,2023-07-15,SUI064,Suite,Lujo,Media Pensión,55825.0,3,167475.0,0.0,Check-out,Estados Unidos,New York,Estados Unidos,Agencia de Viajes,Grupo,3,2,True,2023-07,T3-2023
RES2023011610,2023-07-03,2023-07-12,2023-07-14,STA029,Standard,Standard,Solo Alojamiento,18500.0,2,37000.0,0.0,Check-out,Argentina,Tucumán,Argentina,Despegar.com,Grupo,2,0,True,2023-07,T3-2023
RES2023011611,2023-06-24,2023-07-12,2023-07-15,STA003,Standard,Standard,Media Pensión,26825.0,3,80475.0,0.0,Check-in,Brasil,Brasilia,Brasil,Expedia,Grupo,1,0,True,2023-07,T3-2023
RES2023011612,2023-07-11,2023-07-12,2023-07-16,STA020,Standard,Standard,Todo Incluido,30525.0,4,122100.0,0.0,Check-in,Estados Unidos,Los Angeles,Estados Unidos,Sitio Web Directo,Pareja,1,0,True,2023-07,T3-2023
RES2023011613,2023-04-16,2023-07-12,2023-07-18,SUI068,Suite,Lujo,Solo Alojamiento,38500.0,6,231000.0,0.0,Check-in,Europa,Italia,Europa,Booking.com,Familia,1,2,True,2023-07,T3-2023
RES2023011614,2023-06-27,2023-07-12,2023-07-13,SUP052,Superior,Superior,Alojamiento + Desayuno,30625.0,1,26136.8,4488.2,Cancelada,Otros,Uruguay,Otros,Booking.com,Pareja,3,0,True,2023-07,T3-2023
RES2023011615,2023-05-17,2023-07-12,2023-07-15,SUI067,Suite,Lujo,Media Pensión,55825.0,3,167475.0,0.0,Check-out,Europa,Italia,Europa,Sitio Web Directo,Individual,2,0,True,2023-07,T3-2023
RES2023011616,2023-05-24,2023-07-12,2023-07-14,STA012,Standard,Standard,Media Pensión,26825.0,2,53650.0,0.0,Check-out,Otros,México,Otros,Sitio Web Directo,Pareja,1,0,True,2023-07,T3-2023
RES2023011617,2023-05-19,2023-07-12,2023-07-13,SUP054,Superior,Superior,Solo Alojamiento,24500.0,1,24500.0,0.0,Check-in,Estados Unidos,Miami,Estados Unidos,Booking.com,Pareja,3,1,True,2023-07,T3-2023
RES2023011618,2023-04-20,2023-07-12,2023-07-13,STA019,Standard,Standard,Todo Incluido,30525.0,1,30525.0,0.0,Check-out,Argentina,Buenos Aires,Argentina,Booking.com,Individual,2,0,True,2023-07,T3-2023
RES2023011619,2023-06-19,2023-07-12,2023-07-14,STA035,Standard,Standard,Solo Alojamiento,18500.0,2,37000.0,0.0,Cancelada,Otros,Uruguay,Otros,Agencia de Viajes,Familia,1,0,True,2023-07,T3-2023
RES2023011620,2023-04-17,2023-07-12,2023-07-15,SUP047,Superior,Superior,Alojamiento + Desayuno,30625.0,3,91875.0,0.0,No Show,Argentina,Santa Fe,Argentina,Booking.com,Pareja,3,1,True,2023-07,T3-2023
RES2023011621,2023-04-18,2023-07-12,2023-07-14,STA014,Standard,Standard,Alojamiento + Desayuno,23125.0,2,46250.0,0.0,Check-out,Argentina,Córdoba,Argentina,Despegar.com,Pareja,1,0,True,2023-07,T3-2023
RES2023011622,2023-06-12,2023-07-12,2023-07-15,STA022,Standard,Standard,Alojamiento + Desayuno,23125.0,3,61461.49,7913.51,Check-in,Argentina,Tucumán,Argentina,Expedia,Familia,1,0,True,2023-07,T3-2023
RES2023011623,2023-05-15,2023-07-12,2023-07-15,STA017,Standard,Standard,Solo Alojamiento,18500.0,3,55500.0,0.0,Check-in,Otros,Uruguay,Otros,Sitio Web Directo,Familia,1,0,True,2023-07,T3-2023
RES2023011624,2023-04-20,2023-07-12,2023-07-17,SUP058,Superior,Superior,Alojamiento + Desayuno,30625.0,5,153125.0,0.0,Check-out,Argentina,Santa Fe,Argentina,Sitio Web Directo,Familia,2,0,True,2023-07,T3-2023
RES2023011625,2023-07-06,2023-07-12,2023-07-13,SUI065,Suite,Lujo,Media Pensión,55825.0,1,52037.58,3787.42,Check-out,Argentina,Santa Fe,Argentina,Despegar.com,Individual,3,0,True,2023-07,T3-2023
RES2023011626,2023-05-21,2023-07-12,2023-07-14,SUI072,Suite,Lujo,Solo Alojamiento,38500.0,2,77000.0,0.0,No Show,Argentina,Mendoza,Argentina,Booking.com,Pareja,3,1,True,2023-07,T3-2023
RES2023011627,2023-04-18,2023-07-12,2023-07-15,STA024,Standard,Standard,Alojamiento + Desayuno,23125.0,3,60400.19,8974.81,Check-out,Brasil,São Paulo,Brasil,Booking.com,Familia,2,0,True,2023-07,T3-2023
RES2023011628,2023-06-12,2023-07-12,2023-07-18,STA015,Standard,Standard,Alojamiento + Desayuno,23125.0,6,138750.0,0.0,Check-out,Otros,México,Otros,Sitio Web Directo,Pareja,2,0,True,2023-07,T3-2023
RES2023011629,2023-06-12,2023-07-12,2023-07-17,STA001,Standard,Standard,Todo Incluido,30525.0,5,152625.0,0.0,Check-out,Brasil,Rio de Janeiro,Brasil,Expedia,Pareja,1,0,True,2023-07,T3-2023
RES2023011630,2023-07-01,2023-07-12,2023-07-14,SUP056,Superior,Superior,Todo Incluido,40425.0,2,80850.0,0.0,Check-in,Otros,Colombia,Otros,Expedia,Individual,1,1,True,2023-07,T3-2023
RES2023011631,2023-06-06,2023-07-12,2023-07-13,SUP045,Superior,Superior,Media Pensión,35525.0,1,35525.0,0.0,Check-out,Otros,Uruguay,Otros,Agencia de Viajes,Familia,3,0,True,2023-07,T3-2023
RES2023011632,2023-06-24,2023-07-12,2023-07-14,SUP057,Superior,Superior,Solo Alojamiento,24500.0,2,49000.0,0.0,Check-out,Estados Unidos,Miami,Estados Unidos,Booking.com,Familia,3,1,True,2023-07,T3-2023
RES2023011633,2023-06-04,2023-07-12,2023-07-15,STA005,Standard,Standard,Solo Alojamiento,18500.0,3,51956.6,3543.4,Check-out,Estados Unidos,New York,Estados Unidos,Sitio Web Directo,Pareja,2,0,True,2023-07,T3-2023
RES2023011634,2023-05-14,2023-07-12,2023-07-15,SUP040,Superior,Superior,Media Pensión,35525.0,3,106575.0,0.0,Check-out,Argentina,Mendoza,Argentina,Booking.com,Individual,2,0,True,2023-07,T3-2023
RES2023011635,2023-06-07,2023-07-12,2023-07-16,SUI063,Suite,Lujo,Solo Alojamiento,38500.0,4,154000.0,0.0,Check-out,Argentina,Buenos Aires,Argentina,Despegar.com,Familia,3,2,True,2023-07,T3-2023
RES2023011636,2023-05-20,2023-07-12,2023-07-15,STA021,Standard,Standard,Alojamiento + Desayuno,23125.0,3,69375.0,0.0,Check-out,Europa,Italia,Europa,Agencia de Viajes,Pareja,1,0,True,2023-07,T3-2023
RES2023011637,2023-05-07,2023-07-12,2023-07-15,STA002,Standard,Standard,Solo Alojamiento,18500.0,3,55500.0,0.0,Check-out,Europa,Alemania,Europa,Sitio Web Directo,Pareja,2,0,True,2023-07,T3-2023
RES2023011638,2023-06-22,2023-07-12,2023-07-15,STA011,Standard,Standard,Alojamiento + Desayuno,23125.0,3,69375.0,0.0,Check-out,Europa,España,Europa,Expedia,Pareja,1,0,True,2023-07,T3-2023
RES2023011639,2023-06-26,2023-07-12,2023-07-15,FAM080,Familiar,Familiar,Solo Alojamiento,31500.0,3,94500.0,0.0,Check-out,Europa,España,Europa,Booking.com,Familia,4,2,True,2023-07,T3-2023
RES2023011640,2023-06-05,2023-07-12,2023-07-15,STA025,Standard,Standard,Solo Alojamiento,18500.0,3,49223.98,6276.02,Cancelada,Otros,Colombia,Otros,Booking.com,Individual,1,0,True,2023-07,T3-2023
RES2023011641,2023-05-04,2023-07-12,2023-07-14,FAM079,Familiar,Familiar,Todo Incluido,51975.0,2,103950.0,0.0,Check-in,Otros,México,Otros,Expedia,Individual,1,1,True,2023-07,T3-2023
RES2023011642,2023-05-06,2023-07-12,2023-07-15,SUP051,Superior,Superior,Alojamiento + Desayuno,30625.0,3,86488.05,5386.95,Check-out,Otros,Chile,Otros,Expedia,Pareja,1,1,True,2023-07,T3-2023
RES2023011643,2023-05-24,2023-07-12,2023-07-15,SUP044,Superior,Superior,Todo Incluido,40425.0,3,121275.0,0.0,Check-out,Argentina,Mendoza,Argentina,Expedia,Pareja,1,0,True,2023-07,T3-2023
RES2023011644,2023-05-07,2023-07-12,2023-07-14,STA006,Standard,Standard,Todo Incluido,30525.0,2,61050.0,0.0,Check-out,Brasil,São Paulo,Brasil,Booking.com,Individual,2,0,True,2023-07,T3-2023
RES2023011645,2023-07-07,2023-07-12,2023-07-17,FAM074,Familiar,Familiar,Media Pensión,45675.0,5,228375.0,0.0,Check-out,Brasil,Rio de Janeiro,Brasil,Booking.com,Familia,5,3,True,2023-07,T3-2023
RES2023011646,2023-05-20,2023-07-12,2023-07-14,SUP050,Superior,Superior,Alojamiento + Desayuno,30625.0,2,61250.0,0.0,Check-in,Argentina,Tucumán,Argentina,Despegar.com,Pareja,3,0,True,2023-07,T3-2023
RES2023011647,2023-06-21,2023-07-12,2023-07-14,STA008,Standard,Standard,Alojamiento + Desayuno,23125.0,2,46250.0,0.0,Check-out,Otros,México,Otros,Booking.com,Individual,1,0,True,2023-07,T3-2023
RES2023011648,2023-05-06,2023-07-12,2023-07-17,STA027,Standard,Standard,Media Pensión,26825.0,5,134125.0,0.0,Check-out,Estados Unidos,Los Angeles,Estados Unidos,Booking.com,Individual,2,0,True,2023-07,T3-2023
RES2023011649,2023-07-11,2023-07-12,2023-07-15,SUP037,Superior,Superior,Alojamiento + Desayuno,30625.0,3,91875.0,0.0,Check-out,Europa,España,Europa,Sitio Web Directo,Pareja,3,0,True,2023-07,T3-2023
RES2023011650,2023-06-19,2023-07-12,2023-07-14,SUP038,Superior,Superior,Todo Incluido,40425.0,2,80850.0,0.0,Check-out,Brasil,São Paulo,Brasil,Agencia de Viajes,Familia,3,0,True,2023-07,T3-2023
RES2023011651,2023-06-05,2023-07-12,2023-07-15,FAM076,Familiar,Familiar,Todo Incluido,51975.0,3,155925.0,0.0,Check-out,Brasil,Brasilia,Brasil,Booking.com,Grupo,5,0,True,2023-07,T3-2023
RES2023011652,2023-04-25,2023-07-12,2023-07-14,FAM078,Familiar,Familiar,Solo Alojamiento,31500.0,2,63000.0,0.0,Check-out,Otros,Uruguay,Otros,Agencia de Viajes,Pareja,2,0,True,2023-07,T3-2023
RES2023011653,2023-05-13,2023-07-12,2023-07-16,SUP042,Superior,Superior,Media Pensión,35525.0,4,142100.0,0.0,Check-out,Europa,Alemania,Europa,Booking.com,Familia,2,0,True,2023-07,T3-2023
RES2023011654,2023-05-18,2023-07-13,2023-07-15,SUP054,Superior,Superior,Todo Incluido,40425.0,2,80850.0,0.0,Check-out,Brasil,Rio de Janeiro,Brasil,Booking.com,Pareja,2,0,True,2023-07,T3-2023
RES2023011655,2023-04-29,2023-07-13,2023-07-19,SUP042,Superior,Superior,Solo Alojamiento,24500.0,6,147000.0,0.0,Check-in,Brasil,Rio de Janeiro,Brasil,Sitio Web Directo,Pareja,3,0,True,2023-07,T3-2023
RES2023011656,2023-06-24,2023-07-13,2023-07-17,FAM078,Familiar,Familiar,Media Pensión,45675.0,4,182700.0,0.0,Check-out,Brasil,Brasilia,Brasil,Expedia,Individual,2,3,True,2023-07,T3-2023
RES2023011657,2023-05-01,2023-07-13,2023-07-18,STA035,Standard,Standard,Todo Incluido,30525.0,5,152625.0,0.0,Check-in,Europa,España,Europa,Despegar.com,Pareja,1,0,True,2023-07,T3-2023
RES2023011658,2023-07-04,2023-07-13,2023-07-16,SUP045,Superior,Superior,Alojamiento + Desayuno,30625.0,3,81865.87,10009.13,Cancelada,Argentina,Tucumán,Argentina,Despegar.com,Pareja,3,0,True,2023-07,T3-2023
RES2023011659,2023-07-03,2023-07-13,2023-07-16,SUP048,Superior,Superior,Alojamiento + Desayuno,30625.0,3,91875.0,0.0,Check-out,Otros,Uruguay,Otros,Booking.com,Individual,2,0,True,2023-07,T3-2023
RES2023011660,2023-05-09,2023-07-13,2023-07-15,STA032,Standard,Standard,Solo Alojamiento,18500.0,2,37000.0,0.0,Check-out,Europa,Alemania,Europa,Booking.com,Pareja,1,0,True,2023-07,T3-2023
RES2023011661,2023-05-07,2023-07-13,2023-07-15,STA034,Standard,Standard,Alojamiento + Desayuno,23125.0,2,46250.0,0.0,Check-out,Brasil,Rio de Janeiro,Brasil,Booking.com,Familia,2,0,True,2023-07,T3-2023
RES2023011662,2023-05-19,2023-07-13,2023-07-15,SUP056,Superior,Superior,Todo Incluido,40425.0,2,80850.0,0.0,Check-out,Brasil,São Paulo,Brasil,Expedia,Familia,1,1,True,2023-07,T3-2023
RES2023011663,2023-04-27,2023-07-13,2023-07-16,STA008,Standard,Standard,Todo Incluido,30525.0,3,86187.71,5387.29,Check-out,Argentina,Córdoba,Argentina,Sitio Web Directo,Pareja,1,0,True,2023-07,T3-2023
RES2023011664,2023-04-27,2023-07-13,2023-07-16,SUI068,Suite,Lujo,Alojamiento + Desayuno,48125.0,3,135658.23,8716.77,Check-out,Brasil,Rio de Janeiro,Brasil,Booking.com,Pareja,4,2,True,2023-07,T3-2023
RES2023011665,2023-04-28,2023-07-13,2023-07-14,SUI064,Suite,Lujo,Media Pensión,55825.0,1,55825.0,0.0,Check-in,Estados Unidos,New York,Estados Unidos,Expedia,Pareja,2,1,True,2023-07,T3-2023
RES2023011666,2023-05-21,2023-07-13,2023-07-14,FAM076,Familiar,Familiar,Alojamiento + Desayuno,39375.0,1,39375.0,0.0,No Show,Europa,España,Europa,Expedia,Individual,3,2,True,2023-07,T3-2023
RES2023011667,2023-05-26,2023-07-13,2023-07-15,SUP057,Superior,Superior,Alojamiento + Desayuno,30625.0,2,61250.0,0.0,Cancelada,Brasil,Rio de Janeiro,Brasil,Booking.com,Familia,1,1,True,2023-07,T3-2023
RES2023011668,2023-04-26,2023-07-13,2023-07-16,SUI071,Suite,Lujo,Solo Alojamiento,38500.0,3,115500.0,0.0,Check-out,Brasil,Rio de Janeiro,Brasil,Expedia,Pareja,3,2,True,2023-07,T3-2023
RES2023011669,2023-05-14,2023-07-13,2023-07-17,STA028,Standard,Standard,Todo Incluido,30525.0,4,122100.0,0.0,Check-out,Estados Unidos,Los Angeles,Estados Unidos,Booking.com,Pareja,1,0,True,2023-07,T3-2023
RES2023011670,2023-06-18,2023-07-13,2023-07-16,STA013,Standard,Standard,Todo Incluido,30525.0,3,91575.0,0.0,Check-out,Brasil,São Paulo,Brasil,Despegar.com,Individual,2,0,True,2023-07,T3-2023
RES2023011671,2023-06-27,2023-07-13,2023-07-17,SUI065,Suite,Lujo,Alojamiento + Desayuno,48125.0,4,192500.0,0.0,Check-in,Europa,España,Europa,Booking.com,Familia,4,0,True,2023-07,T3-2023
RES2023011672,2023-04-20,2023-07-13,2023-07-17,SUP038,Superior,Superior,Media Pensión,35525.0,4,142100.0,0.0,Check-out,Estados Unidos,Miami,Estados Unidos,Expedia,Individual,2,1,True,2023-07,T3-2023
RES2023011673,2023-04-24,2023-07-13,2023-07-16,SUP060,Superior,Superior,Solo Alojamiento,24500.0,3,73500.0,0.0,No Show,Otros,Colombia,Otros,Despegar.com,Familia,2,0,True,2023-07,T3-2023
RES2023011674,2023-06-29,2023-07-13,2023-07-17,SUI063,Suite,Lujo,Todo Incluido,63525.0,4,254100.0,0.0,Check-out,Estados Unidos,New York,Estados Unidos,Booking.com,Pareja,4,1,True,2023-07,T3-2023
RES2023011675,2023-07-06,2023-07-13,2023-07-16,STA021,Standard,Standard,Solo Alojamiento,18500.0,3,47798.12,7701.88,Check-in,Estados Unidos,Los Angeles,Estados Unidos,Expedia,Familia,2,0,True,2023-07,T3-2023
RES2023011676,2023-05-31,2023-07-13,2023-07-16,STA033,Standard,Standard,Solo Alojamiento,18500.0,3,55500.0,0.0,Check-out,Europa,Alemania,Europa,Agencia de Viajes,Pareja,2,0,True,2023-07,T3-2023
RES2023011677,2023-06-07,2023-07-13,2023-07-17,SUP050,Superior,Superior,Todo Incluido,40425.0,4,161700.0,0.0,Check-in,Estados Unidos,Miami,Estados Unidos,Booking.com,Individual,3,1,True,2023-07,T3-2023
RES2023011678,2023-04-22,2023-07-13,2023-07-15,SUI062,Suite,Lujo,Media Pensión,55825.0,2,98401.99,13248.01,Check-out,Otros,Uruguay,Otros,Sitio Web Directo,Pareja,3,0,True,2023-07,T3-2023
RES2023011679,2023-05-25,2023-07-13,2023-07-14,STA031,Standard,Standard,Media Pensión,26825.0,1,26825.0,0.0,No Show,Brasil,São Paulo,Brasil,Sitio Web Directo,Familia,2,0,True,2023-07,T3-2023
